uniprot_id,has_heme_in_uniprot,has_esibank_structure_records,n_esibank_structure_records,n_esibank_samples,n_esibank_positive_samples,has_fe_overlay_target,n_fe_overlay_target_rows,n_fe_overlay_target_samples,n_fe_overlay_target_positive_samples,protein_families,cc_cofactor,xref_interpro
P51589,True,True,167,167,15,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR008071;IPR036396;IPR050182;
P51663,True,True,58,58,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P19099};,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
P51869,True,True,31,31,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:11980497};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
P70687,True,True,22,22,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
P78329,True,True,93,93,6,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P24464};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
P93147,True,True,43,43,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
P93149,True,True,34,34,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;
P93846,True,True,24,24,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
P98183,True,True,27,27,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR052306;IPR001128;IPR017972;IPR002401;IPR036396;
P98187,True,True,76,76,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q02928};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
Q00G65,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602403-1};",IPR001128;IPR017972;IPR002403;IPR036396;IPR050476;
Q02928,True,True,108,108,6,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:11139583};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
Q04468,True,True,41,41,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;
Q04552,True,True,88,88,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050476;
Q06069,True,True,73,73,5,True,65,65,4,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR002397;IPR017972;IPR036396;
Q06IS2,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;
Q07973,True,True,221,221,8,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q09128};,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
Q08477,True,True,107,107,7,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P51869};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
Q09128,True,True,96,96,3,True,91,91,2,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:19961857};,IPR050479;IPR001128;IPR017972;IPR002949;IPR036396;
Q0H7R9,True,False,0,0,0,False,0,0,0,,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602403-1};,IPR001128;IPR002403;IPR036396;
Q0Q5Z4,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q0QLB3,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q12599,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR002397;IPR017972;IPR036396;
Q12664,True,True,34,34,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
Q16850,True,True,85,85,3,True,82,82,2,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:20149798};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
Q17UC0,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q1JPY5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q16850};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
Q1T7C2,True,True,23,23,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR002403;IPR036396;
Q29497,True,True,13,13,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
Q2EMR3,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
Q2ENF7,False,False,0,0,0,False,0,0,0,,,IPR001128;IPR002401;IPR036396;IPR050651;
Q2EPZ0,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q2KIG5,True,True,7,7,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P24557};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050705;
Q2LAL0,True,True,29,29,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
Q2MJ20,True,True,62,62,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
Q2UYU7,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q2WE96,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002403;IPR036396;
Q2XVA1,True,True,24,24,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
Q304Q4,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q304Q5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q304R0,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q33DX9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
Q33DY0,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
Q38Q84,True,False,0,0,0,False,0,0,0,"Cytochrome P450 family, CYP82E2 subfamily",COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
Q39443,True,False,0,0,0,False,0,0,0,,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602403-1};,IPR001128;IPR002403;IPR036396;
Q3C211,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q3LFR2,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
Q42600,True,True,38,38,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR053062;IPR001128;IPR017972;IPR002401;IPR036396;
Q42798,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q43033,True,True,23,23,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;
Q43067,True,True,20,20,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;
Q43135,True,True,35,35,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250|UniProtKB:P08686};,IPR001128;IPR017972;IPR002401;IPR036396;
Q43250,True,True,8,8,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q43255,True,True,29,29,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q43257,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q4PJW3,True,True,19,19,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q16850};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
Q50EK6,True,True,82,82,7,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q50LH4,True,True,79,79,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
Q52TE7,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR036010;IPR001041;IPR006058;IPR012675;IPR001128;IPR002397;IPR017972;IPR036396;IPR017927;IPR039261;IPR017938;
Q52YL8,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q59723,True,True,61,61,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;,IPR001128;IPR002397;IPR017972;IPR036396;
Q59I68,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q5EWY2,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q5ILH2,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRNR:PIRNR000047, ECO:0000256|PIRSR:PIRSR000047-1};",IPR030681;IPR050529;IPR001128;IPR024204;IPR002403;IPR036396;
Q60991,True,True,80,80,7,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P22680};,IPR050529;IPR001128;IPR024204;IPR002403;IPR036396;
Q62969,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q16647};,IPR001128;IPR024204;IPR002403;IPR036396;IPR027286;
Q63688,True,True,78,78,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR050529;IPR001128;IPR002403;IPR036396;
Q64148,True,True,13,13,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR008072;IPR002402;IPR036396;IPR050705;
Q64410,True,True,19,19,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
Q64429,True,True,16,16,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q64441,True,True,109,109,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q09128};,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
Q64459,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR008072;IPR002402;IPR036396;IPR050705;
Q64562,True,True,34,34,3,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250|UniProtKB:P00191, ECO:0000250|UniProtKB:P08686};",IPR001128;IPR017972;IPR002401;IPR036396;
Q64654,True,True,35,35,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q16850};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
Q673E9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602403-1};",IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
Q6IV13,True,True,14,14,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR052306;IPR001128;IPR017972;IPR002401;IPR036396;
Q6LEN2,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRNR:PIRNR000047, ECO:0000256|PIRSR:PIRSR000047-1};",IPR001128;IPR024204;IPR002403;IPR036396;IPR027286;
Q6QHJ9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q6QNI4,False,True,19,19,2,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR017972;IPR002401;IPR036396;
Q6R7M4,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050182;
Q6TBX7,True,True,37,37,2,True,33,33,1,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:32513704};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
Q6TH81,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;IPR050476;
Q6VVW9,True,True,17,17,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q6VVX0};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050182;
Q6VVX0,True,True,101,101,5,True,97,97,4,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:18511070};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050182;
Q6WG30,True,True,41,41,1,True,40,40,1,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q6WNQ9,True,True,27,27,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
Q6WNR0,True,True,46,46,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
Q6XAF4,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;IPR044225;
Q6XQ14,True,True,88,88,8,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q6YLS3,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q6ZWL3,True,True,86,86,6,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P51869};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
Q767R1,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR002401;IPR036396;
Q76LL4,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q7XAU5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q7YRB2,True,True,12,12,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:O02766};,IPR001128;IPR024204;IPR002403;IPR036396;IPR030686;
Q83WG3,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;
Q84KI1,False,True,38,38,2,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR017972;IPR002401;IPR036396;
Q84NG3,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q84QI4,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR017972;IPR002401;IPR036396;
Q8HYN1,True,True,23,23,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
Q8K0C4,True,True,18,18,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q16850};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
Q8NKB4,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;
Q8S9C6,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q8VQF6,True,True,50,50,3,True,45,45,1,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:15260491};,IPR001128;IPR002397;IPR036396;
Q8VWZ7,True,True,70,70,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q8W2N5,False,True,8,8,2,False,0,0,0,"Cytochrome P450 family, 9-divinyl ether synthase subfamily",,IPR001128;IPR002403;IPR036396;
Q8W3Y5,True,True,54,54,4,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q8W4T9,True,True,32,32,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q8WND8,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR050479;IPR001128;IPR002399;IPR036396;
Q93XR3,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR036396;
Q93ZB2,True,True,68,68,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR044225;
Q94FM7,True,True,66,66,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;,IPR052306;IPR001128;IPR017972;IPR002401;IPR036396;
Q94IA6,True,True,61,61,6,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
Q95328,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
