global_enzyme_id,source,source_enzyme_id,source_uniprot_id,source_p450_symbol,source_species,source_ec_number,source_sequence_hash
ENZ_G000682,S8_PlantP450DB,209,I3PFJ8,CYP76AD3,Mirabilis jalapa,,bcd912d1a84bf5928851f13a8f5caf09e98288fc7d5fe48377d338fa013b2438
ENZ_G000683,S2_ESIBank,128,I3PLR0,,,1.14.14.163,c4b48fcff6ad1a3b8fa317c0d9a9d688db5399fc61acf098962cff20a29eb7cf
ENZ_G000683,S3_P450Rdb,356,I3PLR0,CYP82X2,Papaver somniferum (Opium poppy),1.14.14.163,c4b48fcff6ad1a3b8fa317c0d9a9d688db5399fc61acf098962cff20a29eb7cf
ENZ_G000684,S2_ESIBank,129,I3PLR1,,,1.14.14.166,15f90de2d419e93a989650ec27b832377c817711f63ae3dd1f90db8f9d915494
ENZ_G000684,S3_P450Rdb,357,I3PLR1,CYP82Y1,Papaver somniferum (Opium poppy),1.14.14.166,15f90de2d419e93a989650ec27b832377c817711f63ae3dd1f90db8f9d915494
ENZ_G000684,S8_PlantP450DB,304,I3PLR1,CYP82Y1,Papaver somniferum,,15f90de2d419e93a989650ec27b832377c817711f63ae3dd1f90db8f9d915494
ENZ_G000684,S9_PCPD,756,,CYP82Y1,Papaver somniferum,,15f90de2d419e93a989650ec27b832377c817711f63ae3dd1f90db8f9d915494
ENZ_G000685,S2_ESIBank,130,I3QBP4,,,1.14.19.68,7a0bccd5bf8e0f4ff7ef99a283e848407a154d2fe41a584e7786f0c9c66ff80a
ENZ_G000685,S3_P450Rdb,358,I3QBP4,CYP719A21,Papaver somniferum (Opium poppy),1.14.19.68,7a0bccd5bf8e0f4ff7ef99a283e848407a154d2fe41a584e7786f0c9c66ff80a
ENZ_G000685,S8_PlantP450DB,390,I3QBP4,CYP719A21,Papaver somniferum,,7a0bccd5bf8e0f4ff7ef99a283e848407a154d2fe41a584e7786f0c9c66ff80a
ENZ_G000685,S9_PCPD,508,I3QBP4,CYP719A21,Papaver somniferum,,7a0bccd5bf8e0f4ff7ef99a283e848407a154d2fe41a584e7786f0c9c66ff80a
ENZ_G000686,S2_ESIBank,131,I3V6B7,,,1.14.14.167,33726f5c61d168b6fee9ad65c7eba221a500336759572d9d5245ded5f1dc0760
ENZ_G000686,S3_P450Rdb,359,I3V6B7,CYP82X1,Papaver somniferum (Opium poppy),1.14.14.167,33726f5c61d168b6fee9ad65c7eba221a500336759572d9d5245ded5f1dc0760
ENZ_G000686,S9_PCPD,755,,CYP82X1,Papaver somniferum,,33726f5c61d168b6fee9ad65c7eba221a500336759572d9d5245ded5f1dc0760
ENZ_G000687,S8_PlantP450DB,335,I6XNK2,IFS2_12,Trifolium repens,,9ca5e3c3087089c9721130dfe756c8d055d7df4b5335db168f87a92d932b1c93
ENZ_G000688,S2_ESIBank,132,I7C6E8,,,1.14.14.126,f8dd4faf639528074754df2eb2a32f422e66b026bf9a2ada0777fa6ec470f923
ENZ_G000688,S3_P450Rdb,360,I7C6E8,CYP716A52v2,Panax ginseng,1.14.14.126,f8dd4faf639528074754df2eb2a32f422e66b026bf9a2ada0777fa6ec470f923
ENZ_G000688,S8_PlantP450DB,507,I7C6E8,CYP716A52v2,Panax ginseng,,f8dd4faf639528074754df2eb2a32f422e66b026bf9a2ada0777fa6ec470f923
ENZ_G000688,S9_PCPD,486,I7C6E8,CYP716A52v2,Panax ginseng,,f8dd4faf639528074754df2eb2a32f422e66b026bf9a2ada0777fa6ec470f923
ENZ_G000689,S3_P450Rdb,361,I7CT85,CYP716S1,Panax ginseng (Korean ginseng),1.14.14.121,1115fd6ea389267b004c1baa5f124dff282c6511b128ccca366a28f733eec5b9
ENZ_G000689,S8_PlantP450DB,534,I7CT85,CYP716S1,Panax ginseng,,1115fd6ea389267b004c1baa5f124dff282c6511b128ccca366a28f733eec5b9
ENZ_G000689,S9_PCPD,500,,CYP716S1,Panax ginseng,,1115fd6ea389267b004c1baa5f124dff282c6511b128ccca366a28f733eec5b9
ENZ_G000690,S3_P450Rdb,362,I7LRH3,mpaDE,Penicillium brevicompactum,1.-.-.-,d275edf5ffff309ec4124ed62868a6fa980289ac93f2fc0afcb4184e4a40e205
ENZ_G000691,S3_P450Rdb,363,I7ZK32,CYP505C3,Aspergillus oryzae (strain 3.042),1.14.14.1/1.6.2.4,04764154fd999b8ae2e65490282cc7191dc054609bda490847dae701e14c5f0f
ENZ_G000691,S9_PCPD,98,I7ZK32,CYP505C3,Aspergillus oryzae,,04764154fd999b8ae2e65490282cc7191dc054609bda490847dae701e14c5f0f
ENZ_G000692,S9_PCPD,301,J4UJ10,CYP695B1,Beauveria bassiana,,361b1a1d067aef2167a31b15ba7577f5ed4c723cbca85d703879a7c87c78bf6b
ENZ_G000693,S9_PCPD,157,J5JKC1,CYP52U4,Beauveria bassiana,,e7c08d288ee4343380541593dd31d17ec88c964dbc739fb43509c5096609d3ca
ENZ_G000694,S9_PCPD,262,J7FIP8,CYP653A2,Claviceps paspali,,6e9e08487e0c93271b0b031a08f24a4e6a0eb25a3c290c966fb1a731f6cd8acd
ENZ_G000695,S9_PCPD,305,J7FJH1,CYP698B1,Claviceps paspali,,6f8bb17ecc52e587a87829c7a7812a3f9a4f67ab891da97432454fdf15ce493b
ENZ_G000696,S2_ESIBank,133,J7M8Q0,,,1.14.14.B11,5e86d198ea9396d11a4ff21dcee4d286c951bf3d00b89e36274db09051bfe40e
ENZ_G000697,S2_ESIBank,134,J7MB22,,,1.14.14.B11,b260d4bbad39e6c6df9c4b4b01195c5f203fddc7d05d175ce08638eb78cd84e5
ENZ_G000698,S3_P450Rdb,364,K4BV52,AOS1,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),4.2.1.92,cb76d8cafd70430031b6ac6c364addf5ef07b004498cfce7c2ac0dab94844f62
ENZ_G000698,S9_PCPD,652,K4BV52,CYP74A302,Solanum lycopersicum,,cb76d8cafd70430031b6ac6c364addf5ef07b004498cfce7c2ac0dab94844f62
ENZ_G000699,S3_P450Rdb,365,K4CEE8,CYP716A46,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),1.14.14.126,ca068f9179225d2e6ae4c031d2319761eb26ec3a8817f975e5c95bc614ab8191
ENZ_G000699,S8_PlantP450DB,505,K4CEE8,CYP716A46,Solanum lycopersicum,,ca068f9179225d2e6ae4c031d2319761eb26ec3a8817f975e5c95bc614ab8191
ENZ_G000699,S9_PCPD,485,K4CEE8,CYP716A46,Solanum lycopersicum,,ca068f9179225d2e6ae4c031d2319761eb26ec3a8817f975e5c95bc614ab8191
ENZ_G000700,S8_PlantP450DB,453,K4CF70,LeHPL,Lycopersicon esculentum,,dea4fe92649b5a1b4acbf64e5e927be37f72ccaca564f5269bff8f7bb8ef6271
ENZ_G000701,S2_ESIBank,135,K4CI52,,,1.14.14.137,ad6e9e2048f097479f4abd4717e757fd29cd33a86d2b15a697985f5b93e2baef
ENZ_G000701,S9_PCPD,453,K4CI52,CYP707A2Sl,Solanum lycopersicum,,ad6e9e2048f097479f4abd4717e757fd29cd33a86d2b15a697985f5b93e2baef
ENZ_G000702,S3_P450Rdb,366,K4CI56,CYP71BN1,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),/,ecef776703360241639d6d1e5f96fc17387440761ab2e8ec919daac64695ca01
ENZ_G000702,S9_PCPD,552,K4CI56,CYP71BN1,Solanum lycopersicum,,ecef776703360241639d6d1e5f96fc17387440761ab2e8ec919daac64695ca01
ENZ_G000703,S2_ESIBank,136,K4K542,,,1.14.14.120,7bd7764811fba8a7b8856b8af1a19e8598b5f8dee8d78ffc4f5fce56b398811a
ENZ_G000704,S2_ESIBank,137,K7NBR2,,,1.14.14.71,ab7328524f19bb48899418f189bbb829ab038153e2eb15eed0d90980bc00351b
ENZ_G000704,S3_P450Rdb,367,K7NBR2,CYP87D18,Siraitia grosvenorii (Monk's fruit) (Luo han guo),1.14.14.-; 1.14.14.71,ab7328524f19bb48899418f189bbb829ab038153e2eb15eed0d90980bc00351b
ENZ_G000705,S3_P450Rdb,368,K7NBX0,CYP87D18,Siraitia grosvenorii (Monk's fruit) (Luo han guo),/,7ce8c2352d5edc8a37a2245d9ce2d550b4171001ca3138547b6f349936b66304
ENZ_G000706,S9_PCPD,436,K7VA31,CYP701A43,Zea mays,,b601ccace723057f71b120cad60f9cc0b720cdc0a80584f1b941fc75f611f692
ENZ_G000707,S9_PCPD,172,KAJ5738141,CYP60D2,Penicillium malachiteum,,3bf04b92cb7ff1b52c5a46586b9dcd4fcb52da27236def97c74090f06f2ea860
ENZ_G000708,S8_PlantP450DB,315,L7T716,CYP84A52,Podophyllum hexandrum,,fb38b15d00450c867fd37e31ba444bca153464530983da2ffeaaf6951996fc23
ENZ_G000709,S2_ESIBank,138,L7T720,,,1.14.19.72,3f96896aa30d8611cf8d943ff412030e6e8bd121d18455577682381644e45978
ENZ_G000709,S3_P450Rdb,369,L7T720,CYP719A24,Podophyllum peltatum (Mayapple),1.14.19.72,3f96896aa30d8611cf8d943ff412030e6e8bd121d18455577682381644e45978
ENZ_G000709,S8_PlantP450DB,392,L7T720,CYP719A24,Podophyllum peltatum,,3f96896aa30d8611cf8d943ff412030e6e8bd121d18455577682381644e45978
ENZ_G000709,S9_PCPD,510,L7T720,CYP719A24,Podophyllum peltatum,,3f96896aa30d8611cf8d943ff412030e6e8bd121d18455577682381644e45978
ENZ_G000710,S2_ESIBank,139,L7T8H2,,,1.14.19.72,9ed615fc7356d1e2c591be14a95a30b57d2fdf1df9ec0d779aa649b02e6cd5c1
ENZ_G000710,S3_P450Rdb,370,L7T8H2,CYP719A23,Sinopodophyllum hexandrum (Himalayan may apple) (Podophyllum hexandrum),1.14.19.72,9ed615fc7356d1e2c591be14a95a30b57d2fdf1df9ec0d779aa649b02e6cd5c1
ENZ_G000710,S8_PlantP450DB,391,L7T8H2,CYP719A23,Podophyllum hexandrum,,9ed615fc7356d1e2c591be14a95a30b57d2fdf1df9ec0d779aa649b02e6cd5c1
ENZ_G000710,S9_PCPD,509,,CYP719A23,Sinopodophyllum hexandrum,,9ed615fc7356d1e2c591be14a95a30b57d2fdf1df9ec0d779aa649b02e6cd5c1
ENZ_G000711,S8_PlantP450DB,93,L7TC64,CYP71BE30,Podophyllum hexandrum,,6aec004be9174714aba273b50054a1b74bbd9a25c9efa6d6bb49dc6a2bf5675e
ENZ_G000712,S3_P450Rdb,371,L7X0L7,CYP82N3,Papaver somniferum (Opium poppy),1.14.14.98,1dc1601695d873a108f29953238179abc85ea8cd1908c972626f4b0d0b860e29
ENZ_G000712,S9_PCPD,753,,CYP82N3,Papaver somniferum,,1dc1601695d873a108f29953238179abc85ea8cd1908c972626f4b0d0b860e29
ENZ_G000713,S3_P450Rdb,372,L7X3S1,CYP82N4,Papaver somniferum (Opium poppy),1.14.14.97,5298ac732ebd62601bf5fcfec65effbd5a1c11a5e8a4bf5b6d29fedbf7a71597
ENZ_G000713,S8_PlantP450DB,300,L7X3S1,CYP82N4,Papaver somniferum,,5298ac732ebd62601bf5fcfec65effbd5a1c11a5e8a4bf5b6d29fedbf7a71597
ENZ_G000714,S3_P450Rdb,373,M1AUM0,CYP72A188,Solanum tuberosum (Potato),/,ae4005294374ab9b58ced255befc308d9101afd3bf200e83c9d296d92e095b4c
ENZ_G000715,S8_PlantP450DB,455,M1CCW2,CYP74C4,Solanum tuberosum,,16da2ae75d428695bb04e7257766e682b496e74efcc737e1325a281b68dd8d47
ENZ_G000716,S3_P450Rdb,374,M1GMS4,CYP-sb21,Nonomuraea dietziae,,2e1938040520504fafdd10aa2263f343601efa8a1e32717c701bdd7076be46ca
ENZ_G000716,S9_PCPD,25,,CYP107Z2,Nonomuraea dietziae,,2e1938040520504fafdd10aa2263f343601efa8a1e32717c701bdd7076be46ca
ENZ_G000717,S2_ESIBank,140,M1KK91,,,1.14.14.154,32b606cf8a794ca4280b7df67bed685901f6d1615e9b31f7c7489d6e5675635e
ENZ_G000718,S3_P450Rdb,375,M1KVN4,CYP82D62,Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata),1.14.14.-,d304e49de6e13928965f6c601ee21c4cb1374a92544c3a144765be939d21b295
ENZ_G000719,S3_P450Rdb,376,M1KXD0,CYP82D33,Ocimum basilicum (Sweet basil),1.14.14.-,c3e9fa32f80ab6962a637df3db9dc79bff56444e3158ac3a5bd5922e9681256a
ENZ_G000719,S8_PlantP450DB,290,M1KXD0,CYP82D33,Ocimum basilicum,,c3e9fa32f80ab6962a637df3db9dc79bff56444e3158ac3a5bd5922e9681256a
ENZ_G000719,S9_PCPD,742,,CYP82D33,Ocimum basilicum,,c3e9fa32f80ab6962a637df3db9dc79bff56444e3158ac3a5bd5922e9681256a
ENZ_G000720,S9_PCPD,220,M2V0Z8,CYP637B1,Bipolaris maydis,,0d83b59f20b922ef46b65271c910e9b74b900c3493c18463d75188a56aaf683d
ENZ_G000721,S3_P450Rdb,377,M2V933,oblB,Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis),1.-.-.-,048106ab73d6babaa0bb494557508dda3f5a6af9adeb29ca270cdb479d033700
ENZ_G000722,S2_ESIBank,141,M4WFN0,,,4.2.1.92,09234eb9fb9ff361493dce3baf977f7d98aebd3088ccb8a797c40824668ebc2a
ENZ_G000723,S1_RCSB,45,M5PFT9,,Bacillus sonorensis L12,,81a423ee7d19ffe63a4866f52846b82f0861d6eb0edb15e220eb6bb3c846e379
ENZ_G000724,S3_P450Rdb,378,M9TKI6,cypBM3,Bacillus megaterium,,1362ff82fbbb79f9ed4f80e8f78c6b644735f52dd5bd9eda6970278fd80e9ef4
ENZ_G000725,S2_ESIBank,142,O02766,,,1.14.14.139,c22aa274cd9fc894fa81649c0c87b7e18ec3bab260b665169701539b7e405c5d
ENZ_G000725,S3_P450Rdb,379,O02766,CYP8B1,Oryctolagus cuniculus (Rabbit),1.14.14.139,c22aa274cd9fc894fa81649c0c87b7e18ec3bab260b665169701539b7e405c5d
ENZ_G000725,S9_PCPD,424,,CYP8B1Oc,Oryctolagus cuniculus,,c22aa274cd9fc894fa81649c0c87b7e18ec3bab260b665169701539b7e405c5d
ENZ_G000726,S3_P450Rdb,380,O04790,CYP75A7,Eustoma exaltatum subsp. russellianum (Bluebells) (Eustoma grandiflorum),1.14.14.81,f51417ef433d39b1978afa73b4a7a7c23724583a5e55d00c69e039873f036552
ENZ_G000727,S3_P450Rdb,381,O08336,cyp102A3,Bacillus subtilis (strain 168),1.14.14.1; 1.6.2.4,5254a37a0181f435654dea76fd0ef1e8d6c1c812deded809b84e659ca28e3c49
ENZ_G000728,S3_P450Rdb,382,O08394,cyp102A2,Bacillus subtilis (strain 168),1.14.14.1; 1.6.2.4,4103f726d828391f2d89ba07985f38d4eb051217027392949d429f9567340beb
ENZ_G000729,S2_ESIBank,143,O09158,,,1.14.14.1,40367b9e52d33a2353f6926da2e8e316d523ffa20d2cf6ec1378cc38e8e94916
ENZ_G000730,S3_P450Rdb,383,O13345,cyp64,Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1),1.14.14.117,ef37319be4fd2f5686a1406183dcf1e6dd4caff37f8a9b7724ecdd329285624b
ENZ_G000730,S9_PCPD,236,,CYP64A1,Aspergillus parasiticus,,ef37319be4fd2f5686a1406183dcf1e6dd4caff37f8a9b7724ecdd329285624b
ENZ_G000731,S3_P450Rdb,384,O13820,erg5,Schizosaccharomyces pombe (strain 972 / ATCC 24843),1.14.19.41,1c75b22e499b0d0442da2aec87db6ec6ad034b5a174146001cf3bd3bae79a4a6
ENZ_G000731,S9_PCPD,198,,CYP61A5,Schizosaccharomyces pombe,,1c75b22e499b0d0442da2aec87db6ec6ad034b5a174146001cf3bd3bae79a4a6
ENZ_G000732,S2_ESIBank,144,O15528,,,1.14.15.18,29f6146e62fd3b9d389f772f230db1234465152abdbf6154f97ddfec8c87a3ab
ENZ_G000732,S3_P450Rdb,385,O15528,CYP27B1,Homo sapiens (Human),1.14.15.18,29f6146e62fd3b9d389f772f230db1234465152abdbf6154f97ddfec8c87a3ab
ENZ_G000733,S8_PlantP450DB,346,O22203,CYP98A3,Arabidopsis thaliana,,b99987eef7aa8bd6224d570a9bee928819027288479cf2f87cd8341e3824c3fc
ENZ_G000733,S9_PCPD,811,,CYP98A3,Arabidopsis thaliana,,b99987eef7aa8bd6224d570a9bee928819027288479cf2f87cd8341e3824c3fc
ENZ_G000734,S2_ESIBank,145,O23051,,,1.14.14.107,2237a75135e5326340e8b0c1afe50be63e7272ef83d4d22a10cddc82829c5329
ENZ_G000734,S3_P450Rdb,386,O23051,CYP88A3,Arabidopsis thaliana (Mouse-ear cress),1.14.14.107,2237a75135e5326340e8b0c1afe50be63e7272ef83d4d22a10cddc82829c5329
ENZ_G000734,S8_PlantP450DB,468,O23051,CYP88A3,Arabidopsis thaliana,,2237a75135e5326340e8b0c1afe50be63e7272ef83d4d22a10cddc82829c5329
ENZ_G000734,S9_PCPD,771,,CYP88A3,Arabidopsis thaliana,,2237a75135e5326340e8b0c1afe50be63e7272ef83d4d22a10cddc82829c5329
ENZ_G000735,S2_ESIBank,146,O23066,,,1.14.14.80,bc39e6f8a809f4a878890b7ac369280418cc9bb34d6a3b4d424f1ffeee586a44
ENZ_G000735,S8_PlantP450DB,547,O23066,CYP86A2,Arabidopsis thaliana,,bc39e6f8a809f4a878890b7ac369280418cc9bb34d6a3b4d424f1ffeee586a44
ENZ_G000736,S8_PlantP450DB,562,O23365,CYP97B3,Arabidopsis thaliana,,878dd95f19fd23134944978dde08995a48167e22a470ba6c27689290b0f69cdf
ENZ_G000737,S3_P450Rdb,387,O23976,CYP76B1,Helianthus tuberosus (Jerusalem artichoke) (Helianthus tomentosus),1.14.-.-,89b92681b7e85f4c714aaea54956580bd66a50bfe8b11ea3f60c459f0c4fef4e
ENZ_G000737,S8_PlantP450DB,183,O23976,CYP76B1,Helianthus tuberosus,,89b92681b7e85f4c714aaea54956580bd66a50bfe8b11ea3f60c459f0c4fef4e
ENZ_G000737,S9_PCPD,684,,CYP76B1,Helianthus tuberosus,,89b92681b7e85f4c714aaea54956580bd66a50bfe8b11ea3f60c459f0c4fef4e
ENZ_G000738,S8_PlantP450DB,133,O24315,CYP73A15,Phaseolus vulgaris,,0eac3a00e369756472e3113a3885da80c41249c61d380733d82daffcfcd83ab4
ENZ_G000739,S3_P450Rdb,388,O24782,CYP152,Sphingomonas paucimobilis;Exiguobacterium sp.,,37f8dc08950959bbde825d2897625046888b467c3f458d590ac20401eb53fed5
ENZ_G000740,S1_RCSB,46,O31440,,Bacillus subtilis,,4b3f9704979373a051cfdd7f04b1ffe506216ff896bfd8a970812bae4e12eb84
ENZ_G000740,S3_P450Rdb,389,O31440,CYP152A1,Bacillus subtilis (strain 168),1.11.2.4,57d2846e4ace980acf521bbadc69ae387199e9fb35f391a84875e299875f8fa1
ENZ_G000741,S3_P450Rdb,390,O34926,cyp134,Bacillus subtilis (strain 168),1.14.15.13,823e8695bfa38ab654e870a33a00f610bfadb7ca6b0ebf9b0eb5611486cf1172
ENZ_G000742,S2_ESIBank,147,O35084,,,1.14.15.18,39ae61064d5a82f145381594fb3f6680d8cd6577f58ad9c94cd99f03a5d44662
ENZ_G000742,S3_P450Rdb,391,O35084,Cyp27b1,Mus musculus (Mouse),1.14.15.18,39ae61064d5a82f145381594fb3f6680d8cd6577f58ad9c94cd99f03a5d44662
ENZ_G000742,S9_PCPD,339,,CYP27B1Mm,Mus musculus,,39ae61064d5a82f145381594fb3f6680d8cd6577f58ad9c94cd99f03a5d44662
ENZ_G000743,S2_ESIBank,148,O35132,,,1.14.15.18,311c3d1f2c51db7b7d530ad6318c6e20aba4979caf7737c37009b21b81071cfc
ENZ_G000744,S3_P450Rdb,392,O35728,Cyp4a14,Mus musculus (Mouse),/,7c8409f677e55c7f94b36500d17d7a809ec63681b5721c19fb6352fc8535a47d
ENZ_G000744,S9_PCPD,386,,CYP4A14Mm,Mus musculus,,7c8409f677e55c7f94b36500d17d7a809ec63681b5721c19fb6352fc8535a47d
ENZ_G000745,S3_P450Rdb,393,O43174,CYP26A1,Homo sapiens (Human),1.14.13.-,90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d
ENZ_G000745,S9_PCPD,330,,CYP26A1,Homo sapiens,,90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d
ENZ_G000746,S2_ESIBank,149,O46658,,,1.14.14.24,41602ac954bd7960f8b7c8d6c714e3304a81ff2df480f34d2cc2d657fde7978a
ENZ_G000746,S3_P450Rdb,394,O46658,CYP2D25,Sus scrofa (Pig),1.14.14.24,41602ac954bd7960f8b7c8d6c714e3304a81ff2df480f34d2cc2d657fde7978a
ENZ_G000747,S3_P450Rdb,395,O48786,CYP734A1,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,fc6833d31b5495cfd7d7e150fdde686857e375497bcf1d1ab9409ed89e5df515
ENZ_G000747,S8_PlantP450DB,441,O48786,CYP734A1,Arabidopsis thaliana,,fc6833d31b5495cfd7d7e150fdde686857e375497bcf1d1ab9409ed89e5df515
ENZ_G000748,S8_PlantP450DB,329,O48926,CYP93C1,Glycine max,,3991a4e02dbd4c09043cd513df814e20f2ecfbbbf93c7c6f9b544c8dc83b7b0e
ENZ_G000748,S8_PlantP450DB,330,O48926,CYP93C1v2,Glycine max,,3991a4e02dbd4c09043cd513df814e20f2ecfbbbf93c7c6f9b544c8dc83b7b0e
ENZ_G000749,S2_ESIBank,150,O48958,,,1.14.14.37,03e639ecb9130a997cfcf47da4f84c54a5d5107ab3afc94b19ea145a39733d26
ENZ_G000749,S3_P450Rdb,396,O48958,CYP71E1,Sorghum bicolor (Sorghum) (Sorghum vulgare),1.14.14.37,03e639ecb9130a997cfcf47da4f84c54a5d5107ab3afc94b19ea145a39733d26
ENZ_G000749,S8_PlantP450DB,57,O48958,CYP71E1,Sorghum bicolor,,03e639ecb9130a997cfcf47da4f84c54a5d5107ab3afc94b19ea145a39733d26
ENZ_G000749,S9_PCPD,591,,CYP71E1v2,Sorghum bicolor,,03e639ecb9130a997cfcf47da4f84c54a5d5107ab3afc94b19ea145a39733d26
ENZ_G000750,S8_PlantP450DB,7,O49340,CYP71A12,Arabidopsis thaliana,,99caa61beeceaee5a875e4ea8a99639eab1c5c0a5d6e5f8c1697c00f0200a4de
ENZ_G000751,S3_P450Rdb,397,O49342,CYP71A13,Arabidopsis thaliana (Mouse-ear cress),4.8.1.3,e235963edce3247c5a14b13158660a0aa28fc02df8685e5f766efe699330b54c
ENZ_G000751,S8_PlantP450DB,8,O49342,CYP71A13,Arabidopsis thaliana,,e235963edce3247c5a14b13158660a0aa28fc02df8685e5f766efe699330b54c
ENZ_G000752,S2_ESIBank,151,O49394,,,1.14.14.165,8a35e66cce3cb3447f22222e467bb36c88ed4e38301f3515ac30d88ed7d0e674
ENZ_G000752,S3_P450Rdb,398,O49394,CYP82C2,Arabidopsis thaliana (Mouse-ear cress),1.14.14.-; 1.14.14.165,8a35e66cce3cb3447f22222e467bb36c88ed4e38301f3515ac30d88ed7d0e674
ENZ_G000752,S8_PlantP450DB,286,O49394,CYP82C2,Arabidopsis thaliana,,8a35e66cce3cb3447f22222e467bb36c88ed4e38301f3515ac30d88ed7d0e674
ENZ_G000752,S9_PCPD,736,,CYP82C2,Arabidopsis thaliana,,8a35e66cce3cb3447f22222e467bb36c88ed4e38301f3515ac30d88ed7d0e674
ENZ_G000753,S3_P450Rdb,399,O55127,Cyp26a1,Mus musculus (Mouse),1.14.13.-,af30d85a6eb343bd711a26e0b4f8c76e7f0d2e505365652dab387f63fb8e24be
ENZ_G000753,S9_PCPD,333,,CYP26A1Mm,Mus musculus,,af30d85a6eb343bd711a26e0b4f8c76e7f0d2e505365652dab387f63fb8e24be
ENZ_G000754,S8_PlantP450DB,190,O64635,CYP76C4,Arabidopsis thaliana,,0e89d5df44b683c73a6829e0a93be59f725e27df8b5bb55b92d64e86adbc97ef
ENZ_G000754,S9_PCPD,693,,CYP76C4,Arabidopsis thaliana,,0e89d5df44b683c73a6829e0a93be59f725e27df8b5bb55b92d64e86adbc97ef
ENZ_G000755,S3_P450Rdb,400,O64636,CYP76C1,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,ddf3903a00347615bbe2eb9e24c461f9250ddb333237b2eaa08a260820d48dc2
ENZ_G000755,S8_PlantP450DB,187,O64636,CYP76C1,Arabidopsis thaliana,,ddf3903a00347615bbe2eb9e24c461f9250ddb333237b2eaa08a260820d48dc2
ENZ_G000755,S9_PCPD,690,,CYP76C1,Arabidopsis thaliana,,ddf3903a00347615bbe2eb9e24c461f9250ddb333237b2eaa08a260820d48dc2
ENZ_G000756,S8_PlantP450DB,188,O64637,CYP76C2,Arabidopsis thaliana,,c9113e9086ec98bf3ca7431d35b2b87b5a21c8e0ead821c1c3856789e763f1c9
ENZ_G000756,S9_PCPD,691,,CYP76C2,Arabidopsis thaliana,,c9113e9086ec98bf3ca7431d35b2b87b5a21c8e0ead821c1c3856789e763f1c9
ENZ_G000757,S8_PlantP450DB,189,O64638,CYP76C3,Arabidopsis thaliana,,0b0a7e62f8ecd9c76cf6c196a00c9f98011feddd86b11fea8225ef72e27e4281
ENZ_G000757,S9_PCPD,692,,CYP76C3,Arabidopsis thaliana,,0b0a7e62f8ecd9c76cf6c196a00c9f98011feddd86b11fea8225ef72e27e4281
ENZ_G000758,S3_P450Rdb,401,O64697,CYP710A1,Arabidopsis thaliana (Mouse-ear cress),1.14.19.41,92aea3b07c05794a249855ef570743ce60aca4f9f9685aec6f8691818673b28a
ENZ_G000758,S8_PlantP450DB,568,O64697,CYP710A1,Arabidopsis thaliana,,92aea3b07c05794a249855ef570743ce60aca4f9f9685aec6f8691818673b28a
ENZ_G000758,S9_PCPD,461,,CYP710A1,Arabidopsis thaliana,,92aea3b07c05794a249855ef570743ce60aca4f9f9685aec6f8691818673b28a
ENZ_G000759,S2_ESIBank,152,O64698,,,1.14.19.41,29d1dde50caccd4930f660fa2771640b289ce6abc60352505f76a6455f6ac41a
ENZ_G000759,S3_P450Rdb,402,O64698,CYP710A2,Arabidopsis thaliana (Mouse-ear cress),1.14.19.41,29d1dde50caccd4930f660fa2771640b289ce6abc60352505f76a6455f6ac41a
ENZ_G000759,S8_PlantP450DB,569,O64698,CYP710A2,Arabidopsis thaliana,,29d1dde50caccd4930f660fa2771640b289ce6abc60352505f76a6455f6ac41a
ENZ_G000759,S9_PCPD,463,,CYP710A2,Arabidopsis thaliana,,29d1dde50caccd4930f660fa2771640b289ce6abc60352505f76a6455f6ac41a
ENZ_G000760,S3_P450Rdb,403,O64899,CYP80B1,Eschscholzia californica (California poppy),1.14.14.102,c6a5d8797967ff0b51ef29d5c5b8aaf987e649a844134b4b5baf4a5d4e00f7c2
ENZ_G000760,S8_PlantP450DB,264,O64899,CYP80B1v1,Eschscholzia california,,c6a5d8797967ff0b51ef29d5c5b8aaf987e649a844134b4b5baf4a5d4e00f7c2
ENZ_G000761,S2_ESIBank,153,O64900,,,1.14.14.102,dbfee302cae8d5f5a880c04f62de6841876cebbe78d4b5aad3bcc1088102c9cf
ENZ_G000761,S8_PlantP450DB,265,O64900,CYP80B1v2,Eschscholzia california,,dbfee302cae8d5f5a880c04f62de6841876cebbe78d4b5aad3bcc1088102c9cf
ENZ_G000762,S1_RCSB,47,O64989,,Arabidopsis thaliana,,8c2a2cb94dbeaaf9a3d0cf6cc2ff17857c8c970e7faccc8a71a8a20dedf0a14c
ENZ_G000762,S3_P450Rdb,404,O64989,CYP90B1,Arabidopsis thaliana (Mouse-ear cress),1.14.14.178,16e8ed2afcdf306952a79b5991c00d49df4a5562e8b637005efbebe5211b5c77
