global_interaction_id,source,source_interaction_id,source_enzyme_id,source_compound_id,label,quality_tier,num_reactions,has_pmid,has_products,pdb_id,extra_json
INT_G002484,S3_P450Rdb,1485,463,944,1,B,2,0,1,,{}
INT_G002485,S3_P450Rdb,1497,463,179,1,B,1,0,1,,{}
INT_G002486,S3_P450Rdb,1571,463,976,1,B,2,0,1,,{}
INT_G002487,S3_P450Rdb,1493,463,952,1,B,1,0,1,,{}
INT_G002488,S3_P450Rdb,1590,463,257,1,B,1,0,1,,{}
INT_G002489,S3_P450Rdb,1631,463,317,1,B,1,0,1,,{}
INT_G002490,S3_P450Rdb,1384,463,856,1,B,1,0,1,,{}
INT_G002491,S3_P450Rdb,1540,463,225,1,B,1,0,1,,{}
INT_G002492,S3_P450Rdb,1417,463,884,1,B,1,0,1,,{}
INT_G002493,S3_P450Rdb,1689,463,1033,1,B,1,1,1,,{}
INT_G002494,S3_P450Rdb,1589,463,256,1,B,1,0,1,,{}
INT_G002495,S3_P450Rdb,1632,463,318,1,B,1,0,1,,{}
INT_G002496,S3_P450Rdb,1508,463,190,1,B,1,0,1,,{}
INT_G002497,S3_P450Rdb,1562,463,234,1,B,2,0,1,,{}
INT_G002498,S3_P450Rdb,1456,463,916,1,B,1,1,1,,{}
INT_G002499,S3_P450Rdb,1465,463,925,1,B,1,0,1,,{}
INT_G002500,S3_P450Rdb,1657,463,1001,1,B,1,0,1,,{}
INT_G002501,S3_P450Rdb,1400,463,869,1,B,1,0,1,,{}
INT_G002502,S3_P450Rdb,1467,463,927,1,B,1,0,1,,{}
INT_G002503,S3_P450Rdb,1444,463,39,1,B,2,1,1,,{}
INT_G002504,S1_RCSB,128,61,104,1,A,1,0,0,4HGH,{}
INT_G002504,S3_P450Rdb,1388,463,648,1,B,3,1,1,,{}
INT_G002505,S1_RCSB,140,61,113,1,A,1,0,0,7YFT,{}
INT_G002506,S3_P450Rdb,1680,463,1024,1,B,1,0,1,,{}
INT_G002507,S3_P450Rdb,1517,463,203,1,B,1,0,1,,{}
INT_G002508,S3_P450Rdb,1414,463,882,1,B,1,0,1,,{}
INT_G002509,S3_P450Rdb,1399,463,868,1,B,1,1,1,,{}
INT_G002510,S3_P450Rdb,1650,463,994,1,B,1,0,1,,{}
INT_G002511,S3_P450Rdb,1432,463,899,1,B,1,1,1,,{}
INT_G002512,S3_P450Rdb,1665,463,1009,1,B,1,0,1,,{}
INT_G002513,S3_P450Rdb,1626,463,312,1,B,1,0,1,,{}
INT_G002514,S3_P450Rdb,1635,463,320,1,B,1,0,1,,{}
INT_G002515,S3_P450Rdb,1607,463,288,1,B,1,0,1,,{}
INT_G002516,S3_P450Rdb,1596,463,270,1,B,1,0,1,,{}
INT_G002517,S3_P450Rdb,1408,463,877,1,B,1,0,1,,{}
INT_G002518,S3_P450Rdb,1499,463,181,1,B,1,0,1,,{}
INT_G002519,S3_P450Rdb,1670,463,1014,1,B,1,0,1,,{}
INT_G002520,S3_P450Rdb,1610,463,290,1,B,1,0,1,,{}
INT_G002521,S3_P450Rdb,1637,463,322,1,B,1,0,1,,{}
INT_G002522,S3_P450Rdb,1462,463,922,1,B,1,0,1,,{}
INT_G002523,S3_P450Rdb,1658,463,1002,1,B,1,0,1,,{}
INT_G002524,S3_P450Rdb,1370,463,842,1,B,1,0,1,,{}
INT_G002524,S3_P450Rdb,1577,463,979,1,B,1,0,1,,{}
INT_G002525,S3_P450Rdb,1507,463,189,1,B,1,0,1,,{}
INT_G002526,S3_P450Rdb,1382,463,854,1,B,1,1,1,,{}
INT_G002527,S3_P450Rdb,1461,463,921,1,B,1,0,1,,{}
INT_G002528,S3_P450Rdb,1691,463,1035,1,B,1,1,1,,{}
INT_G002529,S3_P450Rdb,1692,463,1036,1,B,1,0,1,,{}
INT_G002530,S3_P450Rdb,1377,463,849,1,B,1,0,1,,{}
INT_G002531,S3_P450Rdb,1552,463,229,1,B,1,0,1,,{}
INT_G002532,S3_P450Rdb,1431,463,898,1,B,1,1,1,,{}
INT_G002533,S3_P450Rdb,1641,463,330,1,B,1,0,1,,{}
INT_G002534,S3_P450Rdb,1649,463,993,1,B,1,1,1,,{}
INT_G002535,S3_P450Rdb,1592,463,260,1,B,1,0,1,,{}
INT_G002536,S3_P450Rdb,1604,463,983,1,B,1,0,1,,{}
INT_G002537,S3_P450Rdb,1419,463,886,1,B,1,0,1,,{}
INT_G002538,S3_P450Rdb,1488,463,947,1,B,1,0,1,,{}
INT_G002539,S3_P450Rdb,1587,463,254,1,B,1,0,1,,{}
INT_G002540,S3_P450Rdb,1605,463,285,1,B,1,0,1,,{}
INT_G002541,S3_P450Rdb,1688,463,1032,1,B,1,0,1,,{}
INT_G002542,S1_RCSB,127,61,56,1,A,1,0,0,3EKD,{}
INT_G002543,S3_P450Rdb,1643,463,987,1,B,1,0,1,,{}
INT_G002544,S3_P450Rdb,1379,463,851,1,B,1,0,1,,{}
INT_G002545,S3_P450Rdb,1536,463,222,1,B,1,0,1,,{}
INT_G002546,S3_P450Rdb,1383,463,855,1,B,2,1,1,,{}
INT_G002547,S3_P450Rdb,1515,463,201,1,B,1,0,1,,{}
INT_G002548,S3_P450Rdb,1457,463,917,1,B,1,1,1,,{}
INT_G002549,S3_P450Rdb,1645,463,989,1,B,1,1,1,,{}
INT_G002550,S3_P450Rdb,1527,463,214,1,B,2,0,1,,{}
INT_G002551,S3_P450Rdb,1477,463,936,1,B,1,1,1,,{}
INT_G002552,S3_P450Rdb,1580,463,981,1,B,1,0,1,,{}
INT_G002553,S3_P450Rdb,1437,463,903,1,B,1,1,1,,{}
INT_G002554,S3_P450Rdb,1546,463,226,1,B,2,0,1,,{}
INT_G002555,S3_P450Rdb,1371,463,843,1,B,1,0,1,,{}
INT_G002555,S3_P450Rdb,1566,463,972,1,B,1,0,1,,{}
INT_G002556,S3_P450Rdb,1664,463,1008,1,B,1,0,1,,{}
INT_G002557,S3_P450Rdb,1597,463,271,1,B,1,0,1,,{}
INT_G002558,S3_P450Rdb,1466,463,926,1,B,1,0,1,,{}
INT_G002559,S1_RCSB,143,61,116,1,A,1,0,0,9ISU,{}
INT_G002560,S3_P450Rdb,1513,463,199,1,B,1,0,1,,{}
INT_G002561,S3_P450Rdb,1696,463,1039,1,B,1,0,1,,{}
INT_G002562,S3_P450Rdb,1595,463,268,1,B,1,0,1,,{}
INT_G002563,S3_P450Rdb,1361,463,835,1,B,1,0,1,,{}
INT_G002563,S3_P450Rdb,1548,463,963,1,B,1,0,1,,{}
INT_G002564,S1_RCSB,142,61,115,1,A,1,0,0,8JC3,{}
INT_G002565,S3_P450Rdb,1633,463,319,1,B,1,0,1,,{}
INT_G002566,S3_P450Rdb,1634,463,985,1,B,1,0,1,,{}
INT_G002567,S3_P450Rdb,1671,463,1015,1,B,1,0,1,,{}
INT_G002568,S3_P450Rdb,1557,463,967,1,B,2,0,1,,{}
INT_G002569,S3_P450Rdb,1401,463,870,1,B,1,0,1,,{}
INT_G002570,S3_P450Rdb,1500,463,182,1,B,1,0,1,,{}
INT_G002571,S3_P450Rdb,1398,463,867,1,B,2,1,1,,{}
INT_G002572,S3_P450Rdb,1364,463,364,1,B,1,0,1,,{}
INT_G002573,S3_P450Rdb,1669,463,1013,1,B,1,0,1,,{}
INT_G002574,S3_P450Rdb,1438,463,438,1,B,1,1,1,,{}
INT_G002575,S3_P450Rdb,1538,463,956,1,B,2,0,1,,{}
INT_G002576,S3_P450Rdb,1359,463,833,1,B,2,1,1,,{}
INT_G002577,S3_P450Rdb,1616,463,297,1,B,1,0,1,,{}
INT_G002578,S3_P450Rdb,1363,463,837,1,B,1,1,1,,{}
INT_G002579,S3_P450Rdb,1403,463,872,1,B,1,0,1,,{}
INT_G002580,S3_P450Rdb,1544,463,960,1,B,2,0,1,,{}
INT_G002581,S3_P450Rdb,1640,463,329,1,B,1,0,1,,{}
INT_G002582,S3_P450Rdb,1471,463,931,1,B,1,0,1,,{}
INT_G002583,S3_P450Rdb,1578,463,980,1,B,2,0,1,,{}
INT_G002584,S3_P450Rdb,1583,463,247,1,B,1,0,1,,{}
INT_G002585,S3_P450Rdb,1677,463,1021,1,B,1,0,1,,{}
INT_G002586,S3_P450Rdb,1520,463,206,1,B,1,0,1,,{}
INT_G002587,S1_RCSB,134,61,108,1,A,1,0,0,6JLV,{}
INT_G002588,S3_P450Rdb,1523,463,209,1,B,1,0,1,,{}
INT_G002589,S3_P450Rdb,1608,463,984,1,B,1,0,1,,{}
INT_G002590,S3_P450Rdb,1516,463,202,1,B,1,0,1,,{}
INT_G002591,S3_P450Rdb,1570,463,236,1,B,2,0,1,,{}
INT_G002592,S3_P450Rdb,1445,463,906,1,B,1,0,1,,{}
INT_G002593,S3_P450Rdb,1418,463,885,1,B,1,0,1,,{}
INT_G002594,S3_P450Rdb,1533,463,219,1,B,2,0,1,,{}
INT_G002595,S3_P450Rdb,1423,463,890,1,B,1,1,1,,{}
INT_G002596,S3_P450Rdb,1526,463,213,1,B,1,0,1,,{}
INT_G002597,S3_P450Rdb,1534,463,220,1,B,2,0,1,,{}
INT_G002598,S3_P450Rdb,1429,463,896,1,B,3,1,1,,{}
INT_G002599,S3_P450Rdb,1409,463,878,1,B,1,0,1,,{}
INT_G002600,S3_P450Rdb,1504,463,954,1,B,1,0,1,,{}
INT_G002601,S3_P450Rdb,1614,463,294,1,B,1,0,1,,{}
INT_G002602,S3_P450Rdb,1470,463,930,1,B,1,0,1,,{}
INT_G002603,S3_P450Rdb,1380,463,852,1,B,1,0,1,,{}
INT_G002604,S3_P450Rdb,1464,463,924,1,B,1,0,1,,{}
INT_G002605,S3_P450Rdb,1676,463,1020,1,B,1,0,1,,{}
INT_G002606,S3_P450Rdb,1469,463,929,1,B,1,0,1,,{}
INT_G002607,S3_P450Rdb,1581,463,243,1,B,1,0,1,,{}
INT_G002608,S3_P450Rdb,1434,463,901,1,B,1,1,1,,{}
INT_G002609,S3_P450Rdb,1463,463,923,1,B,1,0,1,,{}
INT_G002610,S3_P450Rdb,1413,463,881,1,B,1,0,1,,{}
INT_G002611,S3_P450Rdb,1521,463,207,1,B,1,0,1,,{}
INT_G002612,S1_RCSB,129,61,105,1,A,1,0,0,4O4P,{}
INT_G002613,S3_P450Rdb,1479,463,938,1,B,1,1,1,,{}
INT_G002614,S3_P450Rdb,1675,463,1019,1,B,1,0,1,,{}
INT_G002615,S3_P450Rdb,1440,463,905,1,B,2,1,1,,{}
INT_G002616,S3_P450Rdb,1556,463,966,1,B,1,0,1,,{}
INT_G002617,S3_P450Rdb,1374,463,846,1,B,1,0,1,,{}
INT_G002618,S3_P450Rdb,1543,463,959,1,B,1,0,1,,{}
INT_G002619,S3_P450Rdb,1369,463,841,1,B,1,0,1,,{}
INT_G002620,S3_P450Rdb,1509,463,191,1,B,1,0,1,,{}
INT_G002621,S3_P450Rdb,1567,463,973,1,B,2,0,1,,{}
INT_G002622,S1_RCSB,138,61,111,1,A,1,0,0,7YDB,{}
INT_G002623,S3_P450Rdb,1393,463,863,1,B,2,1,1,,{}
INT_G002624,S3_P450Rdb,1627,463,313,1,B,1,0,1,,{}
INT_G002625,S3_P450Rdb,1598,463,272,1,B,1,0,1,,{}
INT_G002626,S3_P450Rdb,1648,463,992,1,B,1,1,1,,{}
INT_G002627,S3_P450Rdb,1599,463,273,1,B,1,0,1,,{}
INT_G002628,S3_P450Rdb,1625,463,311,1,B,1,0,1,,{}
INT_G002629,S1_RCSB,137,61,4,1,A,1,0,0,7YD9,{}
INT_G002630,S3_P450Rdb,1407,463,876,1,B,1,0,1,,{}
INT_G002631,S3_P450Rdb,1404,463,873,1,B,1,0,1,,{}
INT_G002632,S3_P450Rdb,1406,463,875,1,B,1,0,1,,{}
INT_G002633,S3_P450Rdb,1519,463,205,1,B,1,0,1,,{}
INT_G002634,S3_P450Rdb,1601,463,278,1,B,1,0,1,,{}
INT_G002635,S3_P450Rdb,1621,463,306,1,B,1,0,1,,{}
INT_G002636,S3_P450Rdb,1385,463,857,1,B,1,0,1,,{}
INT_G002637,S3_P450Rdb,1549,463,227,1,B,1,0,1,,{}
INT_G002638,S3_P450Rdb,1394,463,864,1,B,1,1,1,,{}
INT_G002639,S3_P450Rdb,1602,463,281,1,B,1,0,1,,{}
INT_G002640,S3_P450Rdb,1651,463,995,1,B,1,1,1,,{}
INT_G002641,S3_P450Rdb,1411,463,879,1,B,1,0,1,,{}
INT_G002642,S3_P450Rdb,1450,463,910,1,B,1,0,1,,{}
INT_G002643,S3_P450Rdb,1396,463,866,1,B,1,0,1,,{}
INT_G002644,S3_P450Rdb,1448,463,908,1,B,1,0,1,,{}
INT_G002645,S3_P450Rdb,1697,464,36,1,B,1,1,1,,{}
INT_G002646,S3_P450Rdb,1698,465,36,1,B,1,1,1,,{}
INT_G002647,S3_P450Rdb,1699,466,1040,1,B,1,1,1,,{}
INT_G002648,S2_ESIBank,364,170,203,1,B,1,0,0,,"{""source_enzyme_index"": ""5339"", ""source_reaction_index"": ""9513""}"
INT_G002649,S2_ESIBank,368,170,206,1,B,1,0,0,,"{""source_enzyme_index"": ""5339"", ""source_reaction_index"": ""9515""}"
INT_G002650,S2_ESIBank,370,170,208,1,B,1,0,0,,"{""source_enzyme_index"": ""5339"", ""source_reaction_index"": ""9511""}"
INT_G002650,S3_P450Rdb,1701,466,1041,1,B,1,1,1,,{}
INT_G002651,S2_ESIBank,365,170,204,1,B,1,0,0,,"{""source_enzyme_index"": ""5339"", ""source_reaction_index"": ""9520""}"
INT_G002652,S3_P450Rdb,1703,466,1043,1,B,1,1,1,,{}
INT_G002653,S2_ESIBank,367,170,205,1,B,1,0,0,,"{""source_enzyme_index"": ""5339"", ""source_reaction_index"": ""9517""}"
INT_G002653,S3_P450Rdb,1700,466,832,1,B,1,1,1,,{}
INT_G002654,S2_ESIBank,369,170,207,1,B,1,0,0,,"{""source_enzyme_index"": ""5339"", ""source_reaction_index"": ""9512""}"
INT_G002655,S2_ESIBank,371,170,209,1,B,1,0,0,,"{""source_enzyme_index"": ""5339"", ""source_reaction_index"": ""9516""}"
INT_G002656,S2_ESIBank,366,170,25,1,B,1,0,0,,"{""source_enzyme_index"": ""5339"", ""source_reaction_index"": ""9505""}"
INT_G002656,S3_P450Rdb,1702,466,1042,1,B,2,1,1,,{}
INT_G002657,S3_P450Rdb,1704,467,1040,1,B,1,1,1,,{}
INT_G002658,S3_P450Rdb,1706,467,800,1,B,1,1,1,,{}
INT_G002659,S3_P450Rdb,1705,467,1044,1,B,2,1,1,,{}
INT_G002660,S3_P450Rdb,1707,467,1042,1,B,3,1,1,,{}
INT_G002661,S3_P450Rdb,1708,468,1040,1,B,1,1,1,,{}
INT_G002662,S3_P450Rdb,1709,468,1044,1,B,1,1,1,,{}
INT_G002663,S3_P450Rdb,1710,468,1042,1,B,1,1,1,,{}
INT_G002664,S2_ESIBank,372,171,166,1,B,1,0,0,,"{""source_enzyme_index"": ""5003"", ""source_reaction_index"": ""8966""}"
INT_G002665,S2_ESIBank,373,171,79,1,B,1,0,0,,"{""source_enzyme_index"": ""5003"", ""source_reaction_index"": ""8960""}"
INT_G002666,S3_P450Rdb,1711,469,487,1,B,1,1,1,,{}
INT_G002666,S9_PCPD,186,139,118,1,B,1,0,0,,{}
INT_G002667,S3_P450Rdb,1712,470,487,1,B,1,1,1,,{}
INT_G002667,S9_PCPD,185,138,118,1,B,1,0,0,,{}
INT_G002668,S3_P450Rdb,1713,471,45,1,B,1,1,1,,{}
INT_G002669,S3_P450Rdb,1714,472,479,1,B,1,1,1,,{}
INT_G002669,S9_PCPD,435,337,265,1,B,1,0,0,,{}
INT_G002670,S3_P450Rdb,1715,472,1045,1,B,1,1,1,,{}
INT_G002670,S9_PCPD,434,337,264,1,B,1,0,0,,{}
INT_G002671,S3_P450Rdb,1716,472,1046,1,B,1,1,1,,{}
INT_G002671,S9_PCPD,436,337,267,1,B,1,0,0,,{}
INT_G002672,S3_P450Rdb,1717,473,66,1,B,1,1,1,,{}
INT_G002672,S9_PCPD,438,338,37,1,B,1,0,0,,{}
INT_G002673,S3_P450Rdb,1718,473,480,1,B,1,1,1,,{}
INT_G002673,S9_PCPD,437,338,11,1,B,1,0,0,,{}
INT_G002674,S2_ESIBank,382,172,218,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9303""}"
INT_G002675,S2_ESIBank,377,172,213,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""8435""}"
INT_G002676,S2_ESIBank,381,172,217,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9296""}"
INT_G002677,S2_ESIBank,379,172,215,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9300""}"
INT_G002678,S2_ESIBank,374,172,210,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9302""}"
INT_G002679,S2_ESIBank,383,172,219,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9297""}"
INT_G002680,S3_P450Rdb,1719,474,418,1,B,1,1,1,,{}
INT_G002680,S9_PCPD,215,159,131,1,B,1,0,0,,{}
INT_G002681,S2_ESIBank,375,172,211,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9305""}"
INT_G002682,S2_ESIBank,378,172,214,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9301""}"
INT_G002683,S2_ESIBank,376,172,212,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9298""}"
INT_G002684,S2_ESIBank,380,172,216,1,B,1,0,0,,"{""source_enzyme_index"": ""5206"", ""source_reaction_index"": ""9299""}"
INT_G002685,S2_ESIBank,384,173,59,1,B,1,0,0,,"{""source_enzyme_index"": ""5057"", ""source_reaction_index"": ""9035""}"
INT_G002685,S3_P450Rdb,1720,475,66,1,B,1,1,1,,{}
INT_G002685,S9_PCPD,708,416,37,1,B,1,0,0,,{}
INT_G002686,S2_ESIBank,385,173,220,1,B,1,0,0,,"{""source_enzyme_index"": ""5057"", ""source_reaction_index"": ""9037""}"
INT_G002687,S1_RCSB,146,62,118,1,A,1,0,0,9KW2,{}
INT_G002688,S1_RCSB,144,62,70,1,A,1,0,0,9JHW,{}
INT_G002689,S3_P450Rdb,1727,476,642,1,B,1,1,1,,{}
INT_G002690,S1_RCSB,145,62,117,1,A,1,0,0,9JHW,{}
INT_G002691,S3_P450Rdb,1724,476,1048,1,B,1,1,1,,{}
INT_G002692,S3_P450Rdb,1725,476,1049,1,B,1,1,1,,{}
INT_G002693,S3_P450Rdb,1721,476,868,1,B,1,1,1,,{}
INT_G002694,S3_P450Rdb,1726,476,1050,1,B,1,1,1,,{}
INT_G002694,S3_P450Rdb,1728,476,480,1,B,1,1,1,,{}
INT_G002695,S3_P450Rdb,1723,476,87,1,B,1,1,1,,{}
INT_G002696,S3_P450Rdb,1722,476,1047,1,B,1,1,1,,{}
INT_G002697,S1_RCSB,147,62,119,1,A,1,0,0,9KW2,{}
INT_G002698,S3_P450Rdb,1729,477,868,1,B,1,1,1,,{}
INT_G002699,S3_P450Rdb,1730,477,1047,1,B,1,1,1,,{}
INT_G002700,S3_P450Rdb,1731,478,1040,1,B,1,1,1,,{}
INT_G002701,S3_P450Rdb,1736,478,1051,1,B,1,1,1,,{}
INT_G002702,S3_P450Rdb,1734,478,1041,1,B,1,1,1,,{}
INT_G002703,S3_P450Rdb,1735,478,800,1,B,1,1,1,,{}
INT_G002704,S3_P450Rdb,1733,478,832,1,B,1,1,1,,{}
INT_G002705,S9_PCPD,385,314,240,1,B,1,0,0,,{}
INT_G002706,S2_ESIBank,387,174,209,1,B,1,0,0,,"{""source_enzyme_index"": ""5341"", ""source_reaction_index"": ""9510""}"
INT_G002706,S3_P450Rdb,1732,478,1044,1,B,1,1,1,,{}
INT_G002707,S2_ESIBank,386,174,25,1,B,1,0,0,,"{""source_enzyme_index"": ""5341"", ""source_reaction_index"": ""9507""}"
INT_G002707,S3_P450Rdb,1737,478,1042,1,B,1,1,1,,{}
INT_G002708,S2_ESIBank,388,175,173,1,B,1,0,0,,"{""source_enzyme_index"": ""5039"", ""source_reaction_index"": ""9093""}"
INT_G002709,S1_RCSB,152,63,75,1,A,1,0,0,5UDA,{}
INT_G002710,S1_RCSB,150,63,121,1,A,1,0,0,5UDA,{}
INT_G002711,S3_P450Rdb,1740,479,772,1,B,1,1,1,,{}
INT_G002711,S9_PCPD,451,347,275,1,B,1,0,0,,{}
INT_G002712,S1_RCSB,148,63,71,1,A,1,0,0,5UDA,{}
INT_G002713,S1_RCSB,154,63,124,1,A,1,0,0,5UDA,{}
INT_G002714,S3_P450Rdb,1739,479,792,1,B,3,1,1,,{}
INT_G002714,S9_PCPD,452,347,276,1,B,1,0,0,,{}
INT_G002715,S3_P450Rdb,1742,479,145,1,B,2,1,1,,{}
INT_G002715,S9_PCPD,450,347,28,1,B,1,0,0,,{}
INT_G002716,S1_RCSB,149,63,120,1,A,1,0,0,5UDA,{}
INT_G002717,S1_RCSB,151,63,122,1,A,1,0,0,5UDA,{}
INT_G002718,S3_P450Rdb,1738,479,787,1,B,1,1,1,,{}
INT_G002718,S9_PCPD,454,347,277,1,B,1,0,0,,{}
INT_G002719,S1_RCSB,153,63,123,1,A,1,0,0,5UFG,{}
INT_G002720,S3_P450Rdb,1741,479,773,1,B,1,1,1,,{}
INT_G002720,S9_PCPD,453,347,19,1,B,1,0,0,,{}
INT_G002721,S3_P450Rdb,1743,480,36,1,B,1,1,1,,{}
INT_G002722,S3_P450Rdb,1747,480,144,1,B,1,1,1,,{}
INT_G002722,S9_PCPD,540,376,29,1,B,1,0,0,,{}
INT_G002723,S3_P450Rdb,1748,480,772,1,B,2,1,1,,{}
INT_G002723,S9_PCPD,539,376,275,1,B,1,0,0,,{}
INT_G002724,S3_P450Rdb,1746,480,427,1,B,1,1,1,,{}
INT_G002724,S9_PCPD,543,376,244,1,B,1,0,0,,{}
INT_G002725,S3_P450Rdb,1750,480,145,1,B,1,1,1,,{}
INT_G002725,S9_PCPD,541,376,28,1,B,1,0,0,,{}
INT_G002726,S3_P450Rdb,1744,480,143,1,B,1,1,1,,{}
INT_G002726,S9_PCPD,545,376,22,1,B,1,0,0,,{}
INT_G002727,S3_P450Rdb,1745,480,443,1,B,1,1,1,,{}
INT_G002727,S9_PCPD,542,376,255,1,B,1,0,0,,{}
INT_G002728,S3_P450Rdb,1749,480,773,1,B,2,1,1,,{}
INT_G002728,S9_PCPD,544,376,19,1,B,1,0,0,,{}
INT_G002729,S3_P450Rdb,1751,481,459,1,B,1,1,1,,{}
INT_G002730,S3_P450Rdb,1754,481,463,1,B,1,1,1,,{}
INT_G002730,S9_PCPD,585,388,120,1,B,1,0,0,,{}
INT_G002731,S3_P450Rdb,1752,481,46,1,B,2,1,1,,{}
INT_G002731,S9_PCPD,583,388,306,1,B,1,0,0,,{}
INT_G002732,S3_P450Rdb,1753,481,47,1,B,1,1,1,,{}
INT_G002732,S9_PCPD,584,388,307,1,B,1,0,0,,{}
INT_G002733,S3_P450Rdb,1755,482,459,1,B,1,1,1,,{}
INT_G002734,S3_P450Rdb,1756,482,46,1,B,2,1,1,,{}
INT_G002734,S9_PCPD,581,387,306,1,B,1,0,0,,{}
INT_G002735,S3_P450Rdb,1757,482,47,1,B,1,1,1,,{}
INT_G002735,S9_PCPD,582,387,307,1,B,1,0,0,,{}
INT_G002736,S3_P450Rdb,1761,483,1054,1,B,1,1,1,,{}
INT_G002737,S2_ESIBank,389,176,59,1,B,1,0,0,,"{""source_enzyme_index"": ""5056"", ""source_reaction_index"": ""9035""}"
INT_G002737,S3_P450Rdb,1760,483,66,1,B,1,1,1,,{}
INT_G002738,S3_P450Rdb,1763,483,1056,1,B,1,1,1,,{}
INT_G002739,S3_P450Rdb,1762,483,1055,1,B,1,1,1,,{}
INT_G002740,S3_P450Rdb,1759,483,1053,1,B,2,1,1,,{}
INT_G002741,S2_ESIBank,390,176,221,1,B,1,0,0,,"{""source_enzyme_index"": ""5056"", ""source_reaction_index"": ""9036""}"
INT_G002741,S3_P450Rdb,1758,483,1052,1,B,1,1,1,,{}
INT_G002742,S2_ESIBank,391,177,166,1,B,1,0,0,,"{""source_enzyme_index"": ""3383"", ""source_reaction_index"": ""6418""}"
INT_G002743,S3_P450Rdb,1764,484,1057,1,B,2,1,1,,{}
INT_G002744,S2_ESIBank,393,177,223,1,B,1,0,0,,"{""source_enzyme_index"": ""3383"", ""source_reaction_index"": ""6369""}"
INT_G002745,S2_ESIBank,392,177,222,1,B,1,0,0,,"{""source_enzyme_index"": ""3383"", ""source_reaction_index"": ""6370""}"
INT_G002746,S3_P450Rdb,1765,485,36,1,B,1,1,1,,{}
INT_G002747,S3_P450Rdb,1768,485,1058,1,B,1,1,1,,{}
INT_G002747,S9_PCPD,550,377,305,1,B,1,0,0,,{}
INT_G002748,S1_RCSB,155,64,125,1,A,1,0,0,8GK3,{}
INT_G002749,S3_P450Rdb,1769,485,772,1,B,3,1,1,,{}
INT_G002749,S9_PCPD,546,377,275,1,B,1,0,0,,{}
INT_G002750,S3_P450Rdb,1767,485,134,1,B,1,1,1,,{}
INT_G002751,S3_P450Rdb,1771,485,145,1,B,1,1,1,,{}
INT_G002751,S9_PCPD,547,377,28,1,B,1,0,0,,{}
INT_G002752,S3_P450Rdb,1766,485,443,1,B,2,1,1,,{}
INT_G002752,S9_PCPD,548,377,255,1,B,1,0,0,,{}
INT_G002753,S3_P450Rdb,1770,485,773,1,B,2,1,1,,{}
INT_G002753,S9_PCPD,549,377,19,1,B,1,0,0,,{}
INT_G002754,S3_P450Rdb,1772,486,36,1,B,1,1,1,,{}
INT_G002755,S3_P450Rdb,1775,486,1059,1,B,1,1,1,,{}
INT_G002755,S9_PCPD,573,384,313,1,B,1,0,0,,{}
INT_G002756,S3_P450Rdb,1774,486,46,1,B,2,1,1,,{}
INT_G002756,S9_PCPD,571,384,306,1,B,1,0,0,,{}
INT_G002757,S3_P450Rdb,1773,486,417,1,B,1,1,1,,{}
INT_G002757,S9_PCPD,572,384,242,1,B,1,0,0,,{}
INT_G002758,S8_PlantP450DB,8,6,4,1,B,1,1,0,,{}
INT_G002759,S8_PlantP450DB,7,6,3,1,B,1,1,0,,{}
INT_G002760,S3_P450Rdb,1777,487,416,1,B,5,1,1,,{}
INT_G002760,S9_PCPD,468,352,278,1,B,1,0,0,,{}
INT_G002761,S3_P450Rdb,1776,487,1060,1,B,1,1,1,,{}
INT_G002761,S9_PCPD,469,352,284,1,B,1,0,0,,{}
INT_G002762,S3_P450Rdb,1778,487,417,1,B,5,1,1,,{}
INT_G002762,S9_PCPD,467,352,242,1,B,1,0,0,,{}
INT_G002763,S3_P450Rdb,1779,488,770,1,B,2,1,1,,{}
INT_G002764,S2_ESIBank,402,178,230,1,B,1,0,0,,"{""source_enzyme_index"": ""21390"", ""source_reaction_index"": ""37539""}"
INT_G002765,S2_ESIBank,395,178,224,1,B,1,0,0,,"{""source_enzyme_index"": ""21390"", ""source_reaction_index"": ""36065""}"
INT_G002766,S2_ESIBank,399,178,227,1,B,1,0,0,,"{""source_enzyme_index"": ""21390"", ""source_reaction_index"": ""36064""}"
INT_G002767,S2_ESIBank,397,178,68,1,B,1,0,0,,"{""source_enzyme_index"": ""21390"", ""source_reaction_index"": ""37555""}"
INT_G002768,S2_ESIBank,398,178,226,1,B,1,0,0,,"{""source_enzyme_index"": ""21390"", ""source_reaction_index"": ""36068""}"
INT_G002769,S2_ESIBank,396,178,225,1,B,1,0,0,,"{""source_enzyme_index"": ""21390"", ""source_reaction_index"": ""37549""}"
