substrate_idx,raw_smiles,rdkit_parse_ok,rdkit_canonical_smiles,rdkit_isomeric_smiles,rdkit_inchikey,cid,cid_status,final_substrate_id,fallback_id,cid_collision_group,pubchem_query_method,pubchem_return_count,notes,in_train,in_val,in_test,in_any_split
1045,CSc1cccc2[nH]cc(CC(N)C(=O)O)c12,True,CSc1cccc2[nH]cc(CC(N)C(=O)O)c12,CSc1cccc2[nH]cc(CC(N)C(=O)O)c12,NDBWKQQHIDRZSP-UHFFFAOYSA-N,122499492,hit,CID122499492,NO_CID_b75c060d4da7,,hit,1,,1,1,1,1
1046,C=C(C)C1CC=C(CO)CC1,True,C=C(C)C1CC=C(CO)CC1,C=C(C)C1CC=C(CO)CC1,NDTYTMIUWGWIMO-UHFFFAOYSA-N,10819,hit,CID10819,NO_CID_7eef7e5f1cd4,,hit,1,,1,1,1,1
1047,C=C1CC[C@]2(C(C)C)C[C@H]12,True,C=C1CCC2(C(C)C)CC12,C=C1CC[C@]2(C(C)C)C[C@H]12,NDVASEGYNIMXJL-NXEZZACHSA-N,10887971,hit,CID10887971,NO_CID_45cc79962f2b,,hit,1,,1,1,1,1
1048,C=C1CCC2(C(C)C)CC12,True,C=C1CCC2(C(C)C)CC12,C=C1CCC2(C(C)C)CC12,NDVASEGYNIMXJL-UHFFFAOYSA-N,18818,hit,CID18818,NO_CID_334e635e9a6d,,hit,1,,1,1,1,1
1049,C=C1CC[C@@]2(C(C)C)C[C@@H]12,True,C=C1CCC2(C(C)C)CC12,C=C1CC[C@@]2(C(C)C)C[C@@H]12,NDVASEGYNIMXJL-UWVGGRQHSA-N,11051711,hit,CID11051711,NO_CID_a01032de88be,,hit,1,,1,1,1,1
1050,CCC1(c2ccccc2)C(O)=NC(=O)N1C,True,CCC1(c2ccccc2)C(O)=NC(=O)N1C,CCC1(c2ccccc2)C(O)=NC(=O)N1C,NEGMMKYAVYNLCG-UHFFFAOYSA-N,21908,hit,CID21908,NO_CID_96218a613348,,hit,1,,1,1,1,1
1051,CCl,True,CCl,CCl,NEHMKBQYUWJMIP-UHFFFAOYSA-N,6327,hit,CID6327,NO_CID_6626fa114cb4,,hit,1,,1,1,1,1
1052,C=C1CCOC(=O)CCCCC(C)C1OC(=O)c1ccc(-n2cc(CN(C)C)nn2)cc1,True,C=C1CCOC(=O)CCCCC(C)C1OC(=O)c1ccc(-n2cc(CN(C)C)nn2)cc1,C=C1CCOC(=O)CCCCC(C)C1OC(=O)c1ccc(-n2cc(CN(C)C)nn2)cc1,NENOGDAKIGMHRJ-UHFFFAOYSA-N,,cid0_no_match,NO_CID_6c47a1e72b91,NO_CID_6c47a1e72b91,,cid0_no_match,0,,1,1,1,1
1053,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/CO,True,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCO,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/CO,NERNKRPBSOBEHC-PGHZQYBFSA-N,637851,hit,CID637851,NO_CID_947790651b61,,hit,1,,1,1,1,1
1054,CC(C)C(=O)OC1CCCCCCC1,True,CC(C)C(=O)OC1CCCCCCC1,CC(C)C(=O)OC1CCCCCCC1,NFJWHSVZRBSBDU-UHFFFAOYSA-N,13230644,hit,CID13230644,NO_CID_903e8daf606f,,hit,1,,1,1,1,1
1055,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,True,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,NFWKVWVWBFBAOV-MISYRCLQSA-N,94391,rescued_retry,CID94391,NO_CID_83a284433cf7,,rescued_retry,1,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)>,1,1,1,1
1056,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,True,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,NGHTXZCKLWZPGK-UHFFFAOYSA-N,71157,hit,CID71157,NO_CID_d92cd1c8285e,,hit,1,,1,1,1,1
1057,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccc(O)cc1,True,O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccc(O)cc1,NGPCLOGFGKJCBP-HOTGVXAUSA-N,11267350,hit,CID11267350,NO_CID_2e246ba96a62,,hit,1,,1,1,1,1
1058,O=C(O)/C=C/c1ccc(O)cc1,True,O=C(O)C=Cc1ccc(O)cc1,O=C(O)/C=C/c1ccc(O)cc1,NGSWKAQJJWESNS-ZZXKWVIFSA-N,637542,hit,CID637542,NO_CID_e95a09b07f92,,hit,1,,1,1,1,1
1059,Cc1c(CC(N)C(=O)O)c2ccc(C3CC3)cc2n1C,True,Cc1c(CC(N)C(=O)O)c2ccc(C3CC3)cc2n1C,Cc1c(CC(N)C(=O)O)c2ccc(C3CC3)cc2n1C,NGXDYZODKQKTNP-UHFFFAOYSA-N,122499639,hit,CID122499639,NO_CID_9c7f44a4b7ef,,hit,1,,1,1,1,1
1060,Cc1ncccc1[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,True,Cc1ncccc1C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,Cc1ncccc1[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,NHCJXYVCGFWJKH-WCTPGKCWSA-N,,cid0_no_match,NO_CID_84e538ae8df5,NO_CID_84e538ae8df5,,cid0_no_match,0,,1,1,1,1
1061,Cc1c(CC(N)C(=O)O)c2cc(N)ccc2n1C,True,Cc1c(CC(N)C(=O)O)c2cc(N)ccc2n1C,Cc1c(CC(N)C(=O)O)c2cc(N)ccc2n1C,NHCPNGSSSKDVTF-UHFFFAOYSA-N,122499574,hit,CID122499574,NO_CID_1de5d9b4f3d0,,hit,1,,1,1,1,1
1062,C=CC(=C)C[C@H](O)C=C(C)C,True,C=CC(=C)CC(O)C=C(C)C,C=CC(=C)C[C@H](O)C=C(C)C,NHMKYUHMPXBMFI-SNVBAGLBSA-N,92301,hit,CID92301,NO_CID_be253a457642,,hit,1,,1,1,1,1
1063,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC(O)CC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,True,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)CC(C)(C)O)CC(O)CC1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC(O)CC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,NHRGJVVEKNHIIE-CKQZIKLPSA-N,88423846,hit,CID88423846,NO_CID_097582c64a19,,hit,1,,1,1,1,1
1064,NC(Cc1ccc(Cl)cc1)C(=O)O,True,NC(Cc1ccc(Cl)cc1)C(=O)O,NC(Cc1ccc(Cl)cc1)C(=O)O,NIGWMJHCCYYCSF-UHFFFAOYSA-N,4652,hit,CID4652,NO_CID_8672460823ac,,hit,1,,1,1,1,1
1065,c1ccc2c(c1)Cc1ccccc1-2,True,c1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,6853,hit,CID6853,NO_CID_2360397c02f4,,hit,1,,1,1,1,1
1066,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)[O-])[C@@H]2CC[C@@H]1C3,True,C=C1CC23CCC4C(C)(C(=O)[O-])CCCC4(C)C2CCC1C3,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)[O-])[C@@H]2CC[C@@H]1C3,NIKHGUQULKYIGE-OTCXFQBHSA-M,25200785,hit,CID25200785,NO_CID_ee2333b95e95,,hit,1,,1,1,1,1
1067,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3,True,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1C3,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3,NIKHGUQULKYIGE-OTCXFQBHSA-N,73062,hit,CID73062,NO_CID_b6b06e8f5f25,,hit,1,,1,1,1,1
1068,C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O,True,C=C1CC23CC1CCC2C1(C)CCC(O)C(C)(C(=O)O)C1C3C(=O)O,C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O,NJEWNTGSXKRWKA-MJPABCAUSA-N,443451,hit,CID443451,NO_CID_f6a839d7a5f0,,hit,1,,1,1,1,1
1069,C=C(C)[C@@H]1CC=C2[C@H](O)CC[C@@H](C)[C@@]2(C)C1,True,C=C(C)C1CC=C2C(O)CCC(C)C2(C)C1,C=C(C)[C@@H]1CC=C2[C@H](O)CC[C@@H](C)[C@@]2(C)C1,NJWPLFBOSCSZFA-QHSBEEBCSA-N,25201856,hit,CID25201856,NO_CID_8f167cca7ae0,,hit,1,,1,0,1,1
1070,C=C1CC[C@@H](O)C[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,True,C=C1CCC(O)CC1C1(C)OC1CC=C(C)C,C=C1CC[C@@H](O)C[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,NKCBUMYAPXFQEQ-LXTVHRRPSA-N,71519647,hit,CID71519647,NO_CID_c2e127ac2911,,hit,1,,1,1,1,1
1071,CC(C)=CCC[C@](C)(O)C1CC[C@]2(C)C1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,True,CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC12C,CC(C)=CCC[C@](C)(O)C1CC[C@]2(C)C1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,NLHQJXWYMZLQJY-AXVVUFHWSA-N,122880,hit,CID122880,NO_CID_a99a6289e368,,hit,1,,1,1,1,1
1072,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,True,CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC12C,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,NLHQJXWYMZLQJY-TXNIMPHESA-N,10895555,hit,CID10895555,NO_CID_efcbbb05de0c,,hit,1,,1,1,1,1
1073,C=C[C@@]1(C)CC[C@H]2C(=CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C=O)C1,True,C=CC1(C)CCC2C(=CCC3C(C)(C=O)CCCC23C)C1,C=C[C@@]1(C)CC[C@H]2C(=CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C=O)C1,NLLZQKHFTCHPED-VYJAJWGXSA-N,12311183,hit,CID12311183,NO_CID_9f38debf1c1c,,hit,1,,1,1,1,1
1074,C=C1C[C@]23CC[C@H]1C[C@H]2[C@]1(C=O)CCC[C@@](C)(C=O)[C@H]1CC3,True,C=C1CC23CCC1CC2C1(C=O)CCCC(C)(C=O)C1CC3,C=C1C[C@]23CC[C@H]1C[C@H]2[C@]1(C=O)CCC[C@@](C)(C=O)[C@H]1CC3,NLQPUIUTFKBPHQ-BIEDPOGDSA-N,170780622,hit,CID170780622,NO_CID_d36c486c5634,,hit,1,,1,1,1,1
1075,CCCCC/C=C\C/C=C\C=C\C(O)C/C=C\CCCC(=O)[O-],True,CCCCCC=CCC=CC=CC(O)CC=CCCCC(=O)[O-],CCCCC/C=C\C/C=C\C=C\C(O)C/C=C\CCCC(=O)[O-],NLUNAYAEIJYXRB-HEJOTXCHSA-M,102571785,hit,CID102571785,NO_CID_41b48aadd547,,hit,1,,1,1,1,1
1076,Cc1c(CC(N)C(=O)O)c2ccc(Cl)cc2n1C,True,Cc1c(CC(N)C(=O)O)c2ccc(Cl)cc2n1C,Cc1c(CC(N)C(=O)O)c2ccc(Cl)cc2n1C,NMKAIOIZJLIZGA-UHFFFAOYSA-N,83762302,hit,CID83762302,NO_CID_a9fb86244d4b,,hit,1,,1,1,1,1
1077,CCCCCC(O)CC,True,CCCCCC(O)CC,CCCCCC(O)CC,NMRPBPVERJPACX-UHFFFAOYSA-N,11527,hit,CID11527,NO_CID_a3d395af12c4,,hit,1,,1,1,1,1
1078,C1CCC2CCCCC2C1,True,C1CCC2CCCCC2C1,C1CCC2CCCCC2C1,NNBZCPXTIHJBJL-UHFFFAOYSA-N,7044,hit,CID7044,NO_CID_716e53b4a2f4,,hit,1,,1,1,1,1
1079,O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCO,True,O=C(O)CCCC=CCC=CCC=CCC=CCCCCCO,O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCO,NNDIXBJHNLFJJP-DTLRTWKJSA-N,5283157,hit,CID5283157,NO_CID_61a43ff752e7,,hit,1,,1,1,1,1
1080,O=C(O)c1ccc(-c2ccccc2)cc1,True,O=C(O)c1ccc(-c2ccccc2)cc1,O=C(O)c1ccc(-c2ccccc2)cc1,NNJMFJSKMRYHSR-UHFFFAOYSA-N,66724,hit,CID66724,NO_CID_b103b3cb3b68,,hit,1,,1,1,1,1
1081,CCN(CC)CC(=O)Nc1c(C)cccc1C,True,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCN(CC)CC(=O)Nc1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N,3676,hit,CID3676,NO_CID_0ce23c92eaec,,hit,1,,1,1,1,1
1082,CC(C)(C)OC(=O)NCCCCCCCCCCCC(=O)O,True,CC(C)(C)OC(=O)NCCCCCCCCCCCC(=O)O,CC(C)(C)OC(=O)NCCCCCCCCCCCC(=O)O,NNPOZNVKUHYVEJ-UHFFFAOYSA-N,4428132,hit,CID4428132,NO_CID_f394053c262c,,hit,1,,1,1,1,1
1083,C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)c2cccc(Br)c2)cc1Cl)C(F)(F)F,True,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2cccc(Br)c2)cc1Cl)C(F)(F)F,C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)c2cccc(Br)c2)cc1Cl)C(F)(F)F,NPCYFKFOPWAEFV-OAHLLOKOSA-N,76871904,hit,CID76871904,NO_CID_7f52d17d5742,,hit,1,,1,1,1,1
1084,Cc1ccc(Cl)cc1,True,Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1,NPDACUSDTOMAMK-UHFFFAOYSA-N,7810,hit,CID7810,NO_CID_c87505c7f294,,hit,1,,1,1,1,1
1085,Cc1cccc(-c2ccccc2)c1,True,Cc1cccc(-c2ccccc2)c1,Cc1cccc(-c2ccccc2)c1,NPDIDUXTRAITDE-UHFFFAOYSA-N,12564,hit,CID12564,NO_CID_448d3de162a8,,hit,1,,1,1,1,1
1086,O=C1N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,True,O=C1NC(Cc2ccc(O)c(I)c2)C(=O)NC1Cc1ccc(O)cc1,O=C1N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,NQIPTQNZLHTHOS-GJZGRUSLSA-N,146020567,hit,CID146020567,NO_CID_1669246cff7c,,hit,1,,1,1,1,1
1087,COc1cccc2ccccc12,True,COc1cccc2ccccc12,COc1cccc2ccccc12,NQMUGNMMFTYOHK-UHFFFAOYSA-N,16668,hit,CID16668,NO_CID_e161d42fe515,,hit,1,,1,1,1,1
1088,CC(=O)O[C@H]1[C@H]2O[C@H]2C2=CC(=O)[C@]3(C[C@]2(C)[C@H]1C)OC3(C)C,True,CC(=O)OC1C2OC2C2=CC(=O)C3(CC2(C)C1C)OC3(C)C,CC(=O)O[C@H]1[C@H]2O[C@H]2C2=CC(=O)[C@]3(C[C@]2(C)[C@H]1C)OC3(C)C,NQRGNSMJSDQOED-FQAGGABLSA-N,101316760,hit,CID101316760,NO_CID_f3724830f1bf,,hit,1,,1,1,1,1
1089,CC[C@H](C)c1cnc(CC(C)C)c(=O)[nH]1,True,CCC(C)c1cnc(CC(C)C)c(=O)[nH]1,CC[C@H](C)c1cnc(CC(C)C)c(=O)[nH]1,NQUCTITVLHEDIU-VIFPVBQESA-N,11805923,hit,CID11805923,NO_CID_26432f3d8bae,,hit,1,,1,1,1,1
1090,COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,True,COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,NQWVSMVXKMHKTF-UHFFFAOYSA-N,230232,hit,CID230232,NO_CID_43dd7b0b039e,,hit,1,,1,1,1,1
1091,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(NC(=O)C1Cc2ccc(c(Cl)c2)Oc2cc(ccc2O)C(NC(=O)C(NC(=O)C(Cc2ccc(O)c(Cl)c2)NC(=O)C(N)c2ccc(O)cc2)c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)N1)c1ccc(O)cc1,True,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(NC(=O)C1Cc2ccc(c(Cl)c2)Oc2cc(ccc2O)C(NC(=O)C(NC(=O)C(Cc2ccc(O)c(Cl)c2)NC(=O)C(N)c2ccc(O)cc2)c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)N1)c1ccc(O)cc1,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(NC(=O)C1Cc2ccc(c(Cl)c2)Oc2cc(ccc2O)C(NC(=O)C(NC(=O)C(Cc2ccc(O)c(Cl)c2)NC(=O)C(N)c2ccc(O)cc2)c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)N1)c1ccc(O)cc1,NRPOOPBWUHIPMB-UHFFFAOYSA-N,,cid0_no_match,NO_CID_2db63d594b5b,NO_CID_2db63d594b5b,,cid0_no_match,0,,0,0,0,0
1092,NC(Cc1c[nH]c2cccc(Cl)c12)C(=O)O,True,NC(Cc1c[nH]c2cccc(Cl)c12)C(=O)O,NC(Cc1c[nH]c2cccc(Cl)c12)C(=O)O,NRTHKYABOMUPSC-UHFFFAOYSA-N,14048817,hit,CID14048817,NO_CID_d566261361e7,,hit,1,,1,1,1,1
1093,CC(C)C1CCC2(C)CC3C(C)CCC45C(C)CCC4C5(C)C3(O)CC12,True,CC(C)C1CCC2(C)CC3C(C)CCC45C(C)CCC4C5(C)C3(O)CC12,CC(C)C1CCC2(C)CC3C(C)CCC45C(C)CCC4C5(C)C3(O)CC12,NSHZOWJAHBYWHH-UHFFFAOYSA-N,,cid0_no_match,NO_CID_a9b08e6a47dd,NO_CID_a9b08e6a47dd,,cid0_no_match,0,,1,1,1,1
1094,CC(C)[C@H]1CC[C@]2(C)C[C@@H]3[C@@H](C)CC[C@@]45[C@@H](CC[C@@H]4C)[C@]5(C)[C@@]3(O)C[C@@H]12,True,CC(C)C1CCC2(C)CC3C(C)CCC45C(C)CCC4C5(C)C3(O)CC12,CC(C)[C@H]1CC[C@]2(C)C[C@@H]3[C@@H](C)CC[C@@]45[C@@H](CC[C@@H]4C)[C@]5(C)[C@@]3(O)C[C@@H]12,NSHZOWJAHBYWHH-ZHJPMIONSA-N,163358938,hit,CID163358938,NO_CID_43ed58e09c81,,hit,1,,1,1,1,1
1095,C=CC(C)(O)CC/C=C(\C)CO,True,C=CC(C)(O)CCC=C(C)CO,C=CC(C)(O)CC/C=C(\C)CO,NSMIMJYEKVSYMT-RMKNXTFCSA-N,5280678,hit,CID5280678,NO_CID_5d997adf8285,,hit,1,,1,1,1,1
1096,O=C([O-])c1ccccc1F,True,O=C([O-])c1ccccc1F,O=C([O-])c1ccccc1F,NSTREUWFTAOOKS-UHFFFAOYSA-M,177745,hit,CID177745,NO_CID_487b27a77814,,hit,1,,1,1,1,1
1097,CCCCC[C@H](O)C=C[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H]2C[C@H]1OO2,True,CCCCCC(O)C=CC1C2CC(OO2)C1CCCCCCC(=O)O,CCCCC[C@H](O)C=C[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H]2C[C@H]1OO2,NTAYABHEVAQSJS-BRIYLRKRSA-N,3246811,hit,CID3246811,NO_CID_245b9e338313,,hit,1,,1,1,1,1
1098,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H]2C[C@H]1OO2,True,CCCCCC(O)C=CC1C2CC(OO2)C1CCCCCCC(=O)O,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H]2C[C@H]1OO2,NTAYABHEVAQSJS-CDIPTNKSSA-N,5283048,hit,CID5283048,NO_CID_6b091c0ac602,,hit,1,,1,1,1,1
1099,N[C@H](C(=O)O)[C@@H]1CC(=O)NO1,True,NC(C(=O)O)C1CC(=O)NO1,N[C@H](C(=O)O)[C@@H]1CC(=O)NO1,NTHMUJMQOXQYBR-OKKQSCSOSA-N,441456,hit,CID441456,NO_CID_eda528ea95f7,,hit,1,,1,1,1,1
1100,Oc1ccc([C@H]2Oc3cc(O)ccc3[C@H](O)[C@@H]2O)cc1,True,Oc1ccc(C2Oc3cc(O)ccc3C(O)C2O)cc1,Oc1ccc([C@H]2Oc3cc(O)ccc3[C@H](O)[C@@H]2O)cc1,NTLUSUFJOUMRLA-SOUVJXGZSA-N,13886897,hit,CID13886897,NO_CID_1a73c8e85ad1,,hit,1,,1,1,1,1
1101,Cc1[nH]c2cccc(-c3ccccc3)c2c1CC(N)C(=O)O,True,Cc1[nH]c2cccc(-c3ccccc3)c2c1CC(N)C(=O)O,Cc1[nH]c2cccc(-c3ccccc3)c2c1CC(N)C(=O)O,NTLZSFUAXZLIAI-UHFFFAOYSA-N,122499482,hit,CID122499482,NO_CID_ab635a15c5df,,hit,1,,1,1,1,1
1102,NC(Cc1c[nH]c2cc(C3CC3)ccc12)C(=O)O,True,NC(Cc1c[nH]c2cc(C3CC3)ccc12)C(=O)O,NC(Cc1c[nH]c2cc(C3CC3)ccc12)C(=O)O,NTMMPTCLRKQDRB-UHFFFAOYSA-N,122499602,hit,CID122499602,NO_CID_210fa71e74e4,,hit,1,,1,1,1,1
1103,COc1ccc(C(C)=O)cc1,True,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)=O)cc1,NTPLXRHDUXRPNE-UHFFFAOYSA-N,7476,hit,CID7476,NO_CID_4da4578ea77c,,hit,1,,1,1,1,1
1104,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(O)C(C)(CO)C5CC[C@]43C)[C@H]2C1,True,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(O)C(C)(CO)C5CC[C@]43C)[C@H]2C1,NTWLPZMPTFQYQI-CKRSNBQPSA-N,71307357,hit,CID71307357,NO_CID_ce17bfab5f4f,,hit,1,,1,1,1,1
1105,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,True,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,NTWLPZMPTFQYQI-FLZFTVBESA-N,14167253,hit,CID14167253,NO_CID_b6f08853f549,,hit,1,,1,1,1,1
1106,COc1ccc(C(=O)O)cn1,True,COc1ccc(C(=O)O)cn1,COc1ccc(C(=O)O)cn1,NVDJVEQITUWZDT-UHFFFAOYSA-N,592499,hit,CID592499,NO_CID_c9704c9eb92b,,hit,1,,1,0,1,1
1107,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,True,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,NVKAWKQGWWIWPM-ABEVXSGRSA-N,10635,hit,CID10635,NO_CID_a1ec01b3e472,,hit,1,,1,1,1,1
1108,CCC(C)CC(C)CC(C)CC(C)O,True,CCC(C)CC(C)CC(C)CC(C)O,CCC(C)CC(C)CC(C)CC(C)O,NVXWVVCXXXEBED-UHFFFAOYSA-N,85385472,hit,CID85385472,NO_CID_2c72976f272f,,hit,1,,1,1,0,1
1109,COC(=O)/C=C(\C)CC/C=C(\C)CCC=C(C)C,True,COC(=O)C=C(C)CCC=C(C)CCC=C(C)C,COC(=O)/C=C(\C)CC/C=C(\C)CCC=C(C)C,NWKXNIPBVLQYAB-VDQVFBMKSA-N,5275508,hit,CID5275508,NO_CID_049adfb4f192,,hit,1,,1,1,1,1
1110,NC(Cc1c[nH]c2cc(O)ccc12)C(=O)O,True,NC(Cc1c[nH]c2cc(O)ccc12)C(=O)O,NC(Cc1c[nH]c2cc(O)ccc12)C(=O)O,NXANGIZFHQQBCC-UHFFFAOYSA-N,9899317,hit,CID9899317,NO_CID_da8b601dd7ee,,hit,1,,1,1,1,1
1111,N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O,True,NC(Cc1c[nH]c2cc(O)ccc12)C(=O)O,N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O,NXANGIZFHQQBCC-VIFPVBQESA-N,49867758,hit,CID49867758,NO_CID_fec0a74be032,,hit,1,,1,1,1,1
1112,NC(Cc1ccccc1F)C(=O)O,True,NC(Cc1ccccc1F)C(=O)O,NC(Cc1ccccc1F)C(=O)O,NYCRCTMDYITATC-UHFFFAOYSA-N,9465,hit,CID9465,NO_CID_3868fe2af323,,hit,1,,1,1,1,1
1113,C=CCc1ccc(F)cc1,True,C=CCc1ccc(F)cc1,C=CCc1ccc(F)cc1,NYFIDHXRJSCAOZ-UHFFFAOYSA-N,11147749,hit,CID11147749,NO_CID_25029cdd6240,,hit,1,,1,1,1,1
