global_enzyme_id,canonical_uniprot_id,source_category,structure_source,status,has_heme,alphafill_id,template_pdb,sequence_identity,global_rmsd,local_rmsd,clash_score,alphafill_json_path,alphafill_cif_path,existing_pdb_path,needs_colabfold,notes,alphafold_pdb_path,heme_transplant_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z,aligned_ca_count,quality_tier,template_source
ENZ_G000862,P23295,alphafill_candidate,alphafill,downloaded_with_heme,1,P23295-F1,5Y5F,1,0.616381,0.393375,0.1313,data\structures\alphafill\json\P23295-F1.json,data\structures\alphafill\cif\P23295-F1.cif,,0,,,,,,,,,
ENZ_G000863,P24462,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/8GK3,0,,,,,,,,,
ENZ_G000864,P24464,alphafill_candidate,alphafill,downloaded_with_heme,1,P24464-F1,5T6Q,0.528184,1.84736,0.426947,0.195494,data\structures\alphafill\json\P24464-F1.json,data\structures\alphafill\cif\P24464-F1.cif,,0,,,,,,,,,
ENZ_G000865,P24465,alphafill_candidate,alphafill,downloaded_with_heme,1,P24465-F1,5YLW,0.312227,2.40945,0.877835,0.244732,data\structures\alphafill\json\P24465-F1.json,data\structures\alphafill\cif\P24465-F1.cif,,0,,,,,,,,,
ENZ_G000866,P24470,alphafill_candidate,alphafill,downloaded_with_heme,1,P24470-F1,4GQS,0.603563,1.759,0.501821,0.167359,data\structures\alphafill\json\P24470-F1.json,data\structures\alphafill\cif\P24470-F1.cif,,0,,,,,,,,,
ENZ_G000867,P24557,alphafill_candidate,alphafill,downloaded_with_heme,1,P24557-F1,2V0M,0.349398,3.62197,3.14506,0.708551,data\structures\alphafill\json\P24557-F1.json,data\structures\alphafill\cif\P24557-F1.cif,,0,,,,,,,,,
ENZ_G000868,P24903,alphafill_candidate,alphafill,downloaded_with_heme,1,P24903-F1,2P85,0.531183,0.918514,0.444838,0.164362,data\structures\alphafill\json\P24903-F1.json,data\structures\alphafill\cif\P24903-F1.cif,,0,,,,,,,,,
ENZ_G000869,P26911,alphafill_candidate,alphafill,downloaded_with_heme,1,P26911-F1,4UBS,0.705128,1.21369,0.455912,0.165271,data\structures\alphafill\json\P26911-F1.json,data\structures\alphafill\cif\P26911-F1.cif,,0,,,,,,,,,
ENZ_G000870,P27786,alphafill_candidate,alphafill,downloaded_with_heme,1,P27786-F1,3RUK,0.660532,2.60808,0.273639,0.0990928,data\structures\alphafill\json\P27786-F1.json,data\structures\alphafill\cif\P27786-F1.cif,,0,,,,,,,,,
ENZ_G000871,P30099,alphafill_candidate,alphafill,downloaded_with_heme,1,P30099-F1,4ZGX,0.686441,1.23006,0.571781,0.317267,data\structures\alphafill\json\P30099-F1.json,data\structures\alphafill\cif\P30099-F1.cif,,0,,,,,,,,,
ENZ_G000872,P30100,alphafill_candidate,alphafill,downloaded_with_heme,1,P30100-F1,4ZGX,0.684322,1.1895,0.566136,0.316015,data\structures\alphafill\json\P30100-F1.json,data\structures\alphafill\cif\P30100-F1.cif,,0,,,,,,,,,
ENZ_G000873,P30437,alphafill_candidate,alphafill,downloaded_with_heme,1,P30437-F1,6B82,0.740586,1.25165,0.45414,0.116697,data\structures\alphafill\json\P30437-F1.json,data\structures\alphafill\cif\P30437-F1.cif,,0,,,,,,,,,
ENZ_G000874,P33006,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/8EUH,0,,,,,,,,,
ENZ_G000875,P33260,alphafill_candidate,alphafill,downloaded_with_heme,1,P33260-F1,1R9O,0.785106,2.59553,0.55388,0.175119,data\structures\alphafill\json\P33260-F1.json,data\structures\alphafill\cif\P33260-F1.cif,,0,,,,,,,,,
ENZ_G000876,P33261,alphafill_candidate,alphafill,downloaded_with_heme,1,P33261-F1,4GQS,0.967532,1.74401,0.558521,0.179457,data\structures\alphafill\json\P33261-F1.json,data\structures\alphafill\cif\P33261-F1.cif,,0,,,,,,,,,
ENZ_G000877,P33274,alphafill_candidate,alphafill,downloaded_with_heme,1,P33274-F1,5T6Q,0.425101,2.36783,0.346808,0.213941,data\structures\alphafill\json\P33274-F1.json,data\structures\alphafill\cif\P33274-F1.cif,,0,,,,,,,,,
ENZ_G000878,P36423,alphafill_candidate,alphafill,downloaded_with_heme,1,P36423-F1,5VCD,0.338614,4.6519,0.765115,0.171699,data\structures\alphafill\json\P36423-F1.json,data\structures\alphafill\cif\P36423-F1.cif,,0,,,,,,,,,
ENZ_G000879,P37114,alphafill_candidate,alphafill,downloaded_with_heme,1,P37114-F1,6VBY,0.709746,1.09186,0.243416,0.130622,data\structures\alphafill\json\P37114-F1.json,data\structures\alphafill\cif\P37114-F1.cif,,0,,,,,,,,,
ENZ_G000880,P37120,alphafill_candidate,alphafill,downloaded_with_heme,1,P37120-F1,6DWN,0.37,1.52769,0.196078,0.73701,data\structures\alphafill\json\P37120-F1.json,data\structures\alphafill\cif\P37120-F1.cif,,0,,,,,,,,,
ENZ_G000881,P37122,alphafill_candidate,alphafill,downloaded_with_heme,1,P37122-F1,7X2Q,0.332613,2.38717,1.07952,0.235295,data\structures\alphafill\json\P37122-F1.json,data\structures\alphafill\cif\P37122-F1.cif,,0,,,,,,,,,
ENZ_G000882,P46634,alphafill_candidate,alphafill,downloaded_with_heme,1,P46634-F1,3DAX,0.822547,1.71308,0.362738,0.119914,data\structures\alphafill\json\P46634-F1.json,data\structures\alphafill\cif\P46634-F1.cif,,0,,,,,,,,,
ENZ_G000883,P47195,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP80A1.pdb,0,,,,,,,,,
ENZ_G000884,P47787,alphafill_candidate,alphafill,downloaded_with_heme,1,P47787-F1,4D6Z,0.333992,4.26745,0.83673,0.211781,data\structures\alphafill\json\P47787-F1.json,data\structures\alphafill\cif\P47787-F1.cif,,0,,,,,,,,,
ENZ_G000885,P48417,alphafill_candidate,alphafill,downloaded_with_heme,1,P48417-F1,2RCH,0.66453,0.610436,0.199143,0.134124,data\structures\alphafill\json\P48417-F1.json,data\structures\alphafill\cif\P48417-F1.cif,,0,,,,,,,,,
ENZ_G000886,P48418,alphafill_candidate,alphafill,downloaded_with_heme,1,P48418-F1,6UDM,0.36,1.53166,0.193567,0.665828,data\structures\alphafill\json\P48418-F1.json,data\structures\alphafill\cif\P48418-F1.cif,,0,,,,,,,,,
ENZ_G000887,P48420,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP78A1.pdb,0,,,,,,,,,
ENZ_G000888,P48421,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP83A1.pdb,0,,,,,,,,,
ENZ_G000889,P48422,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P48422-F1,ENZ_G000735,0.6522,4.09,1.09058,0.381782,data\structures\alphafill\json\P48422-F1.json,data\structures\alphafill\cif\P48422-F1.cif,,0,"tier3, rmsd=4.09, identity=0.652, n_ca=506",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P48422-F1_heme.pdb,-3.994,-0.269,-3.867,506,tier3,alphafill_cif
ENZ_G000890,P48522,alphafill_candidate,alphafill,downloaded_with_heme,1,P48522-F1,6VBY,0.723992,1.07158,0.30726,0.124923,data\structures\alphafill\json\P48522-F1.json,data\structures\alphafill\cif\P48522-F1.cif,,0,,,,,,,,,
ENZ_G000891,P48635,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/2XFH,0,,,,,,,,,
ENZ_G000892,P49430,alphafill_candidate,alphafill,downloaded_with_heme,1,P49430-F1,8GK3,0.329365,3.3603,0.748152,0.210212,data\structures\alphafill\json\P49430-F1.json,data\structures\alphafill\cif\P49430-F1.cif,,0,,,,,,,,,
ENZ_G000893,P51542,alphafill_candidate,alphafill,downloaded_with_heme,1,P51542-F1,3DAX,0.832985,1.70016,0.387419,0.142217,data\structures\alphafill\json\P51542-F1.json,data\structures\alphafill\cif\P51542-F1.cif,,0,,,,,,,,,
ENZ_G000894,P51589,alphafill_candidate,alphafill,downloaded_with_heme,1,P51589-F1,3C6G,0.441114,1.49218,0.636998,0.220227,data\structures\alphafill\json\P51589-F1.json,data\structures\alphafill\cif\P51589-F1.cif,,0,,,,,,,,,
ENZ_G000895,P51663,alphafill_candidate,alphafill,downloaded_with_heme,1,P51663-F1,4ZGX,0.726514,1.28609,0.604462,0.351233,data\structures\alphafill\json\P51663-F1.json,data\structures\alphafill\cif\P51663-F1.cif,,0,,,,,,,,,
ENZ_G000896,P51869,alphafill_candidate,alphafill,downloaded_with_heme,1,P51869-F1,5T6Q,0.447983,2.29938,0.342047,0.197206,data\structures\alphafill\json\P51869-F1.json,data\structures\alphafill\cif\P51869-F1.cif,,0,,,,,,,,,
ENZ_G000897,P53554,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/3EJB,0,,,,,,,,,
ENZ_G000898,P54781,alphafill_candidate,alphafill,downloaded_with_heme,1,P54781-F1,5VCD,0.268398,3.0121,1.28256,0.100288,data\structures\alphafill\json\P54781-F1.json,data\structures\alphafill\cif\P54781-F1.cif,,0,,,,,,,,,
ENZ_G000899,P56654,alphafill_candidate,alphafill,downloaded_with_heme,1,P56654-F1,4GQS,0.713004,2.18845,0.523964,0.163291,data\structures\alphafill\json\P56654-F1.json,data\structures\alphafill\cif\P56654-F1.cif,,0,,,,,,,,,
ENZ_G000900,P56655,alphafill_candidate,alphafill,downloaded_with_heme,1,P56655-F1,4GQS,0.691974,1.74542,0.593994,0.202334,data\structures\alphafill\json\P56655-F1.json,data\structures\alphafill\cif\P56655-F1.cif,,0,,,,,,,,,
ENZ_G000901,P56656,alphafill_candidate,alphafill,downloaded_with_heme,1,P56656-F1,1R9O,0.714286,2.50805,0.519664,0.186098,data\structures\alphafill\json\P56656-F1.json,data\structures\alphafill\cif\P56656-F1.cif,,0,,,,,,,,,
ENZ_G000902,P56657,alphafill_candidate,alphafill,downloaded_with_heme,1,P56657-F1,4NZ2,0.656951,1.84319,0.503642,0.142737,data\structures\alphafill\json\P56657-F1.json,data\structures\alphafill\cif\P56657-F1.cif,,0,,,,,,,,,
ENZ_G000903,P63710,alphafill_candidate,alphafill,downloaded_with_heme,1,P63710-F1,2X5W,0.949192,1.61523,0.66831,0.145269,data\structures\alphafill\json\P63710-F1.json,data\structures\alphafill\cif\P63710-F1.cif,,0,,,,,,,,,
ENZ_G000904,P70687,alphafill_candidate,alphafill,downloaded_with_heme,1,P70687-F1,3RUK,0.652352,2.51734,0.245091,0.102671,data\structures\alphafill\json\P70687-F1.json,data\structures\alphafill\cif\P70687-F1.cif,,0,,,,,,,,,
ENZ_G000905,P78329,alphafill_candidate,alphafill,downloaded_with_heme,1,P78329-F1,5T6Q,0.457983,2.16158,0.332446,0.234537,data\structures\alphafill\json\P78329-F1.json,data\structures\alphafill\cif\P78329-F1.cif,,0,,,,,,,,,
ENZ_G000906,P79739,alphafill_candidate,alphafill,downloaded_with_heme,1,P79739-F1,2VE3,0.332589,2.60866,0.609418,0.171514,data\structures\alphafill\json\P79739-F1.json,data\structures\alphafill\cif\P79739-F1.cif,,0,,,,,,,,,
ENZ_G000907,P93147,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P93147-F1,ENZ_G001146,0.6210,4.31,4.56073,0.644712,data\structures\alphafill\json\P93147-F1.json,data\structures\alphafill\cif\P93147-F1.cif,,0,"tier3, rmsd=4.31, identity=0.621, n_ca=496",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P93147-F1_heme.pdb,6.652,-0.230,2.210,496,tier3,alphafill_cif
ENZ_G000908,P93149,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P93149-F1,ENZ_G001351,0.5603,2.25,4.52328,0.672277,data\structures\alphafill\json\P93149-F1.json,data\structures\alphafill\cif\P93149-F1.cif,,0,"tier2, rmsd=2.25, identity=0.560, n_ca=489",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P93149-F1_heme.pdb,3.105,-3.976,2.451,489,tier2,pcpd_pdb
ENZ_G000909,P93596,alphafill_candidate,alphafill,downloaded_with_heme,1,P93596-F1,6Q2C,0.45898,4.60091,0.509427,0.253328,data\structures\alphafill\json\P93596-F1.json,data\structures\alphafill\cif\P93596-F1.cif,,0,,,,,,,,,
ENZ_G000910,P93703,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP71C3.pdb,0,,,,,,,,,
ENZ_G000911,P93846,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P93846-F1,ENZ_G000909,0.9205,0.44,0.623526,0.23835,data\structures\alphafill\json\P93846-F1.json,data\structures\alphafill\cif\P93846-F1.cif,,0,"tier1, rmsd=0.44, identity=0.921, n_ca=453",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P93846-F1_heme.pdb,0.405,-3.330,3.837,453,tier1,alphafill_cif
ENZ_G000912,P98183,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP71D12.pdb,0,,,,,,,,,
ENZ_G000913,P98187,alphafill_candidate,alphafill,downloaded_with_heme,1,P98187-F1,6C93,0.45283,2.02224,0.308218,0.103921,data\structures\alphafill\json\P98187-F1.json,data\structures\alphafill\cif\P98187-F1.cif,,0,,,,,,,,,
ENZ_G000914,P98188,alphafill_candidate,alphafill,downloaded_with_heme,1,P98188-F1,3CBD,0.27248,4.0919,1.06219,0.447209,data\structures\alphafill\json\P98188-F1.json,data\structures\alphafill\cif\P98188-F1.cif,,0,,,,,,,,,
ENZ_G000915,P9WEG9,alphafill_candidate,alphafold_heme_transplant,no_template,0,P9WEG9-F1,ENZ_G000608,0.142,25.82,,,,,,0,No template with identity >= 0.25,data\structures\alphafold\pdb\AF-P9WEG9-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000915_heme.pdb,20.226,20.025,9.717,,,
ENZ_G000916,P9WEH0,alphafill_candidate,alphafold_heme_transplant,no_template,0,P9WEH0-F1,ENZ_G001557,0.153,19.57,,,,,,0,No template with identity >= 0.25,data\structures\alphafold\pdb\AF-P9WEH0-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000916_heme.pdb,8.439,4.829,2.150,,,
ENZ_G000917,P9WEI5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P9WEI5-F1,ENZ_G000619,0.3939,3.99,,,,,,0,"tier3, rmsd=3.99, identity=0.394, n_ca=495",data\structures\alphafold\pdb\AF-P9WEI5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P9WEI5-F1_heme.pdb,1.433,-5.854,2.299,495,tier3,alphafill_cif
ENZ_G000918,P9WEI7,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P9WEI7-F1,ENZ_G000797,0.4035,4.37,,,,,,0,"tier3, rmsd=4.37, identity=0.404, n_ca=513",data\structures\alphafold\pdb\AF-P9WEI7-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P9WEI7-F1_heme.pdb,2.489,0.183,5.809,513,tier3,alphafill_cif
ENZ_G000919,P9WEQ1,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P9WEQ1-F1,ENZ_G000977,0.3805,3.79,,,,,,0,"tier3, rmsd=3.79, identity=0.380, n_ca=481",data\structures\alphafold\pdb\AF-P9WEQ1-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P9WEQ1-F1_heme.pdb,4.327,-2.633,5.547,481,tier3,alphafill_cif
ENZ_G000920,P9WEQ9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P9WEQ9-F1,ENZ_G001389,0.4118,4.06,,,,,,0,"tier3, rmsd=4.06, identity=0.412, n_ca=493",data\structures\alphafold\pdb\AF-P9WEQ9-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P9WEQ9-F1_heme.pdb,2.227,-0.674,5.990,493,tier3,alphafill_cif
ENZ_G000921,P9WER2,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,P9WER2-F1,ENZ_G000314,0.154,14.28,,,,,,0,All 10 templates gave tier4; best rmsd=5.18,data\structures\alphafold\pdb\AF-P9WER2-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000921_heme.pdb,1.839,-3.530,4.785,,,
ENZ_G000922,P9WES3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,P9WES3-F1,ENZ_G000546,0.4084,3.08,,,,,,0,"tier3, rmsd=3.08, identity=0.408, n_ca=502",data\structures\alphafold\pdb\AF-P9WES3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P9WES3-F1_heme.pdb,1.042,-5.348,-0.192,502,tier3,alphafill_cif
ENZ_G000923,P9WEV3,alphafill_candidate,alphafill,downloaded_with_heme,1,P9WEV3-F1,6MCW,0.281125,3.80465,1.96833,0.355794,data\structures\alphafill\json\P9WEV3-F1.json,data\structures\alphafill\cif\P9WEV3-F1.cif,,0,,,,,,,,,
ENZ_G000924,P9WPL5,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/8S53,0,,,,,,,,,
ENZ_G000925,P9WPN5,alphafill_candidate,alphafill,downloaded_with_heme,1,P9WPN5-F1,2UUQ,0.859259,0.290555,0.201414,0.113168,data\structures\alphafill\json\P9WPN5-F1.json,data\structures\alphafill\cif\P9WPN5-F1.cif,,0,,,,,,,,,
ENZ_G000926,P9WPN7,alphafill_candidate,alphafill,downloaded_with_heme,1,P9WPN7-F1,8JNP,0.308901,4.91792,1.18617,0.388995,data\structures\alphafill\json\P9WPN7-F1.json,data\structures\alphafill\cif\P9WPN7-F1.cif,,0,,,,,,,,,
ENZ_G000927,P9WPP0,alphafill_candidate,alphafill,downloaded_with_heme,1,P9WPP0-F1,2X5W,0.949192,1.61999,0.670248,0.143315,data\structures\alphafill\json\P9WPP0-F1.json,data\structures\alphafill\cif\P9WPP0-F1.cif,,0,,,,,,,,,
ENZ_G000928,P9WPP1,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/2X5W,0,,,,,,,,,
ENZ_G000929,P9WPP3,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/7ZB9,0,,,,,,,,,
ENZ_G000930,P9WPP7,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/1N40,0,,,,,,,,,
ENZ_G000931,P9WPP9,alphafill_candidate,alphafill,downloaded_with_heme,1,P9WPP9-F1,1H5Z,1,1.44264,0.410127,0.0905635,data\structures\alphafill\json\P9WPP9-F1.json,data\structures\alphafill\cif\P9WPP9-F1.cif,,0,,,,,,,,,
ENZ_G000932,Q00141,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,Q00141-F1,ENZ_G000727,0.185,32.49,,,data\structures\alphafill\json\Q00141-F1.json,,,0,All 4 templates gave tier4; best rmsd=29.53,data\structures\alphafold\pdb\AF-Q00141-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000932_heme.pdb,-9.887,-3.049,-0.866,,,
ENZ_G000933,Q00441,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/1EUP,0,,,,,,,,,
ENZ_G000934,Q00707,alphafill_candidate,alphafill,downloaded_with_heme,1,Q00707-F1,6UNJ,0.393617,3.04461,0.498054,0.84172,data\structures\alphafill\json\Q00707-F1.json,data\structures\alphafill\cif\Q00707-F1.cif,,0,,,,,,,,,
ENZ_G000935,Q00G65,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,Q00G65-F1,ENZ_G000795,0.151,19.52,,,,,,0,All 8 templates gave tier4; best rmsd=6.32,data\structures\alphafold\pdb\AF-Q00G65-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000935_heme.pdb,5.276,-0.960,3.486,,,
ENZ_G000936,Q02318,alphafill_candidate,alphafill,downloaded_with_heme,1,Q02318-F1,3K9V,0.32,3.56734,0.825803,0.240539,data\structures\alphafill\json\Q02318-F1.json,data\structures\alphafill\cif\Q02318-F1.cif,,0,,,,,,,,,
ENZ_G000937,Q02928,alphafill_candidate,alphafill,downloaded_with_heme,1,Q02928-F1,5T6Q,0.549894,1.77796,0.456172,0.178641,data\structures\alphafill\json\Q02928-F1.json,data\structures\alphafill\cif\Q02928-F1.cif,,0,,,,,,,,,
ENZ_G000938,Q04468,alphafill_candidate,alphafill,downloaded_with_heme,1,Q04468-F1,6VBY,0.707006,1.03124,0.237428,0.124109,data\structures\alphafill\json\Q04468-F1.json,data\structures\alphafill\cif\Q04468-F1.cif,,0,,,,,,,,,
ENZ_G000939,Q04552,alphafill_candidate,alphafill,downloaded_with_heme,1,Q04552-F1,5VCD,0.322718,3.2427,0.737255,0.226845,data\structures\alphafill\json\Q04552-F1.json,data\structures\alphafill\cif\Q04552-F1.cif,,0,,,,,,,,,
ENZ_G000940,Q05001,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,Q05001-F1,ENZ_G000727,0.170,32.44,,,data\structures\alphafill\json\Q05001-F1.json,,,0,All 4 templates gave tier4; best rmsd=26.76,data\structures\alphafold\pdb\AF-Q05001-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000940_heme.pdb,-12.774,9.834,-2.123,,,
ENZ_G000941,Q05047,alphafill_candidate,alphafill,downloaded_with_heme,1,Q05047-F1,6C93,0.285068,3.29558,0.754603,0.284731,data\structures\alphafill\json\Q05047-F1.json,data\structures\alphafill\cif\Q05047-F1.cif,,0,,,,,,,,,
ENZ_G000942,Q05JG2,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP707A5.pdb,0,,,,,,,,,
ENZ_G000943,Q06069,alphafill_candidate,alphafill,downloaded_with_heme,1,Q06069-F1,4YT3,1,1.67596,0.568001,0.192108,data\structures\alphafill\json\Q06069-F1.json,data\structures\alphafill\cif\Q06069-F1.cif,,0,,,,,,,,,
ENZ_G000944,Q06539,alphafill_candidate,alphafold_heme_transplant,no_template,0,Q06539-F1,ENZ_G000943,0.115,24.76,,,data\structures\alphafill\json\Q06539-F1.json,,,0,No template with identity >= 0.25,data\structures\alphafold\pdb\AF-Q06539-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000944_heme.pdb,4.626,0.296,0.849,,,
ENZ_G000945,Q06IS2,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q06IS2-F1,ENZ_G000417,0.3463,4.74,,,,,,0,"tier3, rmsd=4.74, identity=0.346, n_ca=387",data\structures\alphafold\pdb\AF-Q06IS2-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q06IS2-F1_heme.pdb,-3.092,2.680,-0.037,387,tier3,experimental_pdb
ENZ_G000946,Q078T0,alphafill_candidate,alphafill,downloaded_with_heme,1,Q078T0-F1,6UDM,0.315315,2.21713,0.1806,0.530909,data\structures\alphafill\json\Q078T0-F1.json,data\structures\alphafill\cif\Q078T0-F1.cif,,0,,,,,,,,,
ENZ_G000947,Q07973,alphafill_candidate,alphafill,downloaded_with_heme,1,Q07973-F1,3K9V,0.847917,1.15857,0.424371,0.206091,data\structures\alphafill\json\Q07973-F1.json,data\structures\alphafill\cif\Q07973-F1.cif,,0,,,,,,,,,
ENZ_G000948,Q08477,alphafill_candidate,alphafill,downloaded_with_heme,1,Q08477-F1,5T6Q,0.451271,2.47613,0.322997,0.276905,data\structures\alphafill\json\Q08477-F1.json,data\structures\alphafill\cif\Q08477-F1.cif,,0,,,,,,,,,
ENZ_G000949,Q09128,alphafill_candidate,alphafill,downloaded_with_heme,1,Q09128-F1,3K9V,0.997921,0.532054,0.188826,0.128516,data\structures\alphafill\json\Q09128-F1.json,data\structures\alphafill\cif\Q09128-F1.cif,,0,,,,,,,,,
ENZ_G000950,Q09736,alphafill_candidate,alphafill,downloaded_with_heme,1,Q09736-F1,4UYL,0.522293,1.65591,0.366652,0.22443,data\structures\alphafill\json\Q09736-F1.json,data\structures\alphafill\cif\Q09736-F1.cif,,0,,,,,,,,,
ENZ_G000951,Q09J79,alphafill_candidate,alphafill,downloaded_with_heme,1,Q09J79-F1,6A17,0.334081,3.53383,0.81353,0.200877,data\structures\alphafill\json\Q09J79-F1.json,data\structures\alphafill\cif\Q09J79-F1.cif,,0,,,,,,,,,
ENZ_G000952,Q0C8M4,alphafill_candidate,alphafill,downloaded_with_heme,1,Q0C8M4-F1,7X2Q,0.287879,4.75314,5.12786,0.586128,data\structures\alphafill\json\Q0C8M4-F1.json,data\structures\alphafill\cif\Q0C8M4-F1.cif,,0,,,,,,,,,
ENZ_G000953,Q0CJ57,alphafill_candidate,alphafill,downloaded_with_heme,1,Q0CJ57-F1,7X2Q,0.254717,3.77509,2.57031,0.153962,data\structures\alphafill\json\Q0CJ57-F1.json,data\structures\alphafill\cif\Q0CJ57-F1.cif,,0,,,,,,,,,
ENZ_G000954,Q0CRW7,alphafill_candidate,alphafill,downloaded_with_heme,1,Q0CRW7-F1,6MCW,0.289593,4.00078,1.99425,0.373858,data\structures\alphafill\json\Q0CRW7-F1.json,data\structures\alphafill\cif\Q0CRW7-F1.cif,,0,,,,,,,,,
ENZ_G000955,Q0D1W9,alphafill_candidate,alphafill,downloaded_with_heme,1,Q0D1W9-F1,7P6L,0.497817,1.11422,0.392718,0.15755,data\structures\alphafill\json\Q0D1W9-F1.json,data\structures\alphafill\cif\Q0D1W9-F1.cif,,0,,,,,,,,,
ENZ_G000956,Q0DBF4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q0DBF4-F1,ENZ_G001100,0.7262,4.66,1.33873,0.844855,data\structures\alphafill\json\Q0DBF4-F1.json,data\structures\alphafill\cif\Q0DBF4-F1.cif,,0,"tier3, rmsd=4.66, identity=0.726, n_ca=504",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q0DBF4-F1_heme.pdb,1.599,1.470,3.861,504,tier3,alphafill_cif
