reaction_id,enzyme_id,compound_id,substrate_smiles,product_smiles,reaction_smiles,pmids
ESI_6370,177,222,[NH4+],[N-]=[N+]=O,N=O.[NH4+]>>[N-]=[N+]=O,
ESI_6369,177,223,CCC1(c2ccccc2)C(O)=NC(=O)N1C,[N-]=[N+]=O,N=O.CCC1(c2ccccc2)C(O)=NC(=O)N1C>>[N-]=[N+]=O,
ESI_36066,178,21,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO.CCCCC/C=C\C/C=C\C/C=C\C(/C=C\CCCC(=O)O)OO.CCCCC/C=C\C/C=C\CC(/C=C/C=C\CCCC(=O)O)OO,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.O=O>>CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO.CCCCC/C=C\C/C=C\C/C=C\C(/C=C\CCCC(=O)O)OO.CCCCC/C=C\C/C=C\CC(/C=C/C=C\CCCC(=O)O)OO,
ESI_36065,178,224,CCCCC/C=C\C/C=C\C=C\CCCCCCCC(=O)O,CCCCC/C=C\C=C\C=C\[C@H](CCCCCCCC(=O)O)OO.O,CCCCC/C=C\C/C=C\C=C\CCCCCCCC(=O)O>>CCCCC/C=C\C=C\C=C\[C@H](CCCCCCCC(=O)O)OO.O,
ESI_37549,178,225,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C/C=C\CCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O>>CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C/C=C\CCCC(=O)O,
ESI_37555,178,68,CCCCC[C@H](O)C=C[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H]2C[C@H]1OO2,CCCCC[C@H](O)C=CC=CCCCCCCC(=O)O.CCCCC[C@H](O)/C=C/[C@H]1O[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(=O)O,CCCCC[C@H](O)C=C[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H]2C[C@H]1OO2>>CCCCC[C@H](O)C=CC=CCCCCCCC(=O)O.CCCCC[C@H](O)/C=C/[C@H]1O[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(=O)O,
ESI_36068,178,226,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC(O)COP(=O)(O)O,CCCCCC(/C=C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)(O)O)OO.CCCCC/C=C\C(/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)(O)O)OO.CCCCC/C=C\C=C\C(C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)(O)O)OO.CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)OC[C@@H](O)COP(=O)(O)O)OO.O,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC(O)COP(=O)(O)O>>CCCCCC(/C=C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)(O)O)OO.CCCCC/C=C\C(/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)(O)O)OO.CCCCC/C=C\C=C\C(C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)(O)O)OO.CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)OC[C@@H](O)COP(=O)(O)O)OO.O,
ESI_36064,178,227,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO,CCCCC/C=C\C/C=C\C/C=C\[C@@H](O)[C@H]1O[C@H]1CCCC(=O)O.O,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO>>CCCCC/C=C\C/C=C\C/C=C\[C@@H](O)[C@H]1O[C@H]1CCCC(=O)O.O,
ESI_37548,178,228,CCCCC[C@H](O)/C=C/[C@@H]1[C@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,CCCCCC(/C=C/C=C\C/C=C/CCCC(=O)O)OO,CCCCC[C@H](O)/C=C/[C@@H]1[C@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2>>CCCCCC(/C=C/C=C\C/C=C/CCCC(=O)O)OO,
ESI_36058,178,229,CCCCC/C=C\C[C@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO,CCCCC/C=C\C[C@H]1O[C@@H]1/C=C/[C@H](O)C/C=C\CCCC(=O)O.O,CCCCC/C=C\C[C@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCC/C=C\C[C@H]1O[C@@H]1/C=C/[C@H](O)C/C=C\CCCC(=O)O.O,
ESI_37539,178,230,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,CCCCCC1OC1C(O)/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCC(=O)CCCCC/C=C/C=C/C=C/C=C/C(=O)O.CCCCCC1OC1C(O)/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCC(=O)CCCCC/C=C/C=C/C=C/C=C/C(=O)O,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCCC1OC1C(O)/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCC(=O)CCCCC/C=C/C=C/C=C/C=C/C(=O)O.CCCCCC1OC1C(O)/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCC(=O)CCCCC/C=C/C=C/C=C/C=C/C(=O)O,
ESI_37546,178,231,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C/C=C\CCCC(=O)O,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2>>CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C/C=C\CCCC(=O)O,
ESI_36059,178,232,CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO,CCCCC/C=C\C[C@@H]1O[C@H]1[C@@H](O)/C=C\C/C=C\CCCC(=O)O.CCCCC/C=C\C[C@@H]1O[C@H]1/C=C/[C@H](O)C/C=C\CCCC(=O)O.CCCCC/C=C\CC(=O)/C=C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCC/C=C\C[C@@H]1O[C@H]1[C@@H](O)/C=C\C/C=C\CCCC(=O)O.CCCCC/C=C\C[C@@H]1O[C@H]1/C=C/[C@H](O)C/C=C\CCCC(=O)O.CCCCC/C=C\CC(=O)/C=C/C=C\C/C=C\CCCC(=O)O,
ESI_9088,179,79,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C.-.O=O>>C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,
ESI_9084,179,179,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C.-.O=O>>C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,
ESI_9088,180,79,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C.-.O=O>>C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,
ESI_9156,181,233,C=C(C)[C@@H]1CC=C(C)CC1,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,C=C(C)[C@@H]1CC=C(C)CC1.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,
ESI_9231,182,31,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.-.O,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12.-.O=O>>O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.-.O,
ESI_9035,183,59,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.-.O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.-.O=O>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.-.O,
ESI_9978,184,234,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)N(C)CC2,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)c(Oc3ccc(C[C@H]4c5cc(O)c(OC)cc5CCN4C)cc3)c1)N(C)CC2.COc1cc2c(cc1O)[C@@H](Cc1ccc(Oc3cc(C[C@@H]4c5cc(O)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2.-.O,COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)N(C)CC2.COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)N(C)CC2.-.O=O>>COc1cc2c(cc1O)[C@@H](Cc1ccc(O)c(Oc3ccc(C[C@H]4c5cc(O)c(OC)cc5CCN4C)cc3)c1)N(C)CC2.COc1cc2c(cc1O)[C@@H](Cc1ccc(Oc3cc(C[C@@H]4c5cc(O)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2.-.O,
ESI_35932,185,235,CC/C=C/C/C(=C/C/C=C/CCCCCCCC(=O)O)OO,CC/C=C\C[C@@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O.CC/C=C\C/C=C\CC(=O)C(O)CCCCCCCC(=O)O.O,CC/C=C/C/C(=C/C/C=C/CCCCCCCC(=O)O)OO>>CC/C=C\C[C@@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O.CC/C=C\C/C=C\CC(=O)C(O)CCCCCCCC(=O)O.O,
ESI_35933,185,236,CC/C=C\C/C=C\C/C=C(\CCCCCCCC(=O)O)OO,CC/C=C/CC(O)/C=C/C(=O)CCCCCCCCC(=O)O.O,CC/C=C\C/C=C\C/C=C(\CCCCCCCC(=O)O)OO>>CC/C=C/CC(O)/C=C/C(=O)CCCCCCCCC(=O)O.O,
ESI_9128,186,2,O/N=C/Cc1ccc(O)cc1,[O-][N+](O)=CCc1ccc(O)cc1.O.-,O/N=C/Cc1ccc(O)cc1.O=O.->>[O-][N+](O)=CCc1ccc(O)cc1.O.-,
ESI_9129,186,159,[O-][N+](O)=CCc1ccc(O)cc1,OCCS/C(Cc1ccc(O)cc1)=N\O.O,[O-][N+](O)=CCc1ccc(O)cc1.OCCS>>OCCS/C(Cc1ccc(O)cc1)=N\O.O,
ESI_9130,186,158,N[C@@H](CCC(O)=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O,[O-][N+](O)=CCc1c[nH]c2ccccc12.O.-,O/N=C/Cc1c[nH]c2ccccc12.O=O.N[C@@H](CCC(O)=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O.->>[O-][N+](O)=CCc1c[nH]c2ccccc12.O.-,
ESI_9503,187,237,CCCCCCCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCCCCCCO.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCCCCCCCCCCCCCCCCC(=O)O.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=O>>O=C(O)CCCCCCCCCCCCCCCCCO.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,
ESI_37552,188,231,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,CCCCC[C@H](O)/C=C/[C@H]1O[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O.CCCCC[C@H](O)/C=C/C=C/C/C=C/CCCC(=O)O,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2>>CCCCC[C@H](O)/C=C/[C@H]1O[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O.CCCCC[C@H](O)/C=C/C=C/C/C=C/CCCC(=O)O,
ESI_9035,189,59,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.-.O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.-.O=O>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.-.O,
ESI_37649,190,238,CCCCC/C=C\C/C=C\C=C\[C@@H](C/C=C\CCCC(=O)O)OO,CCCCC/C=C\C/C=C\C=C\C(=O)C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\C=C\[C@@H](C/C=C\CCCC(=O)O)OO>>CCCCC/C=C\C/C=C\C=C\C(=O)C/C=C\CCCC(=O)O,
ESI_37652,190,232,CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO,CCCCC/C=C\C[C@@H]1O[C@H]1[C@@H](O)/C=C\C/C=C\CCCC(=O)O.CCCCC/C=C\C[C@@H]1O[C@H]1/C=C/[C@H](O)C/C=C\CCCC(=O)O,CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCC/C=C\C[C@@H]1O[C@H]1[C@@H](O)/C=C\C/C=C\CCCC(=O)O.CCCCC/C=C\C[C@@H]1O[C@H]1/C=C/[C@H](O)C/C=C\CCCC(=O)O,
ESI_9193,190,239,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(O)=N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C,-.O,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(O)=N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C.-.O=O>>-.O,
ESI_9194,190,240,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,-.O,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C.-.O=O>>-.O,
ESI_9201,190,188,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(CO)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1.-.O,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1.-.O=O>>CC(C)(CO)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1.-.O,
ESI_9196,190,241,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,-.O,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21.-.O=O>>-.O,
ESI_37650,190,229,CCCCC/C=C\C[C@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO,CCCCC/C=C\C[C@H]1O[C@@H]1/C=C/[C@H](O)C/C=C\CCCC(=O)O,CCCCC/C=C\C[C@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCC/C=C\C[C@H]1O[C@@H]1/C=C/[C@H](O)C/C=C\CCCC(=O)O,
ESI_37656,190,230,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,CCCCC[C@@H]1O[C@H]1[C@H](O)/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCC[C@@H]1O[C@H]1[C@H](O)/C=C\C/C=C\C/C=C\CCCC(=O)O,
ESI_37651,190,242,CCCCC/C=C\C/C=C\C=C\[C@H](C/C=C\CCCC(=O)O)OO,CCCCC/C=C\C/C=C\[C@@H](O)[C@@H]1O[C@H]1C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\C=C\[C@H](C/C=C\CCCC(=O)O)OO>>CCCCC/C=C\C/C=C\[C@@H](O)[C@@H]1O[C@H]1C/C=C\CCCC(=O)O,
ESI_9202,190,243,COC(O)=Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,COC(O)=Nc1nc2ccc(Sc3ccc(O)cc3)cc2[nH]1.-.O,COC(O)=Nc1nc2ccc(Sc3ccccc3)cc2[nH]1.-.O=O>>COC(O)=Nc1nc2ccc(Sc3ccc(O)cc3)cc2[nH]1.-.O,
ESI_9199,190,86,COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,COc1ccc(CCN2CCC(N=c3[nH]c4ccc(O)cc4n3Cc3ccc(F)cc3)CC2)cc1.-.O,COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1.-.O=O>>COc1ccc(CCN2CCC(N=c3[nH]c4ccc(O)cc4n3Cc3ccc(F)cc3)CC2)cc1.-.O,
ESI_9198,190,244,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,O=C(O)Nc1nc2ccc(SCCCO)cc2[nH]1.-.O,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1.-.O=O>>O=C(O)Nc1nc2ccc(SCCCO)cc2[nH]1.-.O,
ESI_37648,190,227,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO,CCCCC/C=C\C/C=C\C/C=C\[C@@H](O)[C@H]1O[C@H]1CCCC(=O)O,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO>>CCCCC/C=C\C/C=C\C/C=C\[C@@H](O)[C@H]1O[C@H]1CCCC(=O)O,
ESI_9192,190,245,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,-.O,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.-.O=O>>-.O,
ESI_9511,191,208,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12.-.O,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12.-.O=O>>C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12.-.O,
ESI_9507,191,25,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO.-.O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO.-.O=O>>C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO.-.O,
ESI_9517,191,205,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12.-.O,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO.-.O=O>>C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12.-.O,
ESI_9209,192,246,CCCCC/C=C\C[C@@H](O)/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O,O=C(O)CCC[C@H](O)/C=C/C=C\C=C\[C@H](O)C/C=C\CCCCCO.-.O,CCCCC/C=C\C[C@@H](O)/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O.-.O=O>>O=C(O)CCC[C@H](O)/C=C/C=C\C=C\[C@H](O)C/C=C\CCCCCO.-.O,
ESI_9088,193,79,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C.-.O=O>>C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,
ESI_9206,194,247,CCCCCCCCCCCCCC(O)CC(=O)O,O=C(O)CC(O)CCCCCCCCCCCCCO.-.O,CCCCCCCCCCCCCC(O)CC(=O)O.-.O=O>>O=C(O)CC(O)CCCCCCCCCCCCCO.-.O,
ESI_9210,194,248,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,CC1=C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CO)C(=O)c2ccccc2C1=O.-.O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O.-.O=O>>CC1=C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CO)C(=O)c2ccccc2C1=O.-.O,
ESI_9208,194,21,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCO.-.O,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.-.O=O>>O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCO.-.O,
ESI_9209,194,246,CCCCC/C=C\C[C@@H](O)/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O,O=C(O)CCC[C@H](O)/C=C/C=C\C=C\[C@H](O)C/C=C\CCCCCO.-.O,CCCCC/C=C\C[C@@H](O)/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O.-.O=O>>O=C(O)CCC[C@H](O)/C=C/C=C\C=C\[C@H](O)C/C=C\CCCCCO.-.O,
ESI_9207,194,249,CCCCCCCCCCCCCCCC(O)CC(=O)O,O=C(O)CC(O)CCCCCCCCCCCCCCCO.-.O,CCCCCCCCCCCCCCCC(O)CC(=O)O.-.O=O>>O=C(O)CC(O)CCCCCCCCCCCCCCCO.-.O,
ESI_9273,195,250,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12.-.O,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12.-.O=O>>O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12.-.O,
ESI_9271,195,251,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,O=c1c(-c2ccc(O)cc2O)coc2cc(O)ccc12.-.O,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12.-.O=O>>O=c1c(-c2ccc(O)cc2O)coc2cc(O)ccc12.-.O,
ESI_9274,195,252,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1.-.O,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1.-.O=O>>COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1.-.O,
