global_compound_id,canonical_name,canonical_smiles,overall_confidence,multilabel_vector,multilabel_reason,evidence_counts,label_confidence,Steroid,Terpenoid,Alkaloid,Amino_acid,Fatty_acid,Phenylpropanoid,Polyketide,Other
CMP_G001197,"(9Z,12Z)-Octadecadienoate",CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000386,,O=C(O)/C=C/c1cccc(Cl)c1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G002094,daidzein,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: isoflavonoids,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000951,Resveratrol,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001605,blennolide A,COC(=O)[C@@]12Oc3cccc(O)c3C(O)=C1C(=O)C[C@H](C)[C@@H]2O,high,"[0, 0, 0, 0, 0, 1, 1]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold; Polyketide=NPC polyketide: polyketides,"{""Phenylpropanoid"": 1, ""Polyketide"": 1}","{""Phenylpropanoid"": ""high"", ""Polyketide"": ""high""}",0,0,0,0,0,1,1,0
CMP_G002009,Demethylepipodophyllotoxin,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=saturated phenylpropanoid (hydrocinnamate),"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000619,polyporic acid,O=C1C(O)=C(c2ccccc2)C(=O)C(O)=C1c1ccccc1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000553,,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001205,,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000566,(+)-pinoresinol,COc1cc(C2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: lignans,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001684,Flavone,O=c1cc(-c2ccccc2)oc2ccccc12,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001664,(+)-piperitol,COc1cc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)ccc1O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: lignans,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000010,A Flavanone,*c1c(*)c(*)c(C2Oc3c(*)c(*)c(*)c(*)c3C(=O)C2*)c(*)c1*,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: flavonoids,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000973,(-)-matairesinol,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=saturated phenylpropanoid (hydrocinnamate),"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001572,genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: isoflavonoids,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000104,,O=C(O)/C=C/c1ccccc1[N+](=O)[O-],high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000395,7-demethylsuberosin,CC(C)=CCc1cc2ccc(=O)oc2cc1O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001167,"3-Hydroxy-5,6,7,8,4��-pentamethoxyflavone",COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(OC)c3c(=O)c2O)cc1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000968,"apigenin 4��,7-dimethyl ether",COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000797,,Cc1cccc(/C=C/C(=O)O)c1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000213,"(2S)-naringenin 4��,7-dimethyl ether",COc1ccc(C2CC(=O)c3c(O)cc(OC)cc3O2)cc1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001786,2-Phenylacetate,O=C([O-])Cc1ccccc1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: phenylpropanoids,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000308,(2S)-sakuranetin,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000309,(2S)-sakuranetin,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001565,(Z)-(4-hydroxyphenyl)acetaldehyde oxime,O/N=C\Cc1ccc(O)cc1,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: phenylpropanoids,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000259,,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001667,Galangin,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G000442,(2S)-Naringenin,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=phenylpropanoid/flavonoid/coumarin scaffold,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001681,Phloretin,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: flavonoids,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001521,7-methylmellein,Cc1ccc2c(c1O)C(=O)OC(C)C2,high,"[0, 0, 0, 0, 0, 1, 0]",Phenylpropanoid=NPC phenylpropanoid: coumarins,"{""Phenylpropanoid"": 1}","{""Phenylpropanoid"": ""high""}",0,0,0,0,0,1,0,0
CMP_G001411,Phytanic Acid,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O,high,"[0, 1, 0, 0, 1, 0, 0]",Terpenoid=NPC terpenoid: terpenoids; Fatty_acid=fatty free acid chain=15,"{""Terpenoid"": 1, ""Fatty_acid"": 1}","{""Terpenoid"": ""high"", ""Fatty_acid"": ""high""}",0,1,0,0,1,0,0,0
CMP_G000497,geraniol,CC(C)=CCC/C(C)=C/CO,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000754,"(4aS,9S,10aS)-1,1,4a-trimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthren-9-ol",CC(C)c1ccc2c(c1)[C@@H](O)C[C@H]1C(C)(C)CCC[C@]21C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001360,"Abieta-8,11,13-Triene",CC(C)c1ccc2c(c1)CC[C@H]1C(C)(C)CCC[C@]21C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001566,1-deoxycapsidiol,C=C(C)[C@@H]1CC=C2CC[C@@H](O)[C@@H](C)[C@@]2(C)C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001075,"(1R,4R,5R,9R,10R,12S)-5-methyl-13-methylidenetetracyclo[10.2.2.01,10.04,9]hexadecane-5,9-dicarbaldehyde",C=C1C[C@]23CC[C@H]1C[C@H]2[C@]1(C=O)CCC[C@@](C)(C=O)[C@H]1CC3,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000624,germacrene A acid,C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001394,oryzalexin E,C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@]2(O)CC1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001943,,CC(=C/C(=O)O)/C=C/[C@@]1(O)C=CC(=O)CC1(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid: apocarotenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001910,,C[C@@H]1CCCC(C)(C)[C@]1(O)/C=C/C=C\C(=O)O,high,"[0, 1, 0, 0, 1, 0, 0]",Terpenoid=NPC terpenoid: apocarotenoids; Fatty_acid=fatty free acid chain=4,"{""Terpenoid"": 1, ""Fatty_acid"": 1}","{""Terpenoid"": ""high"", ""Fatty_acid"": ""high""}",0,1,0,0,1,0,0,0
CMP_G001820,(+)-Nootkatone,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000595,costunolide,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]12,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001881,(4R)-Limonene,C=C(C)[C@H]1CC=C(C)CC1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000871,Parthenolide,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(\C)CC[C@@H]12,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001045,All-Trans-Retinal,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001765,"2-(1,1-Dimethylethyl)-4-hydroperoxy-4-methyl-2,5-cyclohexadien-1-one",CC1(OO)C=CC(=O)C(C(C)(C)C)=C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001720,(+)-bicyclogermacrene,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000997,Oleanolic acid,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: triterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001118,(R)-Pulegone,CC(C)=C1CC[C@@H](C)CC1=O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001329,Gypsogenin,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]2C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: triterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001168,,CC1=CC(=O)C[C@@](C)(CF)[C@@]1(O)/C=C/C(C)=C\C(=O)O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid: apocarotenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000365,Caulophyllogenin,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: triterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000731,Cyclooctat-9-en-7-ol,CC(C)[C@H]1CC[C@]2(C)C[C@@H]3[C@H](C)CC[C@H]3[C@@](C)(O)C/C=C/12,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000685,"(6E,10E)-Geranyllinalool",C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000203,Chrodrimanin C,C[C@@H]1Cc2c3c(cc(O)c2C(=O)O1)O[C@@]1(C)CC[C@H]2C(C)(C)C(=O)CC[C@]2(C)[C@@H]1C3,high,"[0, 1, 0, 0, 0, 0, 1]",Terpenoid=NPC terpenoid superclass: meroterpenoids; Polyketide=NPC polyketide: polyketides,"{""Terpenoid"": 1, ""Polyketide"": 1}","{""Terpenoid"": ""high"", ""Polyketide"": ""high""}",0,1,0,0,0,0,1,0
CMP_G000920,preasperterpenoid A,CC1=C2C[C@@]3(C)CC[C@]4(C)CC[C@H](C(C)C)[C@H]4[C@@H]3[C@H]3C[C@@]3(C)[C@@H]2CC1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000064,"Taxa-4(20),11-Dien-5Alpha-Yl Acetate",C=C1[C@@H](OC(C)=O)CC[C@@]2(C)CCC3=C(C)CC[C@@H](C[C@H]12)C3(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001513,Taxusin,C=C1[C@@H](OC(C)=O)CC[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001426,GA4,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000689,zealexin-A1,CC1(C)CCC=C([C@@H]2CC=C(C(=O)O)CC2)C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000647,"(13R)-8,13-epoxylabd-14-ene",C=C[C@@]1(C)CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@@]2(C)O1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000023,"rel-[(1R,2S)-2-(1-Methylethyl)cyclopropyl]benzene",CC(C)C1CC1c1ccccc1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000226,7beta-hydroxytaxusin,C=C1[C@@H](OC(C)=O)C[C@H](O)[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001853,iridoid,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C(CO)C(=O)O1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001670,"9Beta-Pimara-7,15-Diene",C=C[C@]1(C)CC[C@@H]2C(=CC[C@H]3C(C)(C)CCC[C@]23C)C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000195,(+)-manool,C=C[C@](C)(O)CC[C@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@]12C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000217,"(2E,6E,10E)-Geranylgeraniol",C/C(=C\CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO)CO,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000099,"(1R,2R,3S,8R,10R,11R,15S,16S)-3-(acetyloxy)-15-[(4R)-4-[(2S)-3,3-dimethyloxiran-2-yl]-1,4-dihydroxybutan-2-yl]-2,7,7,11,16-pentamethyl-5-oxo-6-oxatetracyclo[9.7.0.0(2,8).0(12,16)]octadec-12-en-10-yl acetate",CC(=O)OC1CC2C(C)(C)OC(=O)CC(OC(C)=O)C2(C)C2CCC3(C)C(=CCC3C(CO)CC(O)C3OC3(C)C)C12C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: triterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000904,Methyl 3-(azidosulfonyl)-4-(1-methylethyl)benzoate,COC(=O)c1ccc(C(C)C)c(S(=O)(=O)N=[N+]=[N-])c1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid: terpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001307,"Taxa-4(20),11-Dien-5Alpha-Ol",C=C1[C@H]2C[C@@H]3CCC(C)=C(CC[C@]2(C)CC[C@@H]1O)C3(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000707,Gibberellin,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000793,,CC(=O)/C=C/C=C(\C)CCC=C(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid: apocarotenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001764,(-)-Vetispiradiene,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CCC[C@H]2C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001222,(+)-epi-beta-santalene,C=C1C2CCC(C2)C1(C)CCC=C(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000633,medicagenic acid,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: triterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000388,solavetivone,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CC(=O)C[C@H]2C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001890,(+)-(R)-germacrene A,C=C(C)C1CC=C(C)CCC=C(C)CC1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001485,Asperaculane G,CC1=CC[C@@H]2/C(=C(\C)C(=O)[O-])C[C@@H](O)[C@@]2(C)[C@@H](O)C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001499,Retinoate,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
