split,sample_id,dock_index,status,entry_id,n_pairs,rmsd,n_heme_atoms,n_fe_atoms,old_n_protein,new_n_protein,error
val,10621,158846,ok,8FDA,467,3.2137,73,1,499,572,
val,10636,327465,ok,7X2Q,466,0.7024,43,1,479,522,
val,10654,374049,ok,8EOH,454,1.1831,49,1,124,173,
val,11091,458311,ok,3LD6,445,0.5553,43,1,473,516,
val,11107,339673,ok,8FDA,467,3.2137,73,1,314,387,
val,11317,298840,ok,3K9Y,462,0.7332,43,1,259,302,
val,11703,263818,ok,3DL9,464,0.3268,86,2,288,374,
val,11955,260619,ok,9NNO,435,0.8306,43,1,279,322,
val,12852,397346,ok,7CB9,466,1.6071,43,1,326,369,
val,12858,394469,ok,3BE0,397,0.4806,43,1,488,531,
val,13094,433802,ok,3L4D,445,0.9021,43,1,412,455,
val,14426,388608,ok,3K9Y,462,0.7332,43,1,253,296,
val,15711,166835,ok,3QZ1,445,1.8400,43,1,373,416,
val,15918,135199,ok,8FDA,467,3.2137,73,1,242,315,
val,15952,254546,ok,5IKI,399,1.1922,43,1,538,581,
val,16468,288569,ok,5IKI,399,1.1922,43,1,353,396,
val,16823,373851,ok,3K9Y,462,0.7332,43,1,564,607,
val,17198,304445,ok,3LD6,445,0.5553,43,1,151,194,
val,17609,406720,ok,5IKI,399,1.1922,43,1,477,520,
val,17648,246681,ok,5IKI,399,1.1922,43,1,366,409,
val,18208,513069,ok,3LD6,445,0.5553,43,1,488,531,
val,18998,210243,ok,3QZ1,445,1.8400,43,1,257,300,
val,19118,199649,ok,9YK4,466,1.3659,43,1,243,286,
val,19129,351846,ok,9YK4,466,1.3659,43,1,383,426,
val,19196,198534,ok,8EOH,454,1.1831,49,1,222,271,
val,19303,214443,ok,7X2Q,466,0.7024,43,1,261,304,
val,19744,224768,ok,6L8H,466,0.3122,43,1,142,185,
val,19938,148021,ok,8X1W,439,0.8490,43,1,323,366,
val,20854,281795,ok,3QZ1,445,1.8400,43,1,266,309,
val,20924,101164,ok,7X2Q,466,0.7024,43,1,378,421,
val,21192,430387,ok,9NNO,435,0.8306,43,1,225,268,
val,23101,205013,ok,3DL9,464,0.3268,86,2,307,393,
val,23705,411658,ok,7X2Q,466,0.7024,43,1,210,253,
val,23788,137718,ok,9NNO,435,0.8306,43,1,147,190,
val,24835,243876,ok,9NNO,435,0.8306,43,1,352,395,
val,24866,425600,ok,8EOH,454,1.1831,49,1,216,265,
val,24951,280851,ok,8X1W,439,0.8490,43,1,498,541,
val,25137,137840,ok,3QZ1,445,1.8400,43,1,193,236,
val,25721,238078,ok,3K9Y,462,0.7332,43,1,275,318,
val,26176,402475,ok,3DL9,464,0.3268,86,2,487,573,
val,27087,243264,ok,3QZ1,445,1.8400,43,1,263,306,
val,27092,127566,ok,3LD6,445,0.5553,43,1,152,195,
val,28558,291794,ok,3BE0,397,0.4806,43,1,280,323,
val,28661,202539,ok,3QZ1,445,1.8400,43,1,564,607,
val,28685,318412,ok,7DVO,399,0.5516,48,2,375,423,
val,29355,527158,ok,8FDA,467,3.2137,73,1,446,519,
val,29577,356504,ok,9NNO,435,0.8306,43,1,323,366,
val,31209,283716,ok,3K9Y,462,0.7332,43,1,234,277,
val,31750,120098,ok,5IKI,399,1.1922,43,1,497,540,
val,33308,245919,ok,3V8D,476,1.6511,43,1,199,242,
val,33567,405498,ok,3LD6,445,0.5553,43,1,229,272,
val,34013,261743,ok,8FDA,467,3.2137,73,1,293,366,
val,34760,414799,ok,3K9Y,462,0.7332,43,1,233,276,
val,35459,330247,ok,9YK4,466,1.3659,43,1,121,164,
val,37361,145772,ok,9YK4,466,1.3659,43,1,236,279,
val,37755,391477,ok,9YK4,466,1.3659,43,1,376,419,
val,37839,264187,ok,9YK4,466,1.3659,43,1,318,361,
val,38183,168448,ok,5IKI,399,1.1922,43,1,221,264,
val,38876,417125,ok,7DVO,399,0.5516,48,2,543,591,
val,38935,429066,ok,7X2Q,466,0.7024,43,1,343,386,
val,38984,205751,ok,7X2Q,466,0.7024,43,1,182,225,
val,39243,169312,ok,3K9Y,462,0.7332,43,1,274,317,
val,39481,163903,ok,8X1W,439,0.8490,43,1,321,364,
val,40037,174409,ok,3K9Y,462,0.7332,43,1,271,314,
val,41272,215428,ok,3QZ1,445,1.8400,43,1,262,305,
val,41910,343252,ok,8FDA,467,3.2137,73,1,365,438,
val,42594,376353,ok,3DL9,464,0.3268,86,2,349,435,
val,42925,317668,ok,3K9Y,462,0.7332,43,1,284,327,
val,43472,117341,ok,8FDA,467,3.2137,73,1,242,315,
val,43845,144278,ok,7CB9,466,1.6071,43,1,568,611,
val,43980,395086,ok,3QZ1,445,1.8400,43,1,308,351,
test,434,243763,ok,3LD6,445,0.5553,43,1,406,449,
test,1210,279129,ok,8X1W,439,0.8490,43,1,355,398,
test,1541,234633,ok,6XZ9,472,0.9625,43,1,327,370,
test,3014,124500,ok,3LD6,445,0.5553,43,1,184,227,
test,3200,377047,ok,8X1W,439,0.8490,43,1,139,182,
test,4493,209478,ok,5IKI,399,1.1922,43,1,299,342,
test,4701,113333,ok,8FDA,467,3.2137,73,1,268,341,
test,4914,425794,ok,8FDA,467,3.2137,73,1,379,452,
test,8926,174083,ok,9YK4,466,1.3659,43,1,400,443,
test,9477,175374,ok,8FDA,467,3.2137,73,1,414,487,
test,10058,354361,ok,3K9Y,462,0.7332,43,1,143,186,
test,10203,374389,ok,4GQS,461,1.6585,43,1,384,427,
test,10486,146985,ok,3BE0,397,0.4806,43,1,439,482,
test,11560,190955,ok,3V8D,476,1.6511,43,1,188,231,
test,11851,433638,ok,5IKI,399,1.1922,43,1,408,451,
test,12033,265910,ok,6L8H,466,0.3122,43,1,200,243,
test,12561,219664,ok,5IKI,399,1.1922,43,1,273,316,
test,13523,211271,ok,3K9Y,462,0.7332,43,1,321,364,
test,13596,33993,ok,3DL9,464,0.3268,86,2,452,538,
test,13599,384031,ok,8X1W,439,0.8490,43,1,371,414,
test,13965,540048,ok,3K9Y,462,0.7332,43,1,460,503,
test,14314,211743,ok,7DVO,399,0.5516,48,2,279,327,
test,14555,331772,ok,9YK4,466,1.3659,43,1,395,438,
test,14558,347051,ok,8FDA,467,3.2137,73,1,365,438,
test,15500,179401,ok,8FDA,467,3.2137,73,1,254,327,
test,17727,377187,ok,5JL9,452,0.4942,43,1,271,314,
test,18309,344985,ok,3DL9,464,0.3268,86,2,326,412,
test,18614,403029,ok,6XZ9,472,0.9625,43,1,297,340,
test,19258,145391,ok,9NNO,435,0.8306,43,1,346,389,
test,20421,165634,ok,8FDA,467,3.2137,73,1,251,324,
test,21449,376568,ok,3K9Y,462,0.7332,43,1,412,455,
test,21784,347326,ok,8FDA,467,3.2137,73,1,237,310,
test,22130,172973,ok,6XZ9,472,0.9625,43,1,280,323,
test,22281,399427,ok,8FDA,467,3.2137,73,1,302,375,
test,22463,318469,ok,8EOH,454,1.1831,49,1,183,232,
test,22950,306686,ok,3DL9,464,0.3268,86,2,396,482,
test,23184,260335,ok,8EOH,454,1.1831,49,1,299,348,
test,24434,169343,ok,3BE0,397,0.4806,43,1,395,438,
test,24676,333413,ok,9O35,397,1.9095,43,1,278,321,
test,24682,198292,ok,9YK4,466,1.3659,43,1,255,298,
test,26217,419579,ok,7X2Q,466,0.7024,43,1,424,467,
test,27063,536633,ok,3K9Y,462,0.7332,43,1,321,364,
test,27210,317105,ok,8FDA,467,3.2137,73,1,280,353,
test,27602,292225,ok,3V8D,476,1.6511,43,1,357,400,
test,29215,265256,ok,9NNO,435,0.8306,43,1,508,551,
test,29445,411832,ok,8FDA,467,3.2137,73,1,227,300,
test,29472,282134,ok,3DL9,464,0.3268,86,2,372,458,
test,31044,298266,ok,5IKI,399,1.1922,43,1,284,327,
test,31372,350968,ok,8FDA,467,3.2137,73,1,439,512,
test,31650,536826,ok,6XZ9,472,0.9625,43,1,369,412,
test,31718,525706,ok,3L4D,445,0.9021,43,1,440,483,
test,31778,122339,ok,9NNO,435,0.8306,43,1,278,321,
test,32102,365460,ok,8X1W,439,0.8490,43,1,256,299,
test,32146,351903,ok,3K9Y,462,0.7332,43,1,293,336,
test,32761,395947,ok,3LD6,445,0.5553,43,1,378,421,
test,33063,410725,ok,3V8D,476,1.6511,43,1,209,252,
test,35152,200946,ok,8FDA,467,3.2137,73,1,412,485,
test,35672,177853,ok,7X2Q,466,0.7024,43,1,338,381,
test,36680,398442,ok,9YK4,466,1.3659,43,1,334,377,
test,36751,295090,ok,6L8H,466,0.3122,43,1,209,252,
test,36942,152599,ok,7X2Q,466,0.7024,43,1,515,558,
test,37113,280604,ok,3K9Y,462,0.7332,43,1,252,295,
test,37741,528558,ok,4GQS,461,1.6585,43,1,334,377,
test,37793,267615,ok,3DL9,464,0.3268,86,2,295,381,
test,37954,146794,ok,8FDA,467,3.2137,73,1,655,728,
test,38165,215799,ok,8FDA,467,3.2137,73,1,410,483,
test,38273,141744,ok,3QZ1,445,1.8400,43,1,378,421,
test,39291,270522,ok,6XZ9,472,0.9625,43,1,299,342,
test,39627,400410,ok,9O35,397,1.9095,43,1,313,356,
test,39681,248270,ok,9NNO,435,0.8306,43,1,226,269,
test,40005,369185,ok,8FDA,467,3.2137,73,1,456,529,
test,40037,183423,ok,9YK4,466,1.3659,43,1,341,384,
test,41218,162887,ok,7X2Q,466,0.7024,43,1,484,527,
test,41477,316773,ok,3QZ1,445,1.8400,43,1,438,481,
test,42202,142897,ok,3BE0,397,0.4806,43,1,231,274,
test,42478,260763,ok,4GQS,461,1.6585,43,1,245,288,
test,43186,242171,ok,3LD6,445,0.5553,43,1,316,359,
test,44056,535096,ok,4GQS,461,1.6585,43,1,260,303,
test,44317,153737,ok,3DL9,464,0.3268,86,2,274,360,
test,44819,412290,ok,7X2Q,466,0.7024,43,1,311,354,
test,44928,180662,ok,3LD6,445,0.5553,43,1,158,201,
test,45286,231876,ok,5IKI,399,1.1922,43,1,662,705,
test,45807,349473,ok,6XZ9,472,0.9625,43,1,258,301,
test,46206,245325,ok,3QZ1,445,1.8400,43,1,179,222,
test,46516,427706,ok,9YK4,466,1.3659,43,1,443,486,
test,46872,374239,ok,3BE0,397,0.4806,43,1,380,423,
test,47221,158643,ok,8X1W,439,0.8490,43,1,307,350,
test,47342,389757,ok,3K9Y,462,0.7332,43,1,267,310,
test,47492,428928,ok,3K9Y,462,0.7332,43,1,424,467,
test,47672,284136,ok,9NNO,435,0.8306,43,1,379,422,
test,48193,363028,ok,3V8D,476,1.6511,43,1,203,246,
test,48840,384911,ok,9YK4,466,1.3659,43,1,304,347,
test,48913,521700,ok,5IKI,399,1.1922,43,1,390,433,
test,49885,307412,ok,3QZ1,445,1.8400,43,1,299,342,
test,51296,393596,ok,3K9Y,462,0.7332,43,1,304,347,
test,51356,223235,ok,3LD6,445,0.5553,43,1,272,315,
test,51360,381707,ok,3LD6,445,0.5553,43,1,261,304,
test,52143,143601,ok,3BE0,397,0.4806,43,1,483,526,
test,52656,229659,ok,8FDA,467,3.2137,73,1,515,588,
test,53717,343762,ok,9YK4,466,1.3659,43,1,411,454,
test,53908,376086,ok,3QZ1,445,1.8400,43,1,331,374,
test,54386,209112,ok,8X1W,439,0.8490,43,1,479,522,
test,54529,453567,ok,3LD6,445,0.5553,43,1,500,543,
test,54608,270548,ok,8X1W,439,0.8490,43,1,273,316,
test,54655,207327,ok,3K9Y,462,0.7332,43,1,245,288,
test,54756,286543,ok,6XZ9,472,0.9625,43,1,380,423,
test,55560,101587,ok,3LD6,445,0.5553,43,1,588,631,
test,56449,115427,ok,8FDA,467,3.2137,73,1,218,291,
test,57401,260924,ok,9YK4,466,1.3659,43,1,118,161,
test,58035,220317,ok,9NNO,435,0.8306,43,1,471,514,
test,58585,336267,ok,3DL9,464,0.3268,86,2,476,562,
test,58762,236487,ok,3L4D,445,0.9021,43,1,425,468,
test,59014,144972,ok,8FDA,467,3.2137,73,1,441,514,
test,59649,215370,ok,8FDA,467,3.2137,73,1,507,580,
test,60293,104248,ok,3QZ1,445,1.8400,43,1,299,342,
test,60300,155586,ok,3LD6,445,0.5553,43,1,199,242,
test,60404,374354,ok,3L4D,445,0.9021,43,1,403,446,
test,60470,264289,ok,3QZ1,445,1.8400,43,1,407,450,
test,60686,236434,ok,3K9Y,462,0.7332,43,1,177,220,
test,60853,271331,ok,3BE0,397,0.4806,43,1,548,591,
test,61534,299282,ok,3QZ1,445,1.8400,43,1,464,507,
test,61942,164263,ok,3DL9,464,0.3268,86,2,251,337,
test,61943,270002,ok,3DL9,464,0.3268,86,2,181,267,
test,62061,175097,ok,3QZ1,445,1.8400,43,1,216,259,
test,62135,388270,ok,3QZ1,445,1.8400,43,1,298,341,
test,65298,54715,ok,5IKI,399,1.1922,43,1,448,491,
test,65444,174119,ok,3QZ1,445,1.8400,43,1,484,527,
test,66694,212336,ok,5IKI,399,1.1922,43,1,386,429,
test,68372,365180,ok,9NNO,435,0.8306,43,1,349,392,
test,70052,378749,ok,8FDA,467,3.2137,73,1,370,443,
test,70106,286720,ok,6L8H,466,0.3122,43,1,311,354,
test,70343,190973,ok,8FDA,467,3.2137,73,1,294,367,
test,70477,274064,ok,9O35,397,1.9095,43,1,378,421,
test,70495,176056,ok,7X2Q,466,0.7024,43,1,292,335,
test,70678,412326,ok,5IKI,399,1.1922,43,1,400,443,
test,71159,310475,ok,8FDA,467,3.2137,73,1,277,350,
test,71671,184056,ok,3QZ1,445,1.8400,43,1,321,364,
test,71825,196161,ok,3K9Y,462,0.7332,43,1,269,312,
test,72476,536692,ok,3V8D,476,1.6511,43,1,403,446,
test,72629,318781,ok,8FDA,467,3.2137,73,1,361,434,
test,72913,117567,ok,3L4D,445,0.9021,43,1,268,311,
test,73593,499837,ok,6XZ9,472,0.9625,43,1,358,401,
test,74311,311037,ok,8FDA,467,3.2137,73,1,264,337,
test,74322,296009,ok,3V8D,476,1.6511,43,1,208,251,
test,75087,375303,ok,7DVO,399,0.5516,48,2,499,547,
test,75125,37926,ok,7DVO,399,0.5516,48,2,159,207,
test,76003,535837,ok,7DVO,399,0.5516,48,2,567,615,
test,76296,431356,ok,9YK4,466,1.3659,43,1,430,473,
test,76461,323832,ok,9YK4,466,1.3659,43,1,294,337,
test,76561,174317,ok,7X2Q,466,0.7024,43,1,530,573,
test,76630,302579,ok,3DL9,464,0.3268,86,2,328,414,
test,76820,198204,ok,9YK4,466,1.3659,43,1,284,327,
test,77000,289037,ok,3K9Y,462,0.7332,43,1,327,370,
test,77129,283868,ok,6XZ9,472,0.9625,43,1,287,330,
test,77204,138220,ok,3K9Y,462,0.7332,43,1,248,291,
test,78457,189598,ok,6L8H,466,0.3122,43,1,148,191,
test,78645,395031,ok,3K9Y,462,0.7332,43,1,411,454,
test,78936,336248,ok,8FDA,467,3.2137,73,1,291,364,
test,78992,398934,ok,3DL9,464,0.3268,86,2,306,392,
test,79202,312346,ok,8FDA,467,3.2137,73,1,503,576,
test,79978,228232,ok,5IKI,399,1.1922,43,1,320,363,
test,79997,222232,ok,5IKI,399,1.1922,43,1,241,284,
test,80412,361897,ok,8FDA,467,3.2137,73,1,256,329,
test,80724,66700,ok,8FDA,467,3.2137,73,1,330,403,
test,80913,217081,ok,5IKI,399,1.1922,43,1,322,365,
test,81440,155099,ok,3QZ1,445,1.8400,43,1,343,386,
test,82140,365446,ok,3BE0,397,0.4806,43,1,342,385,
test,82596,333526,ok,3K9Y,462,0.7332,43,1,263,306,
test,82865,366616,ok,3DL9,464,0.3268,86,2,313,399,
test,82904,314671,ok,3LD6,445,0.5553,43,1,481,524,
test,83562,132798,ok,8EOH,454,1.1831,49,1,115,164,
test,83695,316195,ok,3BE0,397,0.4806,43,1,357,400,
test,83742,175086,ok,3LD6,445,0.5553,43,1,301,344,
test,84245,130868,ok,3K9Y,462,0.7332,43,1,322,365,
test,85224,429400,ok,3LD6,445,0.5553,43,1,270,313,
test,85267,313768,ok,9YK4,466,1.3659,43,1,421,464,
test,85607,234004,ok,9NNO,435,0.8306,43,1,274,317,
test,86104,416431,ok,3K9Y,462,0.7332,43,1,519,562,
test,86624,271389,ok,3K9Y,462,0.7332,43,1,341,384,
test,86651,168578,ok,3DL9,464,0.3268,86,2,306,392,
test,87325,225360,ok,4GQS,461,1.6585,43,1,188,231,
test,87592,167548,ok,3QZ1,445,1.8400,43,1,324,367,
test,87948,331045,ok,3LD6,445,0.5553,43,1,596,639,
test,88189,536832,ok,3QZ1,445,1.8400,43,1,342,385,
test,88201,341087,ok,3DL9,464,0.3268,86,2,417,503,
test,88417,399222,ok,8FDA,467,3.2137,73,1,373,446,
test,88546,371679,ok,8FDA,467,3.2137,73,1,188,261,
test,88864,392825,ok,9NNO,435,0.8306,43,1,447,490,
test,89104,218557,ok,3QZ1,445,1.8400,43,1,196,239,
test,89210,351426,ok,3K9Y,462,0.7332,43,1,449,492,
test,90065,399989,ok,5IKI,399,1.1922,43,1,385,428,
test,90284,314795,ok,3BE0,397,0.4806,43,1,389,432,
test,91265,497169,ok,4GQS,461,1.6585,43,1,526,569,
test,91802,366046,ok,8X1W,439,0.8490,43,1,436,479,
test,92098,186000,ok,8FDA,467,3.2137,73,1,291,364,
test,95817,407180,ok,8FDA,467,3.2137,73,1,301,374,
test,96112,525985,ok,6XZ9,472,0.9625,43,1,388,431,
test,96675,167906,ok,3QZ1,445,1.8400,43,1,399,442,
test,97295,122689,ok,3L4D,445,0.9021,43,1,237,280,
test,97727,342588,ok,3LD6,445,0.5553,43,1,177,220,
test,97961,374391,ok,3QZ1,445,1.8400,43,1,431,474,
test,98149,397680,ok,8FDA,467,3.2137,73,1,520,593,
test,99167,295340,ok,3DL9,464,0.3268,86,2,299,385,
test,101048,200492,ok,3LD6,445,0.5553,43,1,311,354,
test,101592,223786,ok,8FDA,467,3.2137,73,1,352,425,
test,102076,321197,ok,8X1W,439,0.8490,43,1,305,348,
