uniprot_id,protein_families,cc_cofactor,xref_interpro,is_p450_by_family,is_p450_by_interpro,has_heme
P10518,ALAD family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P13716}; Note=Binds 8 zinc ions per octamer. Requires four zinc ions per octamer for full catalytic activity. Can bind up to 2 zinc ions per subunit. {ECO:0000250|UniProtKB:P13716};,IPR001731;IPR030656;IPR013785;,False,False,False
P10537,Glycosyl hydrolase 14 family,,IPR001554;IPR018238;IPR001371;IPR017853;,False,False,False
P10538,Glycosyl hydrolase 14 family,,IPR001554;IPR018238;IPR001371;IPR017853;,False,False,False
P10547,Peptidase M23B family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 1 zinc ion per subunit.;,IPR050570;IPR011055;IPR016047;IPR003646;,False,False,False
P10583,Glutamine synthetase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P9WN39}; Note=Binds 2 Mg(2+) ions per subunit. {ECO:0000250|UniProtKB:P9WN39};,IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;IPR004809;IPR001637;IPR027302;,False,False,False
P10584,"LDH/MDH superfamily, MDH type 2 family",,IPR001557;IPR022383;IPR001236;IPR015955;IPR001252;IPR010945;IPR036291;,False,False,False
P10596,Glycosyl hydrolase 32 family,,IPR013320;IPR001362;IPR018053;IPR013189;IPR013148;IPR023296;,False,False,False
P10605,Peptidase C1 family,,IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;IPR012599;,False,False,False
P10618,Glyceraldehyde-3-phosphate dehydrogenase family,,IPR000846;IPR020831;IPR020830;IPR020829;IPR020828;IPR006436;IPR036291;,False,False,False
P10619,Peptidase S10 family,,IPR029058;IPR001563;IPR033124;IPR018202;,False,False,False
P10630,"DEAD box helicase family, eIF4A subfamily",,IPR011545;IPR044728;IPR014001;IPR001650;IPR027417;IPR000629;IPR014014;,False,False,False
P10724,Alanine racemase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000255|HAMAP-Rule:MF_01201, ECO:0000269|PubMed:10079072, ECO:0000269|PubMed:11886871, ECO:0000269|PubMed:12741835, ECO:0000269|PubMed:15807525, ECO:0000269|PubMed:9063881, ECO:0000269|PubMed:9671513};",IPR000821;IPR009006;IPR011079;IPR001608;IPR020622;IPR029066;,False,False,False
P10731,Peptidyl-alpha-hydroxyglycine alpha-amidating lyase family; Copper type II ascorbate-dependent monooxygenase family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P14925}; Note=Binds one Zn(2+) ion per subunit. {ECO:0000250|UniProtKB:P14925}; COFACTOR: Name=Cu(2+); Xref=ChEBI:CHEBI:29036; Evidence={ECO:0000269|PubMed:2059626}; Note=Binds 2 Cu(2+) ions per subunit. {ECO:0000250|UniProtKB:P14925};,IPR011042;IPR014784;IPR020611;IPR014783;IPR000323;IPR036939;IPR024548;IPR001258;IPR000720;IPR008977;,False,False,False
P10759,"Metallo-dependent hydrolases superfamily, Adenosine and AMP deaminases family",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 1 zinc ion per subunit. {ECO:0000250};,IPR006650;IPR006329;IPR032466;,False,False,False
P10768,Esterase D family,,IPR029058;IPR000801;IPR014186;,False,False,False
P10802,2-oxoacid dehydrogenase family,COFACTOR: Name=(R)-lipoate; Xref=ChEBI:CHEBI:83088; Evidence={ECO:0000250}; Note=Binds 3 lipoyl cofactors covalently. {ECO:0000250};,IPR003016;IPR001078;IPR050743;IPR006256;IPR000089;IPR023213;IPR036625;IPR004167;IPR011053;,False,False,False
P10824,"G-alpha family, G(i/o/t/z) subfamily",,IPR001408;IPR001019;IPR011025;IPR027417;,False,False,False
P10847,Zinc-containing alcohol dehydrogenase family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P06525}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250|UniProtKB:P06525};,IPR013149;IPR013154;IPR002328;IPR011032;IPR036291;,False,False,False
P10860,Glu/Leu/Phe/Val dehydrogenases family,,IPR046346;IPR006095;IPR006096;IPR006097;IPR033524;IPR036291;IPR033922;,False,False,False
P10867,Oxygen-dependent FAD-linked oxidoreductase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692;,IPR007173;IPR016166;IPR036318;IPR016167;IPR016169;IPR010031;IPR006094;IPR006093;IPR030654;IPR016171;,False,False,False
P10880,"Shikimate kinase family, AroL subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:9600856}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000269|PubMed:9600856};,IPR027417;IPR031322;IPR000623;IPR027544;IPR023000;,False,False,False
P10887,"LDH/MDH superfamily, MDH type 1 family",,IPR036291;,False,False,False
P10933,Ferredoxin--NADP reductase type 1 family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692;,IPR017927;IPR001709;IPR015701;IPR039261;IPR035442;IPR001433;IPR017938;,False,False,False
P10937,"Class I-like SAM-binding methyltransferase superfamily, NNMT/PNMT/TEMT family",,IPR025820;IPR000940;IPR053384;IPR029063;,False,False,False
P10938,"Class I-like SAM-binding methyltransferase superfamily, NNMT/PNMT/TEMT family",,IPR025820;IPR000940;IPR053384;IPR029063;,False,False,False
P10950,"Class I-like SAM-binding methyltransferase superfamily, Cation-independent O-methyltransferase family",,IPR016461;IPR001077;IPR012967;IPR029063;IPR036388;IPR036390;,False,False,False
P11032,"Peptidase S1 family, Granzyme subfamily",,IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;,False,False,False
P11086,"Class I-like SAM-binding methyltransferase superfamily, NNMT/PNMT/TEMT family",,IPR025820;IPR000940;IPR053384;IPR029063;,False,False,False
P11140,"Ribosome-inactivating protein family, Type 2 RIP subfamily",,IPR036041;IPR017989;IPR001574;IPR017988;IPR016138;IPR016139;IPR035992;IPR000772;,False,False,False
P11142,Heat shock protein 70 family,,IPR043129;IPR018181;IPR029048;IPR029047;IPR013126;,False,False,False
P11151,"AB hydrolase superfamily, Lipase family",,IPR029058;IPR013818;IPR016272;IPR033906;IPR002330;IPR001024;IPR036392;IPR000734;,False,False,False
P11152,"AB hydrolase superfamily, Lipase family",,IPR029058;IPR013818;IPR016272;IPR033906;IPR002330;IPR001024;IPR036392;IPR000734;,False,False,False
P11153,"AB hydrolase superfamily, Lipase family",,IPR029058;IPR013818;IPR016272;IPR033906;IPR002330;IPR001024;IPR036392;IPR000734;,False,False,False
P11162,,,IPR004801;IPR036095;IPR003501;IPR013012;IPR003352;IPR004501;IPR041713;IPR051088;,False,False,False
P11172,Purine/pyrimidine phosphoribosyltransferase family; OMP decarboxylase family,,IPR013785;IPR014732;IPR018089;IPR001754;IPR023031;IPR004467;IPR000836;IPR029057;IPR011060;,False,False,False
P11175,Glycosyl hydrolase 1 family,,IPR005928;IPR001360;IPR018120;IPR033132;IPR017853;,False,False,False
P11179,2-oxoacid dehydrogenase family,COFACTOR: Name=(R)-lipoate; Xref=ChEBI:CHEBI:83088; Evidence={ECO:0000269|PubMed:3115829}; Note=Binds 1 lipoyl cofactor covalently. {ECO:0000269|PubMed:3115829};,IPR003016;IPR050537;IPR001078;IPR000089;IPR023213;IPR011053;IPR006255;,False,False,False
P11181,2-oxoacid dehydrogenase family,COFACTOR: Name=(R)-lipoate; Xref=ChEBI:CHEBI:83088; Note=Binds 1 lipoyl cofactor covalently. {ECO:0000269|PubMed:3245861};,IPR003016;IPR001078;IPR050743;IPR000089;IPR023213;IPR036625;IPR004167;IPR011053;,False,False,False
P11214,Peptidase S1 family,,IPR000742;IPR000083;IPR000001;IPR013806;IPR018056;IPR038178;IPR009003;IPR043504;IPR001314;IPR050127;IPR026280;IPR001254;IPR018114;IPR033116;,False,False,False
P11247,"Peroxidase family, XPO subfamily",COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000250}; Note=Binds 1 Ca(2+) ion per monomer. {ECO:0000250}; COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250}; Note=Binds 1 heme b (iron(II)-protoporphyrin IX) group covalently per monomer. {ECO:0000250};,IPR019791;IPR010255;IPR037120;,False,False,True
P11310,Acyl-CoA dehydrogenase family,"COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:15159392, ECO:0000269|PubMed:15975918, ECO:0000269|PubMed:8823176, ECO:0000269|Ref.23};",IPR050741;IPR006089;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR034180;,False,False,False
P11348,Short-chain dehydrogenases/reductases (SDR) family,,IPR036291;IPR020904;IPR002347;,False,False,False
P11373,Cutinase family,,IPR029058;IPR000675;IPR043580;IPR043579;IPR011150;,False,False,False
P11383,"RuBisCO large chain family, Type I subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Note=Binds 1 Mg(2+) ion per subunit.;,IPR033966;IPR020878;IPR000685;IPR036376;IPR017443;IPR036422;IPR020888;,False,False,False
P11409,"N(4)/N(6)-methyltransferase family, N(4) subfamily",,IPR002941;IPR017985;IPR001091;IPR029063;,False,False,False
P11410,Glucose-6-phosphate dehydrogenase family,,IPR001282;IPR019796;IPR022675;IPR022674;IPR036291;,False,False,False
P11411,Glucose-6-phosphate dehydrogenase family,,IPR001282;IPR019796;IPR022675;IPR022674;IPR036291;,False,False,False
P11413,Glucose-6-phosphate dehydrogenase family,,IPR001282;IPR019796;IPR022675;IPR022674;IPR036291;,False,False,False
P11415,"Zinc-containing alcohol dehydrogenase family, Quinone oxidoreductase subfamily",,IPR013149;IPR013154;IPR011032;IPR036291;IPR020843;IPR002364;IPR051603;,False,False,False
P11418,Cu-Zn superoxide dismutase family,COFACTOR: Name=Cu cation; Xref=ChEBI:CHEBI:23378; Note=Binds 1 copper ion per subunit.; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Note=Binds 1 zinc ion per subunit.;,IPR036423;IPR024134;IPR018152;IPR001424;,False,False,False
P11435,Isocitrate lyase/PEP mutase superfamily,,IPR012697;IPR039556;IPR018523;IPR015813;IPR040442;,False,False,False
P11444,Mandelate racemase/muconate lactonizing enzyme family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:1892834, ECO:0000269|PubMed:7893689, ECO:0000269|PubMed:7893690}; Note=Divalent metal ions. Magnesium seems to be the preferred ion. {ECO:0000269|PubMed:1892834, ECO:0000269|PubMed:7893689, ECO:0000269|PubMed:7893690};",IPR036849;IPR029017;IPR029065;IPR018110;IPR015654;IPR013342;IPR013341;IPR046945;,False,False,False
P11515,Peptidase S10 family,,IPR029058;IPR001563;IPR033124;IPR018202;,False,False,False
P11586,Tetrahydrofolate dehydrogenase/cyclohydrolase family; Formate--tetrahydrofolate ligase family,,IPR046346;IPR000559;IPR020628;IPR036291;IPR027417;IPR000672;IPR020630;IPR020867;IPR020631;,False,False,False
P11602,"AB hydrolase superfamily, Lipase family",,IPR029058;IPR013818;IPR016272;IPR033906;IPR002330;IPR001024;IPR036392;IPR000734;,False,False,False
P11605,Nitrate reductase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD per subunit. {ECO:0000250}; COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250}; Note=Binds 1 heme group per subunit. {ECO:0000250}; COFACTOR: Name=Mo-molybdopterin; Xref=ChEBI:CHEBI:71302; Evidence={ECO:0000250}; Note=Binds 1 Mo-molybdopterin (Mo-MPT) cofactor per subunit. {ECO:0000250};,IPR008333;IPR001199;IPR036400;IPR018506;IPR017927;IPR001709;IPR039261;IPR014756;IPR005066;IPR008335;IPR012137;IPR001433;IPR000572;IPR036374;IPR022407;IPR017938;,False,False,True
P11611,"PPP phosphatase family, PP-1 subfamily",COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; Note=Binds 2 manganese ions per subunit. {ECO:0000250};,IPR004843;IPR029052;IPR047129;IPR006186;,False,False,False
P11645,Uricase family,,IPR002042;IPR019842;,False,False,False
P11653,Methylmalonyl-CoA mutase family,"COFACTOR: Name=adenosylcob(III)alamin; Xref=ChEBI:CHEBI:18408; Evidence={ECO:0000269|PubMed:10387043, ECO:0000269|PubMed:8805541, ECO:0000269|PubMed:9772164};",IPR006159;IPR016176;IPR006158;IPR036724;IPR006099;IPR006098;,False,False,False
P11708,"LDH/MDH superfamily, MDH type 2 family",,IPR001557;IPR022383;IPR001236;IPR015955;IPR001252;IPR011274;IPR010945;IPR036291;,False,False,False
P11725,"Aspartate/ornithine carbamoyltransferase superfamily, OTCase family",,IPR006132;IPR006130;IPR036901;IPR006131;IPR002292;,False,False,False
P11797,"Glycosyl hydrolase 18 family, Chitinase class II subfamily",,IPR003610;IPR036573;IPR011583;IPR029070;IPR001223;IPR001579;IPR017853;IPR050314;,False,False,False
P11798,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q9UQM7};,IPR013543;IPR011009;IPR032710;IPR000719;IPR017441;IPR008271;,False,False,False
P11832,Nitrate reductase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD per subunit. {ECO:0000250}; COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250}; Note=Binds 1 heme group per subunit. {ECO:0000250}; COFACTOR: Name=Mo-molybdopterin; Xref=ChEBI:CHEBI:71302; Evidence={ECO:0000250}; Note=Binds 1 Mo-molybdopterin (Mo-MPT) cofactor per subunit. {ECO:0000250};,IPR008333;IPR001199;IPR036400;IPR018506;IPR017927;IPR001709;IPR039261;IPR014756;IPR005066;IPR008335;IPR012137;IPR001433;IPR000572;IPR036374;IPR022407;IPR017938;,False,False,True
P11838,Peptidase A1 family,,IPR001461;IPR001969;IPR034163;IPR033121;IPR021109;,False,False,False
P11884,Aldehyde dehydrogenase family,,IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;,False,False,False
P11909,Glutathione peroxidase family,,IPR000889;IPR029759;IPR029760;IPR036249;,False,False,False
P11917,ATP:guanido phosphotransferase family,,IPR022415;IPR022414;IPR014746;,False,False,False
P11918,ATP:guanido phosphotransferase family,,,False,False,False
P11926,Orn/Lys/Arg decarboxylase class-II family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000269|PubMed:17407445, ECO:0000269|PubMed:26443277};",IPR009006;IPR022643;IPR022657;IPR022644;IPR022653;IPR000183;IPR002433;IPR029066;,False,False,False
P11931,"Class-I aminoacyl-tRNA synthetase family, ValS type 1 subfamily",,IPR001412;IPR002300;IPR033705;IPR013155;IPR014729;IPR010978;IPR009080;IPR037118;IPR019499;IPR009008;IPR002303;,False,False,False
P11935,Iron/ascorbate-dependent oxidoreductase family,COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; COFACTOR: Name=L-ascorbate; Xref=ChEBI:CHEBI:38290;,IPR026992;IPR044861;IPR027443;IPR050231;IPR002057;IPR005123;,False,False,False
P11936,DNase I family,COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000269|PubMed:3782104}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:3782104}; Note=Divalent metal cations. Prefers Ca(2+) or Mg(2+). {ECO:0000269|PubMed:3782104};,IPR018057;IPR016202;IPR033125;IPR036691;IPR005135;,False,False,False
P11941,Glycosyl hydrolase 22 family,,IPR001916;IPR019799;IPR000974;IPR023346;,False,False,False
P11955,"Glycosyl hydrolase 19 family, Chitinase class I subfamily",,IPR001002;IPR018371;IPR036861;IPR016283;IPR000726;IPR023346;,False,False,False
P11959,Class-I pyridine nucleotide-disulfide oxidoreductase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Note=Binds 1 FAD per subunit.;,IPR050151;IPR036188;IPR023753;IPR016156;IPR006258;IPR001100;IPR004099;IPR012999;,False,False,False
P11961,2-oxoacid dehydrogenase family,COFACTOR: Name=(R)-lipoate; Xref=ChEBI:CHEBI:83088; Note=Binds 1 lipoyl cofactor covalently.;,IPR003016;IPR001078;IPR050743;IPR000089;IPR023213;IPR036625;IPR004167;IPR011053;,False,False,False
P11965,"Peroxidase family, Classical plant (class III) peroxidase subfamily",COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Note=Binds 2 calcium ions per subunit.; COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Note=Binds 1 heme b (iron(II)-protoporphyrin IX) group per subunit.;,IPR002016;IPR010255;IPR000823;IPR019794;IPR019793;IPR033905;,False,False,True
P12007,Acyl-CoA dehydrogenase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:6401713};,IPR006089;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR034183;,False,False,False
P12256,Peptidase C59 family,,IPR029132;IPR029055;IPR052193;,False,False,False
P12257,Glycosyl hydrolase 17 family,,IPR000490;IPR044965;IPR017853;,False,False,False
P12265,Glycosyl hydrolase 2 family,,IPR036156;IPR008979;IPR006101;IPR023232;IPR006103;IPR023230;IPR006102;IPR006104;IPR017853;IPR013783;,False,False,False
P12268,IMPDH/GMPR family,COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103;,IPR013785;IPR000644;IPR005990;IPR015875;IPR001093;,False,False,False
P12269,IMPDH/GMPR family,COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103;,IPR013785;IPR000644;IPR005990;IPR015875;IPR001093;,False,False,False
P12293,Bacterial PQQ dehydrogenase family,COFACTOR: Name=pyrroloquinoline quinone; Xref=ChEBI:CHEBI:58442; Evidence={ECO:0000269|PubMed:14505072}; Note=Binds 1 PQQ group per subunit. PQQ is inserted between disulfide Cys-135-Cys-136 and the indole ring of Trp-275. {ECO:0000269|PubMed:14505072}; COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000269|PubMed:14505072}; Note=Binds 1 Ca(2+) ion per subunit. {ECO:0000269|PubMed:14505072};,IPR018391;IPR017512;IPR002372;IPR011047;IPR001479;,False,False,False
P12337,Type-B carboxylesterase/lipase family,,IPR029058;IPR002018;IPR019826;IPR019819;IPR050309;,False,False,False
P12378,UDP-glucose/GDP-mannose dehydrogenase family,,IPR008927;IPR036291;IPR017476;IPR014027;IPR036220;IPR014026;IPR001732;IPR028356;,False,False,False
P12382,"Phosphofructokinase type A (PFKA) family, ATP-dependent PFK group I subfamily, Eukaryotic two domain clade 'E' sub-subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420;,IPR009161;IPR022953;IPR041914;IPR015912;IPR000023;IPR035966;,False,False,False
P12412,Peptidase C1 family,,IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;IPR039417;IPR013201;,False,False,False
P12427,N(4)/N(6)-methyltransferase family,,IPR023095;IPR002052;IPR012263;IPR012327;IPR029063;,False,False,False
P12428,"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",,IPR003593;IPR013525;IPR003439;IPR017871;IPR043926;IPR050352;IPR027417;IPR005284;,False,False,False
P12438,Iron/ascorbate-dependent oxidoreductase family,COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; COFACTOR: Name=L-ascorbate; Xref=ChEBI:CHEBI:38290;,IPR026992;IPR044861;IPR027443;IPR050231;IPR002057;IPR005123;,False,False,False
P12527,Lipoxygenase family,"COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250|UniProtKB:P09917, ECO:0000255|PROSITE-ProRule:PRU00726}; Note=Binds 1 Fe cation per subunit. {ECO:0000250|UniProtKB:P09917, ECO:0000255|PROSITE-ProRule:PRU00726};",IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;IPR042062;,False,False,False
P12530,Lipoxygenase family,"COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250|UniProtKB:P16469, ECO:0000255|PROSITE-ProRule:PRU00726}; Note=Binds 1 Fe cation per subunit. {ECO:0000250|UniProtKB:P16469, ECO:0000255|PROSITE-ProRule:PRU00726};",IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;IPR042062;,False,False,False
P12544,"Peptidase S1 family, Granzyme subfamily",,IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;,False,False,False
P12625,"AB hydrolase superfamily, Lipase family",,IPR029058;IPR010126;IPR003961;IPR036116;IPR013783;IPR050955;,False,False,False
P12691,"Fatty acid desaturase type 1 family, AlkB subfamily","COFACTOR: Name=Fe(3+); Xref=ChEBI:CHEBI:29034; Evidence={ECO:0000269|PubMed:9096332, ECO:0000269|PubMed:921275}; Note=Binds 2 Fe(3+) ions per subunit. {ECO:0000269|PubMed:9096332, ECO:0000269|PubMed:921275};",IPR033885;IPR005804;,False,False,False
P12762,Aldehyde dehydrogenase family,,IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;,False,False,False
P12768,DNA photolyase class-1 family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Note=Binds 1 FAD per subunit.; COFACTOR: Name=coenzyme F420-(gamma-Glu)n; Xref=ChEBI:CHEBI:133980; Note=Binds 1 coenzyme F420 non-covalently per subunit.;,IPR036134;IPR036155;IPR005101;IPR002081;IPR018394;IPR006050;IPR014729;,False,False,False
P12794,Heat shock protein 70 family,,IPR029048;IPR029047;IPR013126;,False,False,False
P12858,Glyceraldehyde-3-phosphate dehydrogenase family,,IPR020831;IPR020830;IPR020829;IPR020828;IPR006424;IPR036291;,False,False,False
P12890,Peptidyl-alpha-hydroxyglycine alpha-amidating lyase family; Copper type II ascorbate-dependent monooxygenase family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P14925}; Note=Binds one Zn(2+) ion per subunit. {ECO:0000250|UniProtKB:P14925}; COFACTOR: Name=Cu(2+); Xref=ChEBI:CHEBI:29036; Evidence={ECO:0000250|UniProtKB:P14925}; Note=Binds 2 Cu(2+) ions per subunit. {ECO:0000250|UniProtKB:P14925};,IPR011042;IPR014784;IPR020611;IPR014783;IPR000323;IPR036939;IPR024548;IPR001258;IPR000720;IPR008977;,False,False,False
P12955,"Peptidase M24B family, Eukaryotic-type prolidase subfamily","COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:17081196, ECO:0000269|PubMed:28677335}; Note=Binds 2 manganese ions per subunit. {ECO:0000269|PubMed:28677335};",IPR007865;IPR029149;IPR036005;IPR000994;IPR001131;IPR052433;,False,False,False
P12992,Type-B carboxylesterase/lipase family,,IPR029058;IPR002018;IPR019826;,False,False,False
P13006,GMC oxidoreductase family,"COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:10216293, ECO:0000269|PubMed:1213991, ECO:0000269|PubMed:14188176, ECO:0000269|PubMed:21568312, ECO:0000269|PubMed:2406261, ECO:0000269|PubMed:29291138, ECO:0000269|PubMed:8421298};",IPR036188;IPR027424;IPR012132;IPR000172;IPR007867;,False,False,False
P13011,Fatty acid desaturase type 1 family,COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000250|UniProtKB:P13516}; Note=Expected to bind 2 Fe(2+) ions per subunit. {ECO:0000250|UniProtKB:P13516};,IPR015876;IPR005804;IPR001522;,False,False,False
P13019,Peptidase C1 family,,IPR038765;IPR000169;IPR004134;,False,False,False
P13051,"Uracil-DNA glycosylase (UDG) superfamily, UNG family",,IPR002043;IPR018085;IPR005122;IPR036895;,False,False,False
P13063,[NiFe]/[NiFeSe] hydrogenase small subunit family,"COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Note=Binds 3 [4Fe-4S] clusters. Cluster 1 is referred to as proximal, cluster 2 as distal, cluster 3 as medial.;",IPR027394;IPR006137;IPR037148;IPR053622;IPR037024;IPR001821;IPR006311;IPR019546;,False,False,False
P13086,Succinate/malate CoA ligase alpha subunit family,,IPR017440;IPR033847;IPR003781;IPR005810;IPR036291;IPR005811;IPR016102;,False,False,False
P13100,Thymidylate synthase family,,IPR045097;IPR023451;IPR036926;IPR000398;IPR020940;,False,False,False
P13110,Class-I pyridine nucleotide-disulfide oxidoreductase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; Note=Binds 1 FAD per subunit. {ECO:0000250};,IPR036188;IPR023753;IPR016156;IPR046952;IPR001100;IPR004099;IPR012999;IPR001864;,False,False,False
P13114,"Thiolase-like superfamily, Chalcone/stilbene synthases family",,IPR012328;IPR001099;IPR018088;IPR011141;IPR016039;,False,False,False
P13135,,,IPR011992;IPR018247;IPR002048;,False,False,False
P13154,Glu/Leu/Phe/Val dehydrogenases family,,IPR046346;IPR006095;IPR006096;IPR006097;IPR033524;IPR016211;IPR036291;,False,False,False
P13195,Class-II pyridoxal-phosphate-dependent aminotransferase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000250|UniProtKB:P13196};,IPR010961;IPR015118;IPR001917;IPR004839;IPR050087;IPR015424;IPR015421;IPR015422;,False,False,False
P13196,Class-II pyridoxal-phosphate-dependent aminotransferase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000305|PubMed:16234850};,IPR010961;IPR015118;IPR001917;IPR004839;IPR050087;IPR015424;IPR015421;IPR015422;,False,False,False
P13221,Class-I pyridoxal-phosphate-dependent aminotransferase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326;,IPR004839;IPR000796;IPR004838;IPR015424;IPR015421;IPR015422;,False,False,False
P13233,"2H phosphoesterase superfamily, CNPase family",,IPR008431;IPR047325;IPR009097;IPR027417;,False,False,False
P13244,Malate synthase family,,IPR044856;IPR011076;IPR006252;IPR019830;IPR001465;IPR048355;IPR048356;IPR046363;,False,False,False
P13254,"Trans-sulfuration enzymes family, L-methionine gamma-lyase subfamily","COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000269|PubMed:17289792, ECO:0000269|PubMed:22785484, ECO:0000269|PubMed:6742420};",IPR000277;IPR054542;IPR006237;IPR015424;IPR015421;IPR015422;,False,False,False
