enzyme,ecnumber,uniprot_id
3694,1.14.14.B11,A0A1X1A3P0
3697,1.14.14.29,O33579
3698,1.14.14.91,Q9RFS6
3702,1.14.14.1,A0A2X1L4F0
3703,1.14.14.120,Q9D6Y7
3705,1.14.14.B9,Q9UJ68
3707,1.14.14.33,Q923M1
3710,1.14.14.141,G3K2M3
3711,1.14.14.82,O02089
3714,1.14.14.1,Q9LY15
3718,1.14.14.23,P14930
3723,1.14.14.3,A0A7U4HXL0
3733,1.14.15.4,A0A777TKR5
3735,1.14.14.21,A0A2G3ALE1
3739,1.14.14.11,C6SVM8
3740,1.14.14.105,A0A8B4R2D1
3750,1.14.14.9,A0A045IHC6
3753,1.14.14.154,A0A0T8C4N6
3756,1.14.14.114,A0A0K6AB51
3757,1.14.14.21,A0A2X1UEF1
3758,1.14.14.108,Q84UH6
3770,1.14.14.31,Q4VDN8
3772,1.14.15.5,A0A089N0V6
3781,1.14.15.4,A0A376Y7Y8
3783,1.14.15.7,Q9Y6N5
3784,1.14.14.11,Q7ZAG8
3785,1.14.14.94,Q52722
3787,1.14.14.37,Q8KN33
3806,1.14.14.9,A0A0F8LYJ9
3810,1.14.14.114,A0A1P8AQM5
3817,1.14.14.163,A0A7C2SK18
3818,1.14.14.B9,A0A4P7UFT1
3820,1.14.14.35,Q59339
3822,1.14.14.80,A8JZC1
3827,1.14.14.154,Q56350
3829,1.14.14.1,E2F391
3833,1.14.14.157,A0A2I5SQI3
3834,1.14.14.1,Q9Z3W4
3838,1.14.14.168,A0A448EMD9
3841,1.14.14.87,O24056
3845,1.14.15.3,B5M678
3847,1.14.15.16,Q9ZQV0
3848,1.14.14.149,D2XZ13
3852,1.14.14.9,A1KWR4
3859,1.14.15.18,Q99044
3864,1.14.14.81,A0A6B9ET10
3874,1.14.14.48,P86328
3890,1.14.14.154,B5G547
3891,1.14.14.147,D9MPF7
3893,1.14.14.33,R9WT55
3894,1.14.14.158,Q2VT19
3906,1.14.14.81,Q6UNT7
3916,1.14.14.17,A0A3L6DYA5
3919,1.14.14.86,A0A1Q1NKW6
3920,1.14.14.77,C5XB99
3926,1.14.14.94,Q9ZR61
3927,1.14.14.16,Q53692
3930,1.14.14.80,Q41266
3938,1.14.14.11,D5JAJ1
3940,1.14.14.133,P16083
3941,1.14.14.82,Q6AY80
3946,1.14.14.48,P49053
3947,1.14.14.137,A7KH27
3953,1.14.14.44,A0A023WPH5
3971,1.14.14.81,A0A8G0F201
3979,1.14.14.1,A0A0J5VUX9
3980,1.14.14.106,A0A0B0DQH1
3985,1.14.14.94,A0A5F5PQH2
3990,1.14.14.1,A0A6A5PZS8
4003,1.14.14.11,A0A496I2B2
4027,1.14.14.51,P17180
4031,1.14.14.149,P05164
4032,1.14.14.115,P22195
4034,1.14.14.30,P80025
4035,1.14.14.73,A0A452E9Y6
4037,1.14.14.114,A0A3P6ACW4
4038,1.14.14.154,A0A0A0Y4H8
4041,1.14.14.21,A0A6J1DYY6
4043,1.14.14.92,A0A1S3B0M4
4045,1.14.15.18,A0A1U8I189
4047,1.14.14.91,Q05855
4048,1.14.14.18,A0A7J7GBF7
4054,1.14.14.149,D4A400
4065,1.14.14.29,O94753
4067,1.14.14.107,P07202
4072,1.14.14.32,P30710
4074,1.14.14.137,Q96SL4
4092,1.14.14.150,Q86EQ5
4094,1.14.14.83,P04963
4095,1.14.14.114,Q8I1N3
4099,1.14.14.79,A0A0R0HDJ7
4100,1.14.14.16,P48534
4106,1.14.14.1,Q9S9G3
4110,1.14.14.137,A0A1U8KH60
4111,1.14.14.91,Q8H9F0
4112,1.14.14.32,Q42459
4113,1.14.15.13,A0A1D6PD16
4114,1.14.14.B9,B9SGR9
4120,1.14.15.4,Q84KR8
4124,1.14.14.126,P36969
4126,1.14.14.5,O70325
4127,1.14.14.137,Q9N2J2
4128,1.14.14.137,C3VVL8
4131,1.14.14.149,O24031
4136,1.14.14.44,W5IDB6
4145,1.14.14.98,Q3SC77
4146,1.14.14.154,Q96V56
4149,1.14.14.43,P81701
4152,1.14.14.154,Q8LLW7
4158,1.14.14.1,A0A2P1C6N4
4169,1.14.14.82,A0A1B1V5U4
4171,1.14.14.19,P0C8F0
4172,1.14.15.18,Q50473
4173,1.14.14.141,A0A143G976
4176,1.14.14.21,A0A653FN71
4178,1.14.14.11,P37743
4179,1.14.14.82,A0A483I6M4
4183,1.14.14.73,A0A1Y2J9N1
4188,1.14.14.11,B9USM4
4192,1.14.15.18,P30044
4194,1.14.14.154,Q1AN22
4195,1.14.14.80,B1N694
4199,1.14.14.154,Q93X25
4200,1.14.14.154,O69777
4201,1.14.14.90,A1KZ88
4203,1.14.14.91,A0A437BJV5
4208,1.14.15.7,A0A438YE16
4209,1.14.14.107,Q9GSV3
4217,1.14.14.137,A0A827LFU8
4221,1.14.14.48,O77834
4222,1.14.14.147,O35244
4227,1.14.14.154,B9W4V6
4228,1.14.14.B9,A0A023H3G4
4229,1.14.14.24,A0A023H437
4231,1.14.14.88,G1JSL4
4232,1.14.15.16,Q9FLN9
4237,1.14.14.25,P22658
4239,1.14.14.5,A0A4P7UKY5
4257,1.14.14.86,A0A826WRH4
4269,1.14.14.79,A0A3A9UDU4
4270,1.14.15.16,A0A2S3WEF1
4271,1.14.14.32,A7LCR4
4272,1.14.14.124,A0A367PBS9
4274,1.14.14.1,P96984
4276,1.14.14.44,Q93SY8
4281,1.14.14.82,A7LBQ5
4286,1.14.14.16,A7LCQ4
4291,1.14.14.16,T1T0J4
4292,1.14.15.4,P08127
4293,1.14.14.94,O24828
4294,1.14.14.105,Q9L780
4296,1.14.14.158,A0A080V6I1
4297,1.14.14.9,Q6A2R5
4298,1.14.14.59,Q6EM23
4302,1.14.14.80,A4ZY64
4304,1.14.14.114,A0A8F9X1R7
4305,1.14.14.73,P31003
4307,1.14.14.86,A0A385BBK3
4312,1.14.14.9,T1WJ05
4315,1.14.14.80,A0A8E3UC28
4317,1.14.14.29,A0A427Q6Q6
4320,1.14.14.137,P15110
4322,1.14.15.18,A0A841N102
4325,1.14.15.16,A0A6P0B035
4328,1.14.14.80,Q75W71
4329,1.14.14.1,Q67FT0
4332,1.14.15.16,Q9S3U6
4336,1.14.15.4,A0A127CMI7
4343,1.14.14.126,I1KDP2
4346,1.14.15.16,A0A8E1SA38
4348,1.14.14.9,A0A146GFS8
4350,1.14.14.82,Q6AYR0
4354,1.14.14.32,H0W6P0
4355,1.14.14.56,Q0VCA8
4361,1.14.14.126,Q78JT3
4363,1.14.14.137,Q9AXG8
4370,1.14.15.4,S4UKU4
4371,1.14.14.82,B6D1W5
4372,1.14.14.86,A0A1Y1IUD6
4375,1.14.14.107,A0A8I1JLC4
4378,1.14.14.145,P21643
4379,1.14.14.1,P20351
4380,1.14.14.173,A7RFF0
4385,1.14.14.80,Q42781
4388,1.14.14.51,A0A060L990
4392,1.14.14.32,P16050
4399,1.14.14.11,A0A1Q9R2T0
4402,1.14.15.7,A0A8G3PMP1
4403,1.14.14.11,A0A5F0ZB27
4405,1.14.14.11,P17295
4406,1.14.14.77,A0A376RPH2
4409,1.14.14.21,Q6PDY2
4410,1.14.15.16,Q96SZ5
4413,1.14.14.30,Q16878
4415,1.14.15.4,A0A165A4Z4
4416,1.14.15.16,A0A068N841
4435,1.14.14.18,P16469
4436,1.14.14.161,P27479
4437,1.14.14.21,P18054
4438,1.14.14.25,P39655
4439,1.14.14.115,P12530
4440,1.14.14.17,F1LQ70
4442,1.14.15.9,A0A8M1P9T6
4444,1.14.14.75,A0A096P2G1
4450,1.14.14.32,P09917
4452,1.14.14.81,P48999
4453,1.14.14.17,P12527
4454,1.14.14.48,Q7M0C1
4458,1.14.14.9,B0BK98
4459,1.14.14.82,P47231
4461,1.14.14.148,A0A2X1G4T5
4466,1.14.15.24,A0A430BE35
4467,1.14.15.16,Q8KRD4
4469,1.14.14.32,B3VTL5
4484,1.14.14.94,Q8GNT2
4485,1.14.14.126,A0A072V8S5
4486,1.14.14.126,Q9M9F5
4491,1.14.14.107,Q9M6E8
4496,1.14.14.139,P48775
4497,1.14.14.56,B1AC39
4500,1.14.14.10,C3Y9Y8
4508,1.14.14.94,Q99JT9
4511,1.14.14.157,Q9ZFE7
4514,1.14.14.137,A0A8B4UL59
4523,1.14.14.82,Q41238
4524,1.14.14.1,Q06327
4527,1.14.14.59,A1XCI0
4529,1.14.14.145,P38416
4531,1.14.14.173,A3KN98
4532,1.14.14.83,G1SEP0
4533,1.14.15.4,Q9HAY6
4534,1.14.14.73,Q9I993
4538,1.14.14.82,Q9VFS2
4540,1.14.14.11,Q9ZBB0
4544,1.14.14.64,Q7XJM2
4547,1.14.14.127,E1C8E0
4549,1.14.14.92,Q99NF1
4554,1.14.14.43,Q8KLK7
4562,1.14.14.11,Q9SGH6
4563,1.14.14.117,A0A1S3ZX38
4570,1.14.14.73,A0A1Y1MYG9
4573,1.14.14.98,Q2ACC8
4575,1.14.14.81,Q12723
4579,1.14.15.16,A0A085VNZ9
4581,1.14.14.21,A0A2V4PSV5
4583,1.14.14.12,A0A0K1ZTH9
4584,1.14.14.32,P39889
4587,1.14.14.1,A0A8D2BGY0
4589,1.14.14.126,A0A7G2F110
4590,1.14.14.126,Q9QXN4
4592,1.14.14.154,A0A445JW29
4595,1.14.14.1,O75936
4596,1.14.14.41,H0V3C9
4597,1.14.14.80,A6YRI8
4599,1.14.15.4,A0A4X1SZK1
4600,1.14.14.30,Q5VSQ6
4601,1.14.14.32,Q9SZT0
4605,1.14.14.107,Q20065
4606,1.14.15.24,E1BY52
4607,1.14.15.4,Q4V4D0
4609,1.14.14.80,A8IDI8
4611,1.14.14.16,O00469
4612,1.14.15.7,P24802
4613,1.14.14.138,Q20679
4614,1.14.14.137,Q811A3
4615,1.14.14.167,A0A8D0HTG5
4620,1.14.15.30,Q66Q78
4621,1.14.15.13,Q9U6M1
4622,1.14.14.154,E9ADM7
4623,1.14.14.44,Q8IVL5
4627,1.14.14.50,Q9NVH6
4629,1.14.14.29,Q9XHG2
4630,1.14.14.81,Q05965
4631,1.14.14.1,A0A649UDL6
4632,1.14.14.74,Q53B69
4633,1.14.15.16,Q96330
4635,1.14.14.67,F2VR47
4637,1.14.15.7,A0A0B4KIE9
4638,1.14.14.126,A0A0C7DVW3
4639,1.14.15.5,A0A172MJX5
4640,1.14.14.11,A0A068EM79
4641,1.14.14.1,T1UPN7
4642,1.14.14.81,Q8H249
4647,1.14.14.92,M9MTF3
4648,1.14.14.87,P24397
4649,1.14.15.16,Q6V0J1
4651,1.14.14.64,Q9XJ43
4652,1.14.14.18,Q6EZB3
4653,1.14.14.145,A9Q1G4
4654,1.14.14.9,A2IBI0
4655,1.14.15.24,J7HDC2
4656,1.14.14.45,O49561
4657,1.14.14.84,Q9SQ80
4658,1.14.14.9,A0A2H5BXP8
4659,1.14.15.16,Q9XG83
4661,1.14.14.82,Q9C971
4662,1.14.15.3,I0J1I7
4663,1.14.14.73,Q3I411
4664,1.14.14.155,J9Z485
4665,1.14.14.11,W6RGX9
4666,1.14.14.88,Q0H2C9
4667,1.14.15.6,Q4W8B8
4671,1.14.14.B9,A0A366YE26
4672,1.14.14.126,A0A1Q9QY12
4674,1.14.14.86,O14832
4675,1.14.14.92,P57093
4676,1.14.15.4,O04847
4677,1.14.14.1,I0CBY7
4678,1.14.15.16,Q53939
4679,1.14.14.1,Q40062
4680,1.14.14.149,Q40061
4681,1.14.14.126,B5GLB5
4682,1.14.14.147,P11935
4683,1.14.14.80,P42219
4685,1.14.14.5,Q9NXG6
4691,1.14.14.1,D4N500
4692,1.14.14.82,D4N502
4693,1.14.14.11,Q6NS38
4694,1.14.14.137,A0A7L5V6B9
4695,1.14.15.7,E3VWK4
4697,1.14.14.86,Q6L732
4698,1.14.15.7,Q643C1
4699,1.14.14.B9,Q6WZB0
4701,1.14.14.9,P83309
4702,1.14.14.58,P83310
4703,1.14.14.32,E2GIN1
4704,1.14.14.78,A0A7D7HGR3
4705,1.14.14.114,Q15JG7
4706,1.14.15.18,A0A1B0GTI3
4707,1.14.14.91,Q2TDY4
4708,1.14.14.90,A0A7U7I5S1
4709,1.14.14.130,A0A6M9XEV5
4710,1.14.14.82,A0A1B8NY02
4712,1.14.14.48,A0A3E0X329
4713,1.14.15.3,A0A6G3SP56
4714,1.14.15.16,A0A1L2BVP0
4715,1.14.14.24,R9UTQ8
4716,1.14.14.80,Q84TC2
4717,1.14.14.16,Q9LE86
4718,1.14.14.B11,H9LJF9
4719,1.14.14.168,Q9LHN8
4720,1.14.14.11,G9M9M4
4721,1.14.14.51,W5QJZ5
4723,1.14.14.58,A0A1B2F2V5
4724,1.14.14.51,Q9V333
4725,1.14.14.32,D6W5M4
4726,1.14.14.107,Q8VYB9
4727,1.14.14.20,Q9V6L0
4728,1.14.14.9,Q8GUI6
4729,1.14.14.17,A0A4V8H042
4731,1.14.14.9,Q9WWU5
4732,1.14.14.82,A0A5E7G435
4733,1.14.14.1,A0A124XBA3
4734,1.14.14.89,A0A485H6Q6
4735,1.14.14.124,A0A446ZJM3
4736,1.14.14.21,A0A1Q9QZK3
4737,1.14.15.16,A0A2X2P8X9
4738,1.14.15.8,A0A2S3XBV8
4742,1.14.14.114,P0C619
4743,1.14.14.67,A0A7U3SDT7
4746,1.14.14.82,A0A071L867
4747,1.14.14.130,A0A2X1IKW7
4749,1.14.14.32,A0A7A2WW33
4750,1.14.14.155,A0A6A8FUS9
4751,1.14.14.36,A0A8H8UKW7
4754,1.14.15.16,A0A7T4FX51
4755,1.14.14.88,A0A8H6F284
4756,1.14.14.95,A0A653FCX3
4757,1.14.14.18,A0A0E8VH55
4758,1.14.14.19,A0A6F8PCP3
4759,1.14.14.45,Q52757
4760,1.14.14.33,A0A2J7Y7H3
4761,1.14.14.24,S5GDK5
4762,1.14.14.33,A0A478G622
4763,1.14.14.83,A0A1G5PS60
4764,1.14.14.9,Q8G8B6
4765,1.14.14.79,Q6QUY3
4767,1.14.15.8,P23262
4768,1.14.14.37,A0A5E7AQV6
4769,1.14.15.16,A0A1Q9X5F0
4770,1.14.14.21,A0A0A1E7Z2
4771,1.14.14.16,A0A2X1GG14
4772,1.14.14.21,A0A096F1C7
4773,1.14.14.137,A0A5E7FY06
4774,1.14.14.124,A0A8G7Q0J0
4775,1.14.14.11,A0A446ZKR8
4776,1.14.14.5,A0A385LI71
4777,1.14.14.29,A0A6I6XZX3
4778,1.14.14.154,A0A2X3FHU3
4779,1.14.14.17,A0A550F225
4781,1.14.14.137,A0A7T2W148
4782,1.14.14.82,A0A7Z6RRP5
4783,1.14.14.95,A0A1B1KDQ7
4785,1.14.14.108,A0A8I0IDS4
4786,1.14.14.83,A0A8G0G109
4787,1.14.14.21,Q8KLV6
4788,1.14.14.148,P15245
4789,1.14.15.13,Q306S4
4790,1.14.14.45,A0A096EZ69
4801,1.14.14.91,A0A024R8Z4
4802,1.14.14.82,P36365
4803,1.14.15.18,A0A5S6I6E9
4804,1.14.14.82,Q8K2I3
4805,1.14.14.B9,G1SX06
4806,1.14.14.121,A0SZ82
4807,1.14.14.9,A0A2K5X3X3
4808,1.14.14.17,G5E5R0
4809,1.14.14.58,Q95LA2
4810,1.14.14.171,P49328
4817,1.14.14.82,A8K693
4818,1.14.14.11,A0A8I6AUG8
4819,1.14.14.1,Q91WN4
4821,1.14.15.4,G1STL6
4823,1.14.14.87,A0A6C1E3E1
4824,1.14.14.108,A0A8H4BSS7
4825,1.14.15.16,Q8ISJ5
4826,1.14.14.9,Q93NG3
4827,1.14.14.32,A5LGH2
4828,1.14.15.24,A0A1K0IJW5
4830,1.14.14.44,A0A0H2LT01
4831,1.14.14.81,G8H1L8
4832,1.14.14.48,C0STX7
4833,1.14.14.133,Q84H73
4834,1.14.14.107,A5HLX5
4835,1.14.14.126,Q84H88
4836,1.14.14.91,Q84H76
4837,1.14.14.91,A0A1L1QK40
4838,1.14.15.16,A0A098BFR4
4839,1.14.14.147,Q6SSJ6
4840,1.14.14.91,A0A4P0TMS2
4841,1.14.14.56,Q9F131
4842,1.14.14.114,A0A377X7S7
4843,1.14.14.94,A0A2X1GN79
4844,1.14.14.86,A0A7Z8I9V8
4845,1.14.14.126,A0A8G0HPF5
4846,1.14.14.95,E7CYP8
4847,1.14.15.16,P27353
4848,1.14.14.80,Q2LI72
4849,1.14.14.147,Q92402
4850,1.14.14.80,A0A2S5CVU9
4851,1.14.14.155,A7KS54
4852,1.14.14.91,Q58PK7
4853,1.14.14.23,A0A8G2I1C2
4854,1.14.14.45,Q9BDQ7
4856,1.14.15.4,O06647
4857,1.14.14.126,P42535
4858,1.14.15.13,A0A0J6VZ85
4861,1.14.15.4,A0A7D5KWU8
4862,1.14.14.175,A0A0H5NTR2
4864,1.14.14.79,O05935
4865,1.14.15.9,A0A2K3D2M2
4866,1.14.15.16,Q5EFU4
4878,1.14.14.86,A0A401M4S0
4879,1.14.14.23,Q2KQ82
4881,1.14.14.11,A0A1R4FWC3
4882,1.14.14.33,A0A379J8A5
4883,1.14.14.149,B7T912
4884,1.14.14.B11,A0A8H2RTE4
4885,1.14.14.81,A0A654TM06
4886,1.14.15.7,D6CHF2
4887,1.14.14.25,L0N8S9
4888,1.14.14.91,Q8MP06
4889,1.14.14.79,P82679
4890,1.14.14.114,A0A1F2Q5E6
4891,1.14.14.44,Q9X404
4899,1.14.14.82,P86491
4900,1.14.14.155,A0A379KRK0
4901,1.14.15.16,Q9ZWM5
4902,1.14.14.147,A0A3L6GA89
4903,1.14.14.21,Q9MBA1
4904,1.14.14.126,I1X0L7
4905,1.14.14.152,A0A8G7VX80
4907,1.14.14.102,M1EY73
4908,1.14.14.48,E9JFX9
4909,1.14.14.29,Q84KI1
4910,1.14.15.8,P31513
4912,1.14.14.73,Q9EQ76
4915,1.14.14.9,H3JQW0
4917,1.14.14.9,A7YVV2
4918,1.14.14.149,D2STN9
4919,1.14.14.81,C6FI48
4920,1.14.14.5,O64489
4921,1.14.14.154,E3VWK3
4922,1.14.14.134,E3VWI7
4923,1.14.14.16,A0A1K0IH49
4924,1.14.14.9,A0A2J7YH07
4925,1.14.14.48,H9N290
4926,1.14.14.11,Q54530
4927,1.14.14.26,P32009
4928,1.14.14.51,Q9ZAU3
4929,1.14.14.163,A0A0N9ZPK6
4931,1.14.14.80,B4XY99
4938,1.14.14.16,Q9AIX6
4940,1.14.14.63,H1ZZA4
4943,1.14.14.114,G8FRC5
4945,1.14.14.33,Q01911
4946,1.14.14.91,Q93L51
4947,1.14.14.1,Q3S8R0
4948,1.14.14.51,Q3S8Q4
4949,1.14.14.77,B0FXI0
4950,1.14.14.148,Q00459
4951,1.14.14.21,Q9ANX2
4952,1.14.14.164,Q9SS04
4953,1.14.14.81,A0A1P7ZDJ6
4954,1.14.14.11,A0A1A0GGF7
4958,1.14.14.1,Q16750
4959,1.14.14.1,Q04552
4960,1.14.14.141,A0A0G2JXU4
4961,1.14.14.82,P11371
4962,1.14.14.17,A0A8C1NRV4
4963,1.14.14.1,D3TJH0
4964,1.14.14.1,Q52TE7
4965,1.14.14.1,O09158
4966,1.14.14.31,Q2EYY8
4967,1.14.14.1,Q2EPZ0
4971,1.14.14.1,Q6TH81
4972,1.14.14.11,C5I988
4973,1.14.14.3,H8ZWG6
4974,1.14.14.3,Q56699
4975,1.14.14.30,A0A2I6IH10
4976,1.14.14.9,A0A1Q9QZX7
4977,1.14.14.82,A0A1A9PB03
4978,1.14.14.74,A0A2X3GVW4
4979,1.14.14.45,A0A5E5R4G2
4980,1.14.14.9,Q6Q271
4981,1.14.14.5,P98187
4982,1.14.14.B9,A8CBS0
4983,1.14.14.16,P54989
4984,1.14.14.17,E5Q9D7
4985,1.14.14.115,A9QNE6
4986,1.14.14.82,J7MB22
4987,1.14.14.B11,J7M8Q0
4988,1.14.14.86,A1YJE3
4989,1.14.14.B11,A7KMF3
4990,1.14.14.11,O06834
4991,1.14.14.131,G3XEX5
4992,1.14.14.11,A0A076JVU4
4993,1.14.14.11,O33471
4994,1.14.14.137,A8BQ92
4995,1.14.14.17,G3XEX2
4996,1.14.14.21,A0A654TG60
4997,1.14.14.137,Q42600
4998,1.14.14.114,P11511
5000,1.14.14.51,P00191
5001,1.14.14.71,Q8TE42
5002,1.14.14.16,Q64562
5003,1.14.14.16,P15540
5004,1.14.14.32,E7EVQ6
5005,1.14.14.24,P52020
5006,1.14.14.17,Q3TSS7
5007,1.14.14.17,A0A6A5PXG6
5008,1.14.14.56,A0A1P8BA09
5009,1.14.14.17,K7STL0
5010,1.14.14.17,A9XN69
5011,1.14.14.29,A0A2Z5ENB1
5012,1.14.14.86,A0A0K0VH94
5014,1.14.14.17,A0A8H6BUX5
5015,1.14.14.86,A0A289Z0Q6
5016,1.14.14.17,A0A8D0MB77
5017,1.14.14.12,A0A5P2UAL8
5018,1.14.14.12,Q6FH11
5020,1.14.14.57,A0A8I5ZX80
5032,1.14.14.18,Q94FX1
5033,1.14.14.141,Q16ZP2
5034,1.14.14.11,P05093
5035,1.14.14.32,P11715
5038,1.14.14.32,Q64410
5039,1.14.14.32,P19100
5040,1.14.14.157,P05185
5042,1.14.14.91,Q29497
5044,1.14.14.20,A0A069AW73
5045,1.14.14.145,A7LCL0
5046,1.14.14.126,Q9LAG3
5047,1.14.14.18,Q8GRC5
5048,1.14.14.11,A0A0C6DRW4
5049,1.14.14.154,Q9LBX2
5050,1.14.14.29,Q3HSE4
5051,1.14.14.21,U3GN22
5052,1.14.14.83,Q9LBX4
5053,1.14.15.7,Q8GRC7
5054,1.14.14.165,Q0ZIH7
5055,1.14.14.9,U3GQJ5
5056,1.14.14.154,P22680
5057,1.14.14.9,P18125
5058,1.14.14.1,P46634
5059,1.14.14.114,A1L3S6
5060,1.14.14.11,P51542
5061,1.14.14.23,A0A1U7Q986
5062,1.14.14.137,Q5ILH2
5063,1.14.14.127,P08683
5064,1.14.14.56,Q6VVX0
5065,1.14.14.1,O46658
5066,1.14.14.24,Q6VVW9
5068,1.14.14.107,Q9Y6A2
5069,1.14.14.82,Q9WVK8
5070,1.14.14.20,F7EN52
5071,1.14.14.45,O75881
5072,1.14.14.91,Q9JKJ9
5073,1.14.14.104,Q63688
5074,1.14.14.160,Q60991
5075,1.14.14.9,P96072
5076,1.14.14.63,Q00G65
5078,1.14.14.21,P70687
5079,1.14.14.32,P30437
5080,1.14.14.32,Q2XVA1
5081,1.14.14.32,P27786
5082,1.14.14.32,Q9GMC8
5083,1.14.14.32,Q9GMC7
5084,1.14.14.32,Q8HYN1
5085,1.14.14.32,A0A8C4ECQ9
5086,1.14.14.32,Q9N0U7
5088,1.14.14.33,A7LIY3
5089,1.14.14.33,A7LKG7
5090,1.14.14.33,A7LKG8
5091,1.14.14.11,Q9F9T3
5092,1.14.14.56,O85764
5093,1.14.14.35,Q65YW9
5094,1.14.14.43,Q43135
5095,1.14.14.81,O48958
5097,1.14.14.85,Q6XQ14
5098,1.14.14.43,P48421
5099,1.14.14.32,A0A068Q609
5100,1.14.14.127,O65782
5101,1.14.14.79,Q9FMV7
5102,1.14.14.48,A0A1J6JQE7
5103,1.14.14.94,Q9ZUX1
5104,1.14.14.50,I1TEM1
5105,1.14.14.71,Q9XHE8
5106,1.14.14.51,P33261
5107,1.14.14.21,O85057
5108,1.14.14.54,Q9URR6
5109,1.14.14.56,P08684
5110,1.14.14.57,Q9GJX5
5111,1.14.14.81,A0A1D6F9Y9
5112,1.14.14.74,Q9LSF8
5113,1.14.14.59,A0A1D6HSP4
5114,1.14.14.11,A0A0Y0GRS3
5115,1.14.15.16,A0A0S1TP26
5116,1.14.14.126,A0A0C5QRZ2
5117,1.14.14.91,A0A1I9Q5Z0
5118,1.14.14.137,A0A3Q7HS74
5119,1.14.14.82,A0A125QZE2
5120,1.14.14.11,K7NBR2
5121,1.14.14.164,W0FKI0
5122,1.14.14.73,I3LS94
5123,1.14.14.94,P51589
5124,1.14.14.174,A0A1J1DVP9
5125,1.14.14.51,P78329
5126,1.14.14.5,Q6ZWL3
5127,1.14.14.33,O23066
5128,1.14.14.32,B8QHP5
5129,1.14.14.91,Q02928
5130,1.14.14.86,A2RRT9
5131,1.14.14.80,A0A1P8NQJ7
5132,1.14.14.81,Q76LL4
5133,1.14.14.91,Q304Q5
5134,1.14.14.81,Q52YL8
5135,1.14.14.78,Q6YLS3
5136,1.14.14.81,Q84NG3
5137,1.14.14.11,P37120
5138,1.14.14.81,Q5EWY2
5139,1.14.14.21,Q9FS35
5140,1.14.14.81,Q9FPN4
5141,1.14.14.60,Q304Q4
5142,1.14.14.81,Q2UYU7
5143,1.14.14.81,U3LXJ8
5144,1.14.14.58,A0A1S5T865
5145,1.14.14.20,A3KLR7
5146,1.14.14.32,E0D4W1
5147,1.14.14.21,Q9SD85
5148,1.14.14.82,C1J0N9
5149,1.14.14.82,F6KZD5
5150,1.14.14.139,Q8W3Y5
5151,1.14.14.82,T1NXM5
5152,1.14.14.150,A0A0P0YJU0
5153,1.14.14.94,Q3C211
5154,1.14.14.91,Q9FPN2
5155,1.14.14.82,Q767R1
5156,1.14.14.82,Q6QHJ9
5157,1.14.14.82,Q59I68
5158,1.14.14.20,Q8S9C6
5159,1.14.14.33,C5XWH8
5160,1.14.14.18,A1XBC6
5161,1.14.14.17,Q9FPN5
5162,1.14.14.137,Q304R0
5163,1.14.14.33,Q0QLB3
5164,1.14.14.16,C5IGQ5
5165,1.14.14.57,A0A0S2LLA9
5166,1.14.14.82,E0D4W2
5167,1.14.14.87,Q8VWZ7
5168,1.14.14.82,A0A7D3QT71
5169,1.14.14.45,A0A0A7DLM4
5170,1.14.14.83,D1MI46
5171,1.14.14.41,Q59723
5172,1.14.14.85,U5NE19
5173,1.14.14.86,F2ZAE0
5174,1.14.14.126,Q93ZB2
5175,1.14.14.12,A0A0G2RKY1
5176,1.14.14.9,A0A0N7H9X2
5177,1.14.14.86,Q6XAF4
5178,1.14.14.145,Q9SXS3
5179,1.14.14.102,Q7XAU5
5180,1.14.14.150,Q9SWR5
5181,1.14.14.11,Q84QI4
5182,1.14.14.87,A5LGW8
5183,1.14.14.11,A0A072UPL5
5184,1.14.14.109,Q6WNQ9
5185,1.14.14.88,Q2ENF7
5186,1.14.14.126,A0A0U1WKA6
5187,1.14.14.128,Q6WNR0
5188,1.14.14.80,Q2LAL0
5189,1.14.14.16,P93147
5190,1.14.14.91,Q9SB21
5191,1.14.14.91,A0A1Z2R7G9
5192,1.14.14.91,A0A1Z2R7G8
5193,1.14.14.B13,Q04468
5194,1.14.14.91,Q43067
5195,1.14.14.91,C5IWL6
5196,1.14.14.82,P37114
5197,1.14.14.91,Q17UC0
5198,1.14.14.91,P48522
5199,1.14.14.117,Q0Q5Z4
5200,1.14.14.91,A0A1B1IHZ1
5201,1.14.14.126,Q9AR74
5202,1.14.14.21,Q43033
5203,1.14.14.91,A0A2Z4I2V7
5204,1.14.14.91,F4YRL2
5205,1.14.14.29,E3T9X1
5206,1.14.14.86,P17549
5207,1.14.14.92,A8I4F4
5208,1.14.14.93,Q42798
5209,1.14.14.94,Q9EP75
5210,1.14.14.139,Q08477
5211,1.14.14.124,P51869
5212,1.14.14.B13,A0A3Q8QEF5
5213,1.14.14.95,D5J9U8
5214,1.14.14.16,D5JBX1
5215,1.14.14.151,D5JBW9
5216,1.14.14.95,D5JBX0
5217,1.14.14.102,F2Z9C1
5218,1.14.14.32,A0A1W6S9Y7
5219,1.14.14.139,L7X0L7
5220,1.14.14.81,Q6IV13
5221,1.14.14.80,O64900
5222,1.14.14.126,Q9SP06
5223,1.14.14.115,B2BF50
5224,1.14.14.73,A0A1U7Z269
5225,1.14.14.103,P98183
5226,1.14.14.149,A0A218NGS0
5227,1.14.15.16,Q9AXM6
5228,1.14.14.82,Q8W4T9
