enzyme,ecnumber,uniprot_id,source
3626,1.14.14.78,Q0GU43,brenda
3639,1.14.14.86,A0A0E3GVU7,brenda
3643,1.14.14.1,Q9LAH5,brenda
3645,1.14.14.91,A0A850LHL4,brenda
3651,1.14.14.151,Q8GPG4,brenda
3654,1.14.14.1,A0A024RB79,brenda
3667,1.14.14.29,Q8JGM4,brenda
3669,1.14.14.82,Q6IUU3,brenda
3671,1.14.15.24,A0A8D0SNE5,brenda
3674,1.14.14.82,O08841,brenda
3675,1.14.15.16,I1LEN2,brenda
3678,1.14.14.78,F1N2K1,brenda
3679,1.14.14.82,Q99JK4,brenda
3680,1.14.14.82,P57681,brenda
3686,1.14.14.164,Q9Y3D2,brenda
3688,1.14.14.154,A0A655FA47,brenda
3694,1.14.14.B11,A0A1X1A3P0,brenda
3697,1.14.14.29,O33579,brenda
3702,1.14.14.32,A0A2X1L4F0,brenda
3703,1.14.14.120,Q9D6Y7,brenda
3705,1.14.14.B9,Q9UJ68,brenda
3707,1.14.14.33,Q923M1,brenda
3710,1.14.14.141,G3K2M3,brenda
3714,1.14.14.1,Q9LY15,brenda
3718,1.14.14.23,P14930,brenda
3723,1.14.14.114,A0A7U4HXL0,brenda
3733,1.14.15.4,A0A777TKR5,brenda
3735,1.14.14.21,A0A2G3ALE1,brenda
3739,1.14.14.34,C6SVM8,brenda
3740,1.14.14.105,A0A8B4R2D1,brenda
3750,1.14.14.9,A0A045IHC6,brenda
3756,1.14.14.114,A0A0K6AB51,brenda
3757,1.14.14.21,A0A2X1UEF1,brenda
3758,1.14.14.108,Q84UH6,brenda
3770,1.14.14.31,Q4VDN8,brenda
3772,1.14.15.5,A0A089N0V6,brenda
3781,1.14.14.94,A0A376Y7Y8,brenda
3783,1.14.14.86,Q9Y6N5,brenda
3784,1.14.14.81,Q7ZAG8,brenda
3785,1.14.14.94,Q52722,brenda
3806,1.14.14.127,A0A0F8LYJ9,brenda
3810,1.14.14.114,A0A1P8AQM5,brenda
3817,1.14.14.18,A0A7C2SK18,brenda
3818,1.14.14.B9,A0A4P7UFT1,brenda
3820,1.14.14.35,Q59339,brenda
3822,1.14.14.80,A8JZC1,brenda
3827,1.14.14.154,Q56350,brenda
3829,1.14.14.1,E2F391,brenda
3834,1.14.14.1,Q9Z3W4,brenda
3838,1.14.14.168,A0A448EMD9,brenda
3845,1.14.15.3,B5M678,brenda
3847,1.14.15.16,Q9ZQV0,brenda
3848,1.14.14.149,D2XZ13,brenda
3852,1.14.14.137,A1KWR4,brenda
3859,1.14.15.18,Q99044,brenda
3874,1.14.14.48,P86328,brenda
3890,1.14.14.154,B5G547,brenda
3891,1.14.14.147,D9MPF7,brenda
3893,1.14.14.33,R9WT55,brenda
3894,1.14.14.176,Q2VT19,brenda
3916,1.14.14.17,A0A3L6DYA5,brenda
3920,1.14.14.77,C5XB99,brenda
3926,1.14.14.94,Q9ZR61,brenda
3927,1.14.14.16,Q53692,brenda
3930,1.14.14.80,Q41266,brenda
3940,1.14.14.126,P16083,brenda
3941,1.14.14.82,Q6AY80,brenda
3946,1.14.14.48,P49053,brenda
3947,1.14.14.137,A7KH27,brenda
3953,1.14.14.44,A0A023WPH5,brenda
3971,1.14.14.81,A0A8G0F201,brenda
3979,1.14.14.1,A0A0J5VUX9,brenda
3980,1.14.14.106,A0A0B0DQH1,brenda
3985,1.14.14.94,A0A5F5PQH2,brenda
3990,1.14.14.1,A0A6A5PZS8,brenda
4003,1.14.14.11,A0A496I2B2,brenda
4027,1.14.14.73,P17180,brenda
4031,1.14.14.86,P05164,brenda
4034,1.14.14.30,P80025,brenda
4035,1.14.14.73,A0A452E9Y6,brenda
4038,1.14.14.154,A0A0A0Y4H8,brenda
4041,1.14.14.21,A0A6J1DYY6,brenda
4043,1.14.14.81,A0A1S3B0M4,brenda
4045,1.14.15.18,A0A1U8I189,brenda
4047,1.14.14.91,Q05855,brenda
4048,1.14.14.18,A0A7J7GBF7,brenda
4065,1.14.14.162,O94753,brenda
4072,1.14.14.32,P30710,brenda
4074,1.14.14.126,Q96SL4,brenda
4092,1.14.14.150,Q86EQ5,brenda
4094,1.14.14.1,P04963,brenda
4095,1.14.14.114,Q8I1N3,brenda
4099,1.14.14.79,A0A0R0HDJ7,brenda
4100,1.14.14.16,P48534,brenda
4106,1.14.14.1,Q9S9G3,brenda
4110,1.14.14.137,A0A1U8KH60,brenda
4113,1.14.15.13,A0A1D6PD16,brenda
4114,1.14.14.B9,B9SGR9,brenda
4120,1.14.15.4,Q84KR8,brenda
4127,1.14.14.137,Q9N2J2,brenda
4128,1.14.14.137,C3VVL8,brenda
4131,1.14.14.149,O24031,brenda
4136,1.14.14.44,W5IDB6,brenda
4145,1.14.14.98,Q3SC77,brenda
4146,1.14.14.154,Q96V56,brenda
4149,1.14.14.114,P81701,brenda
4152,1.14.14.154,Q8LLW7,brenda
4158,1.14.14.1,A0A2P1C6N4,brenda
4169,1.14.14.82,A0A1B1V5U4,brenda
4172,1.14.14.1,Q50473,brenda
4173,1.14.14.141,A0A143G976,brenda
4176,1.14.14.21,A0A653FN71,brenda
4178,1.14.14.11,P37743,brenda
4179,1.14.14.82,A0A483I6M4,brenda
4188,1.14.14.80,B9USM4,brenda
4192,1.14.15.18,P30044,brenda
4194,1.14.14.154,Q1AN22,brenda
4195,1.14.14.82,B1N694,brenda
4199,1.14.14.154,Q93X25,brenda
4200,1.14.14.154,O69777,brenda
4201,1.14.14.90,A1KZ88,brenda
4208,1.14.15.7,A0A438YE16,brenda
4209,1.14.14.107,Q9GSV3,brenda
4221,1.14.14.48,O77834,brenda
4222,1.14.14.147,O35244,brenda
4227,1.14.14.95,B9W4V6,brenda
4229,1.14.14.24,A0A023H437,brenda
4231,1.14.14.80,G1JSL4,brenda
4237,1.14.14.25,P22658,brenda
4239,1.14.14.5,A0A4P7UKY5,brenda
4257,1.14.14.5,A0A826WRH4,brenda
4270,1.14.15.16,A0A2S3WEF1,brenda
4271,1.14.14.126,A7LCR4,brenda
4272,1.14.14.124,A0A367PBS9,brenda
4274,1.14.14.1,P96984,brenda
4281,1.14.14.82,A7LBQ5,brenda
4291,1.14.14.16,T1T0J4,brenda
4292,1.14.15.16,P08127,brenda
4293,1.14.14.44,O24828,brenda
4296,1.14.15.18,A0A080V6I1,brenda
4297,1.14.14.9,Q6A2R5,brenda
4298,1.14.14.59,Q6EM23,brenda
4302,1.14.14.80,A4ZY64,brenda
4304,1.14.14.114,A0A8F9X1R7,brenda
4305,1.14.14.73,P31003,brenda
4307,1.14.14.86,A0A385BBK3,brenda
4312,1.14.14.9,T1WJ05,brenda
4315,1.14.14.80,A0A8E3UC28,brenda
4317,1.14.14.29,A0A427Q6Q6,brenda
4322,1.14.15.18,A0A841N102,brenda
4325,1.14.15.16,A0A6P0B035,brenda
4328,1.14.14.80,Q75W71,brenda
4329,1.14.14.139,Q67FT0,brenda
4332,1.14.15.16,Q9S3U6,brenda
4336,1.14.15.4,A0A127CMI7,brenda
4343,1.14.14.126,I1KDP2,brenda
4346,1.14.15.16,A0A8E1SA38,brenda
4348,1.14.14.9,A0A146GFS8,brenda
4354,1.14.14.32,H0W6P0,brenda
4355,1.14.14.56,Q0VCA8,brenda
4361,1.14.14.126,Q78JT3,brenda
4363,1.14.14.82,Q9AXG8,brenda
4370,1.14.15.4,S4UKU4,brenda
4371,1.14.14.82,B6D1W5,brenda
4372,1.14.14.86,A0A1Y1IUD6,brenda
4375,1.14.14.107,A0A8I1JLC4,brenda
4378,1.14.14.11,P21643,brenda
4380,1.14.14.173,A7RFF0,brenda
4385,1.14.14.80,Q42781,brenda
4388,1.14.14.51,A0A060L990,brenda
4399,1.14.14.107,A0A1Q9R2T0,brenda
4402,1.14.15.7,A0A8G3PMP1,brenda
4403,1.14.14.11,A0A5F0ZB27,brenda
4405,1.14.14.11,P17295,brenda
4406,1.14.14.77,A0A376RPH2,brenda
4410,1.14.15.16,Q96SZ5,brenda
4415,1.14.15.4,A0A165A4Z4,brenda
4416,1.14.15.16,A0A068N841,brenda
4435,1.14.14.82,P16469,brenda
4436,1.14.14.161,P27479,brenda
4437,1.14.14.21,P18054,brenda
4438,1.14.14.25,P39655,brenda
4439,1.14.14.137,P12530,brenda
4440,1.14.14.17,F1LQ70,brenda
4442,1.14.14.17,A0A8M1P9T6,brenda
4444,1.14.14.75,A0A096P2G1,brenda
4450,1.14.14.32,P09917,brenda
4452,1.14.14.81,P48999,brenda
4453,1.14.14.17,P12527,brenda
4454,1.14.14.21,Q7M0C1,brenda
4458,1.14.14.9,B0BK98,brenda
4459,1.14.14.82,P47231,brenda
4461,1.14.14.37,A0A2X1G4T5,brenda
4466,1.14.15.24,A0A430BE35,brenda
4467,1.14.15.16,Q8KRD4,brenda
4469,1.14.14.32,B3VTL5,brenda
4484,1.14.14.147,Q8GNT2,brenda
4485,1.14.14.126,A0A072V8S5,brenda
4486,1.14.14.139,Q9M9F5,brenda
4491,1.14.14.107,Q9M6E8,brenda
4496,1.14.14.139,P48775,brenda
4500,1.14.14.10,C3Y9Y8,brenda
4508,1.14.14.94,Q99JT9,brenda
4511,1.14.14.157,Q9ZFE7,brenda
4523,1.14.14.82,Q41238,brenda
4524,1.14.14.1,Q06327,brenda
4529,1.14.14.145,P38416,brenda
4531,1.14.14.173,A3KN98,brenda
4532,1.14.14.83,G1SEP0,brenda
4533,1.14.15.4,Q9HAY6,brenda
4534,1.14.14.32,Q9I993,brenda
4538,1.14.14.82,Q9VFS2,brenda
4540,1.14.14.92,Q9ZBB0,brenda
4544,1.14.14.64,Q7XJM2,brenda
4547,1.14.14.127,E1C8E0,brenda
4549,1.14.14.92,Q99NF1,brenda
4554,1.14.14.80,Q8KLK7,brenda
4563,1.14.14.117,A0A1S3ZX38,brenda
4570,1.14.15.4,A0A1Y1MYG9,brenda
4573,1.14.14.25,Q2ACC8,brenda
4575,1.14.14.81,Q12723,brenda
4579,1.14.14.91,A0A085VNZ9,brenda
4581,1.14.14.21,A0A2V4PSV5,brenda
4583,1.14.14.12,A0A0K1ZTH9,brenda
4584,1.14.14.32,P39889,brenda
4590,1.14.14.126,Q9QXN4,brenda
4592,1.14.14.154,A0A445JW29,brenda
4595,1.14.14.45,O75936,brenda
4597,1.14.14.89,A6YRI8,brenda
4599,1.14.15.4,A0A4X1SZK1,brenda
4600,1.14.14.108,Q5VSQ6,brenda
4601,1.14.14.32,Q9SZT0,brenda
4605,1.14.14.107,Q20065,brenda
4606,1.14.14.60,E1BY52,brenda
4607,1.14.15.4,Q4V4D0,brenda
4609,1.14.14.80,A8IDI8,brenda
4611,1.14.14.16,O00469,brenda
4612,1.14.14.11,P24802,brenda
4613,1.14.14.138,Q20679,brenda
4614,1.14.14.91,Q811A3,brenda
4615,1.14.14.167,A0A8D0HTG5,brenda
4620,1.14.14.24,Q66Q78,brenda
4621,1.14.14.B11,Q9U6M1,brenda
4622,1.14.14.154,E9ADM7,brenda
4623,1.14.14.71,Q8IVL5,brenda
4627,1.14.14.137,Q9NVH6,brenda
4629,1.14.14.25,Q9XHG2,brenda
4630,1.14.14.81,Q05965,brenda
4631,1.14.14.11,A0A649UDL6,brenda
4633,1.14.14.87,Q96330,brenda
4635,1.14.14.44,F2VR47,brenda
4637,1.14.14.1,A0A0B4KIE9,brenda
4638,1.14.14.5,A0A0C7DVW3,brenda
4639,1.14.14.141,A0A172MJX5,brenda
4640,1.14.14.11,A0A068EM79,brenda
4641,1.14.14.1,T1UPN7,brenda
4642,1.14.14.126,Q8H249,brenda
4647,1.14.14.92,M9MTF3,brenda
4648,1.14.14.81,P24397,brenda
4649,1.14.15.16,Q6V0J1,brenda
4651,1.14.14.16,Q9XJ43,brenda
4653,1.14.14.145,A9Q1G4,brenda
4654,1.14.14.82,A2IBI0,brenda
4655,1.14.14.29,J7HDC2,brenda
4656,1.14.14.151,O49561,brenda
4657,1.14.14.126,Q9SQ80,brenda
4658,1.14.14.82,A0A2H5BXP8,brenda
4659,1.14.15.13,Q9XG83,brenda
4661,1.14.14.82,Q9C971,brenda
4662,1.14.14.87,I0J1I7,brenda
4663,1.14.14.16,Q3I411,brenda
4664,1.14.14.41,J9Z485,brenda
4665,1.14.14.11,W6RGX9,brenda
4666,1.14.14.88,Q0H2C9,brenda
4667,1.14.14.29,Q4W8B8,brenda
4671,1.14.15.16,A0A366YE26,brenda
4672,1.14.15.3,A0A1Q9QY12,brenda
4674,1.14.14.98,O14832,brenda
4675,1.14.14.81,P57093,brenda
4676,1.14.15.4,O04847,brenda
4677,1.14.14.80,I0CBY7,brenda
4678,1.14.14.16,Q53939,brenda
4679,1.14.14.1,Q40062,brenda
4680,1.14.14.149,Q40061,brenda
4681,1.14.14.80,B5GLB5,brenda
4682,1.14.14.147,P11935,brenda
4683,1.14.15.4,P42219,brenda
4685,1.14.14.16,Q9NXG6,brenda
4692,1.14.14.55,D4N502,brenda
4693,1.14.14.82,Q6NS38,brenda
4694,1.14.14.137,A0A7L5V6B9,brenda
4695,1.14.15.7,E3VWK4,brenda
4697,1.14.14.17,Q6L732,brenda
4699,1.14.14.82,Q6WZB0,brenda
4701,1.14.14.9,P83309,brenda
4703,1.14.14.83,E2GIN1,brenda
4704,1.14.14.78,A0A7D7HGR3,brenda
4705,1.14.14.114,Q15JG7,brenda
4707,1.14.14.91,Q2TDY4,brenda
4708,1.14.14.90,A0A7U7I5S1,brenda
4709,1.14.14.130,A0A6M9XEV5,brenda
4710,1.14.14.82,A0A1B8NY02,brenda
4712,1.14.14.48,A0A3E0X329,brenda
4713,1.14.15.3,A0A6G3SP56,brenda
4714,1.14.15.16,A0A1L2BVP0,brenda
4717,1.14.14.9,Q9LE86,brenda
4718,1.14.14.9,H9LJF9,brenda
4719,1.14.14.168,Q9LHN8,brenda
4720,1.14.14.11,G9M9M4,brenda
4721,1.14.14.51,W5QJZ5,brenda
4723,1.14.14.58,A0A1B2F2V5,brenda
4724,1.14.14.91,Q9V333,brenda
4725,1.14.14.92,D6W5M4,brenda
4727,1.14.14.81,Q9V6L0,brenda
4728,1.14.14.43,Q8GUI6,brenda
4729,1.14.14.17,A0A4V8H042,brenda
4731,1.14.14.126,Q9WWU5,brenda
4732,1.14.14.154,A0A5E7G435,brenda
4733,1.14.14.41,A0A124XBA3,brenda
4734,1.14.14.21,A0A485H6Q6,brenda
4735,1.14.14.25,A0A446ZJM3,brenda
4736,1.14.14.126,A0A1Q9QZK3,brenda
4737,1.14.14.98,A0A2X2P8X9,brenda
4738,1.14.14.131,A0A2S3XBV8,brenda
4742,1.14.14.175,P0C619,brenda
4743,1.14.14.23,A0A7U3SDT7,brenda
4746,1.14.14.59,A0A071L867,brenda
4747,1.14.14.126,A0A2X1IKW7,brenda
4749,1.14.14.11,A0A7A2WW33,brenda
4750,1.14.14.155,A0A6A8FUS9,brenda
4751,1.14.14.29,A0A8H8UKW7,brenda
4754,1.14.15.16,A0A7T4FX51,brenda
4755,1.14.14.88,A0A8H6F284,brenda
4756,1.14.14.95,A0A653FCX3,brenda
4757,1.14.14.18,A0A0E8VH55,brenda
4758,1.14.14.19,A0A6F8PCP3,brenda
4759,1.14.14.137,Q52757,brenda
4760,1.14.14.58,A0A2J7Y7H3,brenda
4761,1.14.14.24,S5GDK5,brenda
4762,1.14.14.1,A0A478G622,brenda
4763,1.14.14.154,A0A1G5PS60,brenda
4764,1.14.14.157,Q8G8B6,brenda
4765,1.14.15.13,Q6QUY3,brenda
4767,1.14.14.83,P23262,brenda
4768,1.14.14.51,A0A5E7AQV6,brenda
4769,1.14.14.95,A0A1Q9X5F0,brenda
4770,1.14.14.21,A0A0A1E7Z2,brenda
4771,1.14.14.16,A0A2X1GG14,brenda
4772,1.14.14.91,A0A096F1C7,brenda
4773,1.14.15.13,A0A5E7FY06,brenda
4774,1.14.14.83,A0A8G7Q0J0,brenda
4775,1.14.14.1,A0A446ZKR8,brenda
4776,1.14.14.154,A0A385LI71,brenda
4777,1.14.15.4,A0A6I6XZX3,brenda
4778,1.14.14.154,A0A2X3FHU3,brenda
4779,1.14.14.17,A0A550F225,brenda
4781,1.14.14.137,A0A7T2W148,brenda
4782,1.14.14.1,A0A7Z6RRP5,brenda
4783,1.14.14.17,A0A1B1KDQ7,brenda
4785,1.14.14.20,A0A8I0IDS4,brenda
4786,1.14.14.83,A0A8G0G109,brenda
4787,1.14.14.51,Q8KLV6,brenda
4788,1.14.14.148,P15245,brenda
4789,1.14.15.13,Q306S4,brenda
4790,1.14.14.9,A0A096EZ69,brenda
4801,1.14.14.154,A0A024R8Z4,brenda
4802,1.14.14.98,P36365,brenda
4803,1.14.14.173,A0A5S6I6E9,brenda
4804,1.14.14.1,Q8K2I3,brenda
4805,1.14.14.92,G1SX06,brenda
4806,1.14.14.121,A0SZ82,brenda
4808,1.14.14.17,G5E5R0,brenda
4809,1.14.14.159,Q95LA2,brenda
4810,1.14.14.133,P49328,brenda
4817,1.14.14.82,A8K693,brenda
4818,1.14.14.11,A0A8I6AUG8,brenda
4819,1.14.14.1,Q91WN4,brenda
4821,1.14.15.4,G1STL6,brenda
4823,1.14.14.87,A0A6C1E3E1,brenda
4824,1.14.14.108,A0A8H4BSS7,brenda
4825,1.14.15.16,Q8ISJ5,brenda
4826,1.14.14.9,Q93NG3,brenda
4827,1.14.14.86,A5LGH2,brenda
4830,1.14.14.44,A0A0H2LT01,brenda
4831,1.14.14.81,G8H1L8,brenda
4832,1.14.14.127,C0STX7,brenda
4833,1.14.14.91,Q84H73,brenda
4834,1.14.14.107,A5HLX5,brenda
4835,1.14.14.126,Q84H88,brenda
4836,1.14.14.33,Q84H76,brenda
4837,1.14.14.82,A0A1L1QK40,brenda
4838,1.14.14.137,A0A098BFR4,brenda
4839,1.14.14.1,Q6SSJ6,brenda
4840,1.14.14.91,A0A4P0TMS2,brenda
4841,1.14.15.18,Q9F131,brenda
4842,1.14.14.114,A0A377X7S7,brenda
4843,1.14.14.94,A0A2X1GN79,brenda
4845,1.14.14.126,A0A8G0HPF5,brenda
4846,1.14.14.95,E7CYP8,brenda
4847,1.14.14.81,P27353,brenda
4848,1.14.14.80,Q2LI72,brenda
4849,1.14.14.139,Q92402,brenda
4850,1.14.14.80,A0A2S5CVU9,brenda
4851,1.14.14.1,A7KS54,brenda
4852,1.14.14.91,Q58PK7,brenda
4853,1.14.14.23,A0A8G2I1C2,brenda
4854,1.14.14.45,Q9BDQ7,brenda
4856,1.14.14.45,O06647,brenda
4857,1.14.14.9,P42535,brenda
4861,1.14.14.56,A0A7D5KWU8,brenda
4862,1.14.14.82,A0A0H5NTR2,brenda
4864,1.14.14.91,O05935,brenda
4865,1.14.14.86,A0A2K3D2M2,brenda
4866,1.14.14.154,Q5EFU4,brenda
4878,1.14.14.86,A0A401M4S0,brenda
4879,1.14.14.87,Q2KQ82,brenda
4881,1.14.15.4,A0A1R4FWC3,brenda
4882,1.14.15.3,A0A379J8A5,brenda
4883,1.14.14.93,B7T912,brenda
4884,1.14.14.91,A0A8H2RTE4,brenda
4885,1.14.14.163,A0A654TM06,brenda
4886,1.14.14.168,D6CHF2,brenda
4887,1.14.14.154,L0N8S9,brenda
4888,1.14.14.95,Q8MP06,brenda
4889,1.14.14.64,P82679,brenda
4890,1.14.14.90,A0A1F2Q5E6,brenda
4891,1.14.14.155,Q9X404,brenda
4899,1.14.14.32,P86491,brenda
4900,1.14.14.155,A0A379KRK0,brenda
4901,1.14.15.16,Q9ZWM5,brenda
4902,1.14.14.147,A0A3L6GA89,brenda
4903,1.14.15.18,Q9MBA1,brenda
4905,1.14.14.152,A0A8G7VX80,brenda
4907,1.14.14.154,M1EY73,brenda
4908,1.14.14.24,E9JFX9,brenda
4909,1.14.14.134,Q84KI1,brenda
4910,1.14.14.32,P31513,brenda
4912,1.14.14.20,Q9EQ76,brenda
4915,1.14.15.18,H3JQW0,brenda
4917,1.14.14.9,A7YVV2,brenda
4918,1.14.14.149,D2STN9,brenda
4919,1.14.14.81,C6FI48,brenda
4920,1.14.14.20,O64489,brenda
4921,1.14.14.154,E3VWK3,brenda
4922,1.14.14.134,E3VWI7,brenda
4923,1.14.14.16,A0A1K0IH49,brenda
4924,1.14.14.91,A0A2J7YH07,brenda
4925,1.14.15.16,H9N290,brenda
4926,1.14.14.11,Q54530,brenda
4927,1.14.14.26,P32009,brenda
4928,1.14.14.B13,Q9ZAU3,brenda
4929,1.14.14.126,A0A0N9ZPK6,brenda
4931,1.14.14.80,B4XY99,brenda
4938,1.14.14.36,Q9AIX6,brenda
4940,1.14.14.63,H1ZZA4,brenda
4943,1.14.14.114,G8FRC5,brenda
4945,1.14.14.1,Q01911,brenda
4946,1.14.15.4,Q93L51,brenda
4947,1.14.14.1,Q3S8R0,brenda
4948,1.14.14.51,Q3S8Q4,brenda
4949,1.14.14.77,B0FXI0,brenda
4950,1.14.14.33,Q00459,brenda
4951,1.14.14.83,Q9ANX2,brenda
4952,1.14.14.164,Q9SS04,brenda
4953,1.14.14.81,A0A1P7ZDJ6,brenda
4954,1.14.14.11,A0A1A0GGF7,brenda
4958,1.14.14.1,Q16750,brenda
4959,1.14.14.1,Q04552,brenda
4960,1.14.14.145,A0A0G2JXU4,brenda
4961,1.14.14.94,P11371,brenda
4962,1.14.14.1,A0A8C1NRV4,brenda
4963,1.14.14.1,D3TJH0,brenda
4964,1.14.14.87,Q52TE7,brenda
4965,1.14.14.126,O09158,brenda
4966,1.14.14.1,Q2EYY8,brenda
4967,1.14.14.1,Q2EPZ0,brenda
4971,1.14.14.1,Q6TH81,brenda
4972,1.14.14.3,C5I988,brenda
4973,1.14.14.90,H8ZWG6,brenda
4974,1.14.14.114,Q56699,brenda
4975,1.14.14.24,A0A2I6IH10,brenda
4976,1.14.14.9,A0A1Q9QZX7,brenda
4977,1.14.14.9,A0A1A9PB03,brenda
4978,1.14.14.9,A0A2X3GVW4,brenda
4979,1.14.14.175,A0A5E5R4G2,brenda
4980,1.14.14.9,Q6Q271,brenda
4981,1.14.14.16,P98187,brenda
4982,1.14.14.126,A8CBS0,brenda
4983,1.14.14.154,P54989,brenda
4984,1.14.15.13,E5Q9D7,brenda
4985,1.14.14.155,A9QNE6,brenda
4986,1.14.14.31,J7MB22,brenda
4987,1.14.15.16,J7M8Q0,brenda
4988,1.14.14.B11,A1YJE3,brenda
4989,1.14.14.5,A7KMF3,brenda
4990,1.14.15.16,O06834,brenda
4991,1.14.14.147,G3XEX5,brenda
4992,1.14.14.73,A0A076JVU4,brenda
4993,1.14.14.9,O33471,brenda
4994,1.14.14.11,A8BQ92,brenda
4995,1.14.14.11,G3XEX2,brenda
4996,1.14.14.137,A0A654TG60,brenda
4997,1.14.14.77,Q42600,brenda
4998,1.14.14.14,P11511,brenda
5000,1.14.14.115,P00191,brenda
5001,1.14.14.16,Q8TE42,brenda
5002,1.14.14.1,Q64562,brenda
5003,1.14.14.92,P15540,brenda
5004,1.14.14.17,E7EVQ6,brenda
5005,1.14.14.80,P52020,brenda
5006,1.14.14.17,Q3TSS7,brenda
5007,1.14.14.11,A0A6A5PXG6,brenda
5008,1.14.14.17,A0A1P8BA09,brenda
5009,1.14.14.17,K7STL0,brenda
5010,1.14.14.17,A9XN69,brenda
5011,1.14.14.17,A0A2Z5ENB1,brenda
5012,1.14.14.17,A0A0K0VH94,brenda
5014,1.14.14.32,A0A8H6BUX5,brenda
5015,1.14.14.17,A0A289Z0Q6,brenda
5016,1.14.14.102,A0A8D0MB77,brenda
5017,1.14.14.17,A0A5P2UAL8,brenda
5018,1.14.14.79,Q6FH11,brenda
5020,1.14.14.18,A0A8I5ZX80,brenda
5032,1.14.14.18,Q94FX1,brenda
5033,1.14.14.81,Q16ZP2,brenda
5034,1.14.15.4,P05093,brenda
5035,1.14.14.137,P11715,brenda
5038,1.14.14.151,Q64410,brenda
5039,1.14.14.32,P19100,brenda
5040,1.14.14.25,P05185,brenda
5042,1.14.14.19,Q29497,brenda
5044,1.14.14.80,A0A069AW73,brenda
5045,1.14.14.3,A7LCL0,brenda
5046,1.14.14.20,Q9LAG3,brenda
5047,1.14.14.21,Q8GRC5,brenda
5048,1.14.14.75,A0A0C6DRW4,brenda
5049,1.14.14.16,Q9LBX2,brenda
5050,1.14.14.29,Q3HSE4,brenda
5051,1.14.14.82,U3GN22,brenda
5052,1.14.14.83,Q9LBX4,brenda
5053,1.14.14.115,Q8GRC7,brenda
5054,1.14.14.150,Q0ZIH7,brenda
5055,1.14.14.18,U3GQJ5,brenda
5056,1.14.14.78,P22680,brenda
5057,1.14.14.23,P18125,brenda
5058,1.14.14.23,P46634,brenda
5059,1.14.14.126,A1L3S6,brenda
5060,1.14.14.90,P51542,brenda
5061,1.14.14.23,A0A1U7Q986,brenda
5062,1.14.14.23,Q5ILH2,brenda
5063,1.14.14.149,P08683,brenda
5064,1.14.14.24,Q6VVX0,brenda
5065,1.14.14.24,O46658,brenda
5066,1.14.14.24,Q6VVW9,brenda
5068,1.14.14.25,Q9Y6A2,brenda
5069,1.14.14.126,Q9WVK8,brenda
5070,1.14.14.20,F7EN52,brenda
5071,1.14.14.57,O75881,brenda
5072,1.14.14.26,Q9JKJ9,brenda
5073,1.14.14.81,Q63688,brenda
5074,1.14.14.29,Q60991,brenda
5075,1.14.15.16,P96072,brenda
5076,1.14.14.137,Q00G65,brenda
5078,1.14.14.32,P70687,brenda
5079,1.14.14.32,P30437,brenda
5080,1.14.14.32,Q2XVA1,brenda
5081,1.14.14.137,P27786,brenda
5082,1.14.14.32,Q9GMC8,brenda
5083,1.14.14.32,Q9GMC7,brenda
5084,1.14.14.9,Q8HYN1,brenda
5085,1.14.14.32,A0A8C4ECQ9,brenda
5086,1.14.14.32,Q9N0U7,brenda
5088,1.14.14.33,A7LIY3,brenda
5089,1.14.14.44,A7LKG7,brenda
5090,1.14.14.83,A7LKG8,brenda
5091,1.14.14.33,Q9F9T3,brenda
5092,1.14.14.157,O85764,brenda
5094,1.14.14.19,Q43135,brenda
5095,1.14.14.37,O48958,brenda
5097,1.14.14.80,Q6XQ14,brenda
5098,1.14.14.98,P48421,brenda
5099,1.14.14.44,A0A068Q609,brenda
5100,1.14.15.16,O65782,brenda
5101,1.14.14.124,Q9FMV7,brenda
5102,1.14.14.48,A0A1J6JQE7,brenda
5103,1.14.14.94,Q9ZUX1,brenda
5104,1.14.14.133,I1TEM1,brenda
5105,1.14.14.114,Q9XHE8,brenda
5106,1.14.14.51,P33261,brenda
5107,1.14.14.51,O85057,brenda
5109,1.14.14.78,P08684,brenda
5110,1.14.15.3,Q9GJX5,brenda
5111,1.14.14.58,A0A1D6F9Y9,brenda
5112,1.14.14.1,Q9LSF8,brenda
5113,1.14.14.21,A0A1D6HSP4,brenda
5114,1.14.14.94,A0A0Y0GRS3,brenda
5115,1.14.14.175,A0A0S1TP26,brenda
5116,1.14.14.87,A0A0C5QRZ2,brenda
5117,1.14.14.115,A0A1I9Q5Z0,brenda
5118,1.14.14.1,A0A3Q7HS74,brenda
5119,1.14.14.21,A0A125QZE2,brenda
5120,1.14.14.126,K7NBR2,brenda
5121,1.14.14.164,W0FKI0,brenda
5122,1.14.14.73,I3LS94,brenda
5123,1.14.14.92,P51589,brenda
5124,1.14.14.26,A0A1J1DVP9,brenda
5125,1.14.14.78,P78329,brenda
5126,1.14.14.18,Q6ZWL3,brenda
5127,1.14.14.80,O23066,brenda
5128,1.14.14.80,B8QHP5,brenda
5129,1.14.14.21,Q02928,brenda
5130,1.14.14.82,A2RRT9,brenda
5131,1.14.14.80,A0A1P8NQJ7,brenda
5132,1.14.15.16,Q76LL4,brenda
5133,1.14.14.91,Q304Q5,brenda
5134,1.14.14.81,Q52YL8,brenda
5135,1.14.14.81,Q6YLS3,brenda
5136,1.14.14.81,Q84NG3,brenda
