enzyme_index,enzyme_input_id,global_enzyme_id,canonical_uniprot_id,receptor_status,enzyme_batch,has_heme,quality_tier,existing_pdb_path,alphafill_cif_path,heme_transplant_pdb_path,alphafold_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z
584,E0D4W1,ENZ_G000585,E0D4W1,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-E0D4W1-F1_heme.pdb,data\structures\alphafold\pdb\AF-E0D4W1-F1.pdb,4.454,-0.779,1.544
585,E0D4W2,ENZ_G000586,E0D4W2,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-E0D4W2-F1_heme.pdb,data\structures\alphafold\pdb\AF-E0D4W2-F1.pdb,4.21,0.909,4.082
586,E1B2Z9,ENZ_G000587,E1B2Z9,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\E1B2Z9-F1.cif,,,1.268,2.7,4.43
587,E3TB05,ENZ_G000588,E3TB05,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-E3TB05-F1_heme.pdb,data\structures\alphafold\pdb\AF-E3TB05-F1.pdb,-4.604,-1.37,-1.943
588,E3VWA8,ENZ_G000589,E3VWA8,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-E3VWA8-F1_heme.pdb,data\structures\alphafold\pdb\AF-E3VWA8-F1.pdb,3.404,-2.542,2.747
589,E3VWI3,ENZ_G000590,E3VWI3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\E3VWI3-F1.cif,,,0.067,3.267,-6.291
590,E3VWJ9,ENZ_G000591,E3VWJ9,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\E3VWJ9-F1.cif,,,-4.613,-3.111,-2.595
591,E3W9C4,ENZ_G000592,E3W9C4,pcpd_predicted,batch_1,1,,pcpd/CYP71BA1.pdb,,,,55.877,-7.185,11.668
592,E5A7D8,ENZ_G000593,E5A7D8,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\E5A7D8-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-E5A7D8-F1_heme.pdb,,2.98,0.689,4.56
593,E5FA70,ENZ_G000594,E5FA70,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-E5FA70-F1_heme.pdb,data\structures\alphafold\pdb\AF-E5FA70-F1.pdb,2.924,-4.048,1.395
594,E5G962,ENZ_G000595,E5G962,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-E5G962-F1_heme.pdb,data\structures\alphafold\pdb\AF-E5G962-F1.pdb,3.664,-4.073,1.853
595,E9KBR8,ENZ_G000596,E9KBR8,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\E9KBR8-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-E9KBR8-F1_heme.pdb,,4.84,-3.82,0.347
596,E9NSU2,ENZ_G000597,E9NSU2,experimental_pdb,batch_1,1,,s1_rcsb/5M0O,,,,5.008,-28.403,-28.677
597,E9Q5K4,ENZ_G000598,E9Q5K4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\E9Q5K4-F1.cif,,,2.597,2.496,1.819
598,E9QY26,ENZ_G000599,E9QY26,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\E9QY26-F1.cif,,,3.615,2.474,4.922
599,F1RE08,ENZ_G000600,F1RE08,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1RE08-F1.cif,,,5.486,2.197,4.65
600,F1SY49,ENZ_G000601,F1SY49,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY49-F1.cif,,,1.32,1.001,0.251
601,F1SY52,ENZ_G000602,F1SY52,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\F1SY52-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F1SY52-F1_heme.pdb,,1.416,0.985,5.359
602,F1SY62,ENZ_G000603,F1SY62,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY62-F1.cif,,,1.344,-4.535,3.319
603,F1SY66,ENZ_G000604,F1SY66,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY66-F1.cif,,,-0.723,-2.197,-2.024
604,F1SY70,ENZ_G000605,F1SY70,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\F1SY70-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F1SY70-F1_heme.pdb,,-2.334,2.002,2.957
605,F1SY71,ENZ_G000606,F1SY71,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\F1SY71-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F1SY71-F1_heme.pdb,,-1.098,1.9,0.361
606,F1SY73,ENZ_G000607,F1SY73,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY73-F1.cif,,,2.959,-1.329,-0.881
607,F1SY75,ENZ_G000608,F1SY75,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY75-F1.cif,,,-1.661,2.888,4.104
608,F1SY77,ENZ_G000609,F1SY77,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY77-F1.cif,,,-0.523,4.484,2.009
609,F1SY83,ENZ_G000610,F1SY83,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY83-F1.cif,,,1.889,-5.327,-1.183
610,F1SY85,ENZ_G000611,F1SY85,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY85-F1.cif,,,-2.992,4.664,-1.257
611,F1SY91,ENZ_G000612,F1SY91,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SY91-F1.cif,,,3.401,-4.046,5.085
612,F1SY95,ENZ_G000613,F1SY95,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\F1SY95-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F1SY95-F1_heme.pdb,,2.659,5.126,3.076
613,F1SYA2,ENZ_G000614,F1SYA2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SYA2-F1.cif,,,1.152,1.077,5.598
614,F1SYB2,ENZ_G000615,F1SYB2,no_template,batch_2,0,,,data\structures\alphafill\cif\F1SYB2-F1.cif,,,,,
615,F1SYC2,ENZ_G000616,F1SYC2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SYC2-F1.cif,,,-4.618,-0.984,-5.321
616,F1SYD1,ENZ_G000617,F1SYD1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SYD1-F1.cif,,,2.785,-3.665,2.144
617,F1SYE5,ENZ_G000618,F1SYE5,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\F1SYE5-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F1SYE5-F1_heme.pdb,,3.756,-0.771,3.82
618,F1SYF1,ENZ_G000619,F1SYF1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SYF1-F1.cif,,,4.038,-0.58,1.24
619,F1SYG6,ENZ_G000620,F1SYG6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F1SYG6-F1.cif,,,-1.802,-2.575,-1.005
620,F1SYH4,ENZ_G000621,F1SYH4,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\F1SYH4-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F1SYH4-F1_heme.pdb,,2.798,-2.549,3.412
621,F1T0M7,ENZ_G000622,F1T0M7,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F1T0M7-F1_heme.pdb,data\structures\alphafold\pdb\AF-F1T0M7-F1.pdb,1.481,-8.335,-1.12
622,F2DZ29,ENZ_G000623,F2DZ29,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F2DZ29-F1_heme.pdb,data\structures\alphafold\pdb\AF-F2DZ29-F1.pdb,3.615,1.279,1.676
623,F2Z9C1,ENZ_G000624,F2Z9C1,alphafill_not_found,batch_2,0,,,,,,3.171,2.327,2.380
624,F2ZAE0,ENZ_G000625,F2ZAE0,pcpd_predicted,batch_1,1,,pcpd/CYP701B1.pdb,,,,55.569,-7.466,11.413
625,F4IF38,ENZ_G000626,F4IF38,pcpd_predicted,batch_1,1,,pcpd/CYP79C1.pdb,,,,56.921,-7.647,12.665
626,F4IW82,ENZ_G000627,F4IW82,pcpd_predicted,batch_1,1,,pcpd/CYP72A9.pdb,,,,56.165,-7.113,11.79
627,F4JW83,ENZ_G000628,F4JW83,pcpd_predicted,batch_1,1,,pcpd/CYP84A4.pdb,,,,55.564,-6.431,12.449
628,F5BHA2,ENZ_G000629,F5BHA2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F5BHA2-F1.cif,,,0.082,6.801,1.118
629,F6H9N6,ENZ_G000630,F6H9N6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F6H9N6-F1.cif,,,2.402,4.311,4.023
630,F6I534,ENZ_G000631,F6I534,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F6I534-F1_heme.pdb,data\structures\alphafold\pdb\AF-F6I534-F1.pdb,2.797,-2.945,1.987
631,F6KZD5,ENZ_G000632,F6KZD5,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F6KZD5-F1_heme.pdb,data\structures\alphafold\pdb\AF-F6KZD5-F1.pdb,4.205,-2.08,1.396
632,F7EN52,ENZ_G000633,F7EN52,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F7EN52-F1.cif,,,5.107,-0.349,3.743
633,F8JYI6,ENZ_G000634,F8JYI6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F8JYI6-F1.cif,,,18.091,-5.619,0.592
634,F8S1H3,ENZ_G000635,F8S1H3,pcpd_predicted,batch_1,1,,pcpd/CYP71BL1.pdb,,,,55.265,-8.134,11.442
635,F8S1H8,ENZ_G000636,F8S1H8,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\F8S1H8-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-F8S1H8-F1_heme.pdb,,2.788,2.014,4.601
636,F8S1I0,ENZ_G000637,F8S1I0,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\F8S1I0-F1.cif,,,1.184,2.666,3.897
637,F9FAJ9,ENZ_G000638,F9FAJ9,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000638_heme.pdb,data\structures\alphafold\pdb\AF-F9FAJ9-F1.pdb,20.607,-12.158,-14.275
638,G0KYB2,ENZ_G000639,G0KYB2,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\G0KYB2-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-G0KYB2-F1_heme.pdb,,2.086,-1.157,4.302
639,G0L713,ENZ_G000640,G0L713,experimental_pdb,batch_1,1,,s1_rcsb/6G5Q,,,,18.433,45.862,133.146
640,G0REX9,ENZ_G000641,G0REX9,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-G0REX9-F1_heme.pdb,data\structures\alphafold\pdb\AF-G0REX9-F1.pdb,3.823,-0.806,-0.226
641,G1UDU7,ENZ_G000642,G1UDU7,experimental_pdb,batch_1,1,,s1_rcsb/3WVS,,,,8.537,36.604,44.926
642,G1XU03,ENZ_G000643,G1XU03,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\G1XU03-F1.cif,,,4.905,-0.666,3.175
643,G2QDZ3,ENZ_G000644,G2QDZ3,experimental_pdb,batch_1,1,,s1_rcsb/7P6L,,,,-3.571,-48.72,7.05
644,G3GBK0,ENZ_G000645,G3GBK0,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\G3GBK0-F1.cif,,,-3.667,1.234,-2.451
645,G3JUI6,ENZ_G000646,G3JUI6,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-G3JUI6-F1_heme.pdb,data\structures\alphafold\pdb\AF-G3JUI6-F1.pdb,2.039,-1.965,5.006
646,G3XSI3,ENZ_G000647,G3XSI3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\G3XSI3-F1.cif,,,5.11,-10.495,-8.461
647,G3Y416,ENZ_G000648,G3Y416,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\G3Y416-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-G3Y416-F1_heme.pdb,,1.823,1.315,5.261
648,G4N2X2,ENZ_G000649,G4N2X2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\G4N2X2-F1.cif,,,4.266,-3.919,3.105
649,G4N2X9,ENZ_G000650,G4N2X9,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000650_heme.pdb,data\structures\alphafold\pdb\AF-G4N2X9-F1.pdb,-6.837,-6.669,24.706
650,G4VV60,ENZ_G000651,G4VV60,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-G4VV60-F1_heme.pdb,data\structures\alphafold\pdb\AF-G4VV60-F1.pdb,4.164,-2.846,2.912
651,G5EJN7,ENZ_G000652,G5EJN7,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\G5EJN7-F1.cif,,,-5.996,-7.54,21.544
652,G7JZW6,ENZ_G000653,G7JZW6,pcpd_predicted,batch_1,1,,pcpd/CYP88A13.pdb,,,,57.296,-6.52,12.575
653,G7XMT1,ENZ_G000654,G7XMT1,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-G7XMT1-F1_heme.pdb,data\structures\alphafold\pdb\AF-G7XMT1-F1.pdb,-11.929,3.195,11.372
654,G8XQN2,ENZ_G000655,G8XQN2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\G8XQN2-F1.cif,,,1.382,-5.74,2.655
655,G9BWN9,ENZ_G000656,G9BWN9,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-G9BWN9-F1_heme.pdb,data\structures\alphafold\pdb\AF-G9BWN9-F1.pdb,17.106,-22.628,47.036
656,G9MLG2,ENZ_G000657,G9MLG2,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-G9MLG2-F1_heme.pdb,data\structures\alphafold\pdb\AF-G9MLG2-F1.pdb,14.122,5.986,-6.972
657,G9N4A8,ENZ_G000658,G9N4A8,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\G9N4A8-F1.cif,,,1.685,-2.625,-0.847
658,H1A980,ENZ_G000659,H1A980,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-H1A980-F1_heme.pdb,data\structures\alphafold\pdb\AF-H1A980-F1.pdb,3.88,-2.403,4.79
659,H1A981,ENZ_G000660,H1A981,pcpd_predicted,batch_1,1,,pcpd/CYP72A63.pdb,,,,55.599,-7.128,11.063
660,H1A982,ENZ_G000661,H1A982,pcpd_predicted,batch_1,1,,pcpd/CYP72A62v2.pdb,,,,56.178,-6.917,12.032
661,H1A983,ENZ_G000662,H1A983,pcpd_predicted,batch_1,1,,pcpd/CYP72A65v2.pdb,,,,55.374,-7.393,11.838
662,H1A985,ENZ_G000663,H1A985,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-H1A985-F1_heme.pdb,data\structures\alphafold\pdb\AF-H1A985-F1.pdb,1.883,-0.373,3.886
663,H1A988,ENZ_G000664,H1A988,pcpd_predicted,batch_1,1,,pcpd/CYP72A154.pdb,,,,56.041,-6.394,12.253
664,H2DH16,ENZ_G000665,H2DH16,pcpd_predicted,batch_1,1,,pcpd/CYP716U1.pdb,,,,55.249,-7.612,10.406
665,H2KYS3,ENZ_G000666,H2KYS3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\H2KYS3-F1.cif,,,6.948,-1.351,2.294
666,H9LJF9,ENZ_G000667,H9LJF9,alphafill_not_found,batch_2,0,,,,,,3.607,-3.297,2.389
667,H9MFM9,ENZ_G000668,H9MFM9,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-H9MFM9-F1_heme.pdb,data\structures\alphafold\pdb\AF-H9MFM9-F1.pdb,2.462,3.509,-9.964
668,I1GQE7,ENZ_G000669,I1GQE7,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I1GQE7-F1_heme.pdb,data\structures\alphafold\pdb\AF-I1GQE7-F1.pdb,0.046,-4.006,-0.376
669,I1H7R8,ENZ_G000670,I1H7R8,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I1H7R8-F1_heme.pdb,data\structures\alphafold\pdb\AF-I1H7R8-F1.pdb,4.293,-3.659,5.113
670,I1HL09,ENZ_G000671,I1HL09,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I1HL09-F1_heme.pdb,data\structures\alphafold\pdb\AF-I1HL09-F1.pdb,-1.077,-1.112,-1.056
671,I1IUJ6,ENZ_G000672,I1IUJ6,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I1IUJ6-F1_heme.pdb,data\structures\alphafold\pdb\AF-I1IUJ6-F1.pdb,-4.581,2.441,-0.822
672,I1MIY0,ENZ_G000673,I1MIY0,pcpd_predicted,batch_1,1,,pcpd/CYP72A69.pdb,,,,56.464,-6.505,11.954
673,I1RBR4,ENZ_G000674,I1RBR4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\I1RBR4-F1.cif,,,1.163,-4.19,4.923
674,I1RE80,ENZ_G000675,I1RE80,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I1RE80-F1_heme.pdb,data\structures\alphafold\pdb\AF-I1RE80-F1.pdb,-4.196,-1.593,-3.264
675,I1RJR2,ENZ_G000676,I1RJR2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\I1RJR2-F1.cif,,,-1.127,5.411,-1.241
676,I1TEM0,ENZ_G000677,I1TEM0,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\I1TEM0-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I1TEM0-F1_heme.pdb,,5.478,1.423,1.966
677,I1TEM1,ENZ_G000678,I1TEM1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\I1TEM1-F1.cif,,,2.569,1.145,5.13
678,I1TEM3,ENZ_G000679,I1TEM3,pcpd_predicted,batch_1,1,,pcpd/CYP716AL1.pdb,,,,56.536,-6.6,10.34
679,I3DZK9,ENZ_G000680,I3DZK9,experimental_pdb,batch_1,1,,s1_rcsb/6FYJ,,,,5.827,32.309,55.019
680,I3PFJ5,ENZ_G000681,I3PFJ5,pcpd_predicted,batch_1,1,,pcpd/CYP76AD1.pdb,,,,55.234,-5.79,11.451
681,I3PFJ8,ENZ_G000682,I3PFJ8,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I3PFJ8-F1_heme.pdb,data\structures\alphafold\pdb\AF-I3PFJ8-F1.pdb,-5.829,-0.678,0.735
682,I3PLR0,ENZ_G000683,I3PLR0,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\I3PLR0-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I3PLR0-F1_heme.pdb,,1.376,3.188,6.188
683,I3PLR1,ENZ_G000684,I3PLR1,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\I3PLR1-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I3PLR1-F1_heme.pdb,,-3.391,8.099,-2.702
684,I3QBP4,ENZ_G000685,I3QBP4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\I3QBP4-F1.cif,,,1.723,-3.372,3.555
685,I3V6B7,ENZ_G000686,I3V6B7,pcpd_predicted,batch_1,1,,pcpd/CYP82X1.pdb,,,,56.478,-5.646,11.937
686,I6XNK2,ENZ_G000687,I6XNK2,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I6XNK2-F1_heme.pdb,data\structures\alphafold\pdb\AF-I6XNK2-F1.pdb,3.344,-0.811,2.25
687,I7C6E8,ENZ_G000688,I7C6E8,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\I7C6E8-F1.cif,,,-3.102,0.301,-5.578
688,I7CT85,ENZ_G000689,I7CT85,pcpd_predicted,batch_1,1,,pcpd/CYP716S1.pdb,,,,56.693,-7.096,12.26
689,I7LRH3,ENZ_G000690,I7LRH3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\I7LRH3-F1.cif,,,-8.257,-6.086,-1.394
690,I7ZK32,ENZ_G000691,I7ZK32,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-I7ZK32-F1_heme.pdb,data\structures\alphafold\pdb\AF-I7ZK32-F1.pdb,13.008,5.898,-7.754
691,J4UJ10,ENZ_G000692,J4UJ10,heme_transplant_failed,batch_2,0,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-J4UJ10-F1_heme.pdb,data\structures\alphafold\pdb\AF-J4UJ10-F1.pdb,1.949,-2.46,2.542
692,J5JKC1,ENZ_G000693,J5JKC1,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-J5JKC1-F1_heme.pdb,data\structures\alphafold\pdb\AF-J5JKC1-F1.pdb,3.6,3.323,3.557
693,J7FIP8,ENZ_G000694,J7FIP8,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\J7FIP8-F1.cif,,,0.521,6.257,-0.326
694,J7FJH1,ENZ_G000695,J7FJH1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\J7FJH1-F1.cif,,,-2.831,1.799,-4.608
695,J7M8Q0,ENZ_G000696,J7M8Q0,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-J7M8Q0-F1_heme.pdb,data\structures\alphafold\pdb\AF-J7M8Q0-F1.pdb,3.958,-3.831,2.173
