rhea_id,equation,ec_number,reaction_existence
50324,"1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + reduced [NADPH--hemoprotein reductase] + O2 = 1-[(9S,10R)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine + oxidized [NADPH--hemoprotein reductase] + ",,Inferred
50332,1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + reduced [NADPH--hemoprotein reductase] + O2 = 1-[11-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine + oxidized [NADPH--hemoprotein reductase] +,,Inferred
50328,1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + reduced [NADPH--hemoprotein reductase] + O2 = 1-[8-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine + oxidized [NADPH--hemoprotein reductase] + ,,Inferred
76763,"dodecan-1-ol + reduced [NADPH--hemoprotein reductase] + O2 = 1,4-dodecanediol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.1; 1.6.2.4,Inferred
76759,"dodecan-1-ol + reduced [NADPH--hemoprotein reductase] + O2 = 1,5-dodecanediol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.1; 1.6.2.4,Inferred
76779,"dodecan-1-ol + reduced [NADPH--hemoprotein reductase] + O2 = 1,6-dodecanediol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.1; 1.6.2.4,Inferred
76723,dodecanoate + reduced [NADPH--hemoprotein reductase] + O2 = 5-hydroxydodecanoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.1; 1.6.2.4,Inferred
70063,a C28-steroid + reduced [NADPH--hemoprotein reductase] + O2 = a (22S)-22-hydroxy C28-steroid + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.178,Inferred
69831,campestanol + reduced [NADPH--hemoprotein reductase] + O2 = 6-deoxycathasterone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.178,Inferred
69835,campesterol + reduced [NADPH--hemoprotein reductase] + O2 = (22S)-22-hydroxycampesterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.178,Inferred
19669,GTP + H2O = GDP + phosphate + H(+),3.6.5.4,Inferred
13677,D-ribulose 5-phosphate = D-xylulose 5-phosphate,1.14.14.92; 5.1.3.1,Inferred
19233,S-hexadecanoyl-L-cysteinyl-[protein] + H2O = L-cysteinyl-[protein] + hexadecanoate + H(+),1.14.14.1; 3.1.2.22; 3.4.19.12,Inferred
75815,K(+)(in) + ATP + H2O = K(+)(out) + ADP + phosphate + H(+),1.14.14.118; 7.2.2.3,Inferred
14633,Na(+)(in) + ATP + H2O = Na(+)(out) + ADP + phosphate + H(+),1.14.14.118; 7.2.2.3,Inferred
22508,DNA(n) + a 2'-deoxyribonucleoside 5'-triphosphate = DNA(n+1) + diphosphate,2.7.7.7,Inferred
13985,L-homoserine + ATP = O-phospho-L-homoserine + ADP + H(+),2.7.1.39,Inferred
10412,ADP-D-ribose + H2O = D-ribose 5-phosphate + AMP + 2 H(+),3.6.1.13; 3.6.1.16; 3.6.1.53,Inferred
32487,CDP-choline + H2O = phosphocholine + CMP + 2 H(+),3.6.1.13; 3.6.1.16; 3.6.1.53,Inferred
21692,CDP-glycerol + H2O = sn-glycerol 3-phosphate + CMP + 2 H(+),3.6.1.13; 3.6.1.16; 3.6.1.53,Inferred
22120,GTP + succinate + CoA = succinyl-CoA + GDP + phosphate,6.2.1.4,Inferred
65296,(2R)-2-methylbutanoyl-CoA + oxidized [electron-transfer flavoprotein] + H(+) = ethylacryloyl-CoA + reduced [electron-transfer flavoprotein],1.3.8.5,Inferred
48256,(2S)-2-methylbutanoyl-CoA + oxidized [electron-transfer flavoprotein] + H(+) = (2E)-2-methylbut-2-enoyl-CoA + reduced [electron-transfer flavoprotein],1.3.8.5,Inferred
43780,2-methylbutanoyl-CoA + oxidized [electron-transfer flavoprotein] + H(+) = (2E)-2-methylbut-2-enoyl-CoA + reduced [electron-transfer flavoprotein],1.3.8.5,Inferred
44180,2-methylpropanoyl-CoA + oxidized [electron-transfer flavoprotein] + H(+) = 2-methylpropenoyl-CoA + reduced [electron-transfer flavoprotein],1.3.8.5,Inferred
24004,butanoyl-CoA + oxidized [electron-transfer flavoprotein] + H(+) = (2E)-butenoyl-CoA + reduced [electron-transfer flavoprotein],1.3.8.5,Inferred
43464,hexanoyl-CoA + oxidized [electron-transfer flavoprotein] + H(+) = (2E)-hexenoyl-CoA + reduced [electron-transfer flavoprotein],1.3.8.5,Inferred
65344,valproyl-CoA + oxidized [electron-transfer flavoprotein] + H(+) = (2E)-2-propylpent-2-enoyl-CoA + reduced [electron-transfer flavoprotein],1.3.8.5,Inferred
24809,"(2R)-2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H2O",4.2.1.9,Inferred
27694,"(2R,3R)-2,3-dihydroxy-3-methylpentanoate = (S)-3-methyl-2-oxopentanoate + H2O",4.2.1.9,Inferred
53908,(2E)-butenoyl-CoA + L-lysyl-[protein] = N(6)-(2E)-butenoyl-L-lysyl-[protein] + CoA + H(+),2.3.1.48,Inferred
24180,2-hydroxyisobutanoyl-CoA + L-lysyl-[protein] = N(6)-(2-hydroxyisobutanoyl)-L-lysyl-[protein] + CoA + H(+),2.3.1.48,Inferred
45948,L-lysyl-[protein] + acetyl-CoA = N(6)-acetyl-L-lysyl-[protein] + CoA + H(+),2.3.1.48,Inferred
11852,S-methyl-5'-thioadenosine + phosphate = 5-(methylsulfanyl)-alpha-D-ribose 1-phosphate + adenine,2.4.2.28,Inferred
10300,D-glyceraldehyde 3-phosphate + phosphate + NAD(+) = (2R)-3-phospho-glyceroyl phosphate + NADH + H(+),1.2.1.12,Inferred
66684,S-nitroso-L-cysteinyl-[GAPDH] + L-cysteinyl-[protein] = L-cysteinyl-[GAPDH] + S-nitroso-L-cysteinyl-[protein],1.2.1.12,Inferred
39051,cholesterol(in) + ATP + H2O = cholesterol(out) + ADP + phosphate + H(+),,Inferred
20309,2 H2O2 = O2 + 2 H2O,1.11.1.21,Inferred
30275,H2O2 + AH2 = A + 2 H2O,1.11.1.21,Inferred
11672,chorismate + L-glutamine = 4-amino-4-deoxychorismate + L-glutamate,2.6.1.85,Inferred
10024,L-lysyl-[histone] + S-adenosyl-L-methionine = N(6)-methyl-L-lysyl-[histone] + S-adenosyl-L-homocysteine + H(+),,Inferred
11684,methylarsonous acid + S-adenosyl-L-methionine = dimethylarsinate + S-adenosyl-L-homocysteine + 2 H(+),,Inferred
44960,(2E)-decenoyl-CoA + NADPH + H(+) = decanoyl-CoA + NADP(+),1.3.1.38; 2.7.11.1,Inferred
44964,(2E)-dodecenoyl-CoA + NADPH + H(+) = dodecanoyl-CoA + NADP(+),1.3.1.38; 2.7.11.1,Inferred
44956,(2E)-hexenoyl-CoA + NADPH + H(+) = hexanoyl-CoA + NADP(+),1.3.1.38; 2.7.11.1,Inferred
44952,(2E)-octenoyl-CoA + NADPH + H(+) = octanoyl-CoA + NADP(+),1.3.1.38; 2.7.11.1,Inferred
44968,(2E)-tetradecenoyl-CoA + NADPH + H(+) = tetradecanoyl-CoA + NADP(+),1.3.1.38; 2.7.11.1,Inferred
33763,"a (2E)-enoyl-CoA + NADPH + H(+) = a 2,3-saturated acyl-CoA + NADP(+)",1.3.1.38; 2.7.11.1,Inferred
14161,"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + O2 = 3-(methylsulfanyl)propanoate + CO + formate + 2 H(+)",1.13.11.53; 1.13.11.54,Inferred
24504,"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + O2 = 4-methylsulfanyl-2-oxobutanoate + formate + 2 H(+)",1.13.11.53; 1.13.11.54,Inferred
51632,"all-trans-(4S)-hydroxyretinoate + reduced [NADPH--hemoprotein reductase] + O2 = all-trans-(4S,16)-dihydroxyretinoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",,Inferred
51492,all-trans-retinoate + reduced [NADPH--hemoprotein reductase] + O2 = all-trans-(4S)-hydroxyretinoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),,Inferred
35743,versicolorin B + NADPH + O2 + H(+) = versicolorin A + NADP(+) + 2 H2O,1.14.19.n5,Inferred
35575,"(1'S)-averantin + reduced [NADPH--hemoprotein reductase] + O2 = (1'S,5'R)-5'-hydroxyaverantin + oxidized [NADPH--hemoprotein reductase] + H2O",1.14.14.116,Inferred
35571,"(1'S)-averantin + reduced [NADPH--hemoprotein reductase] + O2 = (1'S,5'S)-5'-hydroxyaverantin + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.116,Inferred
49996,cholest-4-en-3-one + 6 reduced [2Fe-2S]-[ferredoxin] + 3 O2 + 5 H(+) = (25R)-3-oxocholest-4-en-26-oate + 6 oxidized [2Fe-2S]-[ferredoxin] + 4 H2O,1.14.15.14; 1.14.15.28,Inferred
51448,chenodeoxycholate + reduced [NADPH--hemoprotein reductase] + O2 = alpha-muricholate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.-,Inferred
51452,ursodeoxycholate + reduced [NADPH--hemoprotein reductase] + O2 = beta-muricholate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.-,Inferred
25074,"(13S)-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate = (9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate + H2O",4.2.1.92,Inferred
84075,"(13S)-hydroperoxy-(9Z,11E)-octadecadienoate = (9Z,13S)-12,13-epoxyoctadeca-9,11-dienoate + H2O",4.2.1.92,Inferred
53440,leukotriene B4 + reduced [NADPH--hemoprotein reductase] + O2 = 18-hydroxy-leukotriene B4 + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),,Inferred
53436,leukotriene B4 + reduced [NADPH--hemoprotein reductase] + O2 = 19-hydroxy-leukotriene B4 + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),,Inferred
42368,dihydromonacolin L carboxylate + reduced [NADPH--hemoprotein reductase] + O2 = monacolin L carboxylate + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),1.14.14.124; 1.14.14.125,Inferred
29599,monacolin L carboxylate + reduced [NADPH--hemoprotein reductase] + O2 = monacolin J carboxylate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.124; 1.14.14.125,Inferred
57620,dihydro-ML-236C carboxylate + reduced [NADPH--hemoprotein reductase] + O2 = ML-236C carboxylate + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),1.14.14.-,Inferred
57632,ML-236C carboxylate + reduced [NADPH--hemoprotein reductase] + O2 = ML-236A carboxylate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.-,Inferred
47812,N(6)-(dimethylallyl)adenosine 5'-phosphate + NADPH + O2 + H(+) = 9-ribosyl-trans-zeatin 5'-phosphate + NADP(+) + H2O,1.14.13.-,Inferred
47816,N(6)-(dimethylallyl)adenosine 5'-diphosphate + NADPH + O2 + H(+) = 9-ribosyl-trans-zeatin 5'-diphosphate + NADP(+) + H2O,1.14.13.-,Inferred
47820,N(6)-(dimethylallyl)adenosine 5'-triphosphate + NADPH + O2 + H(+) = 9-ribosyl-trans-zeatin 5'-triphosphate + NADP(+) + H2O,1.14.13.-,Inferred
16337,a 3'-unsubstituted flavone + reduced [NADPH--hemoprotein reductase] + O2 = a 3'-hydroxyflavone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.82,Inferred
16649,(S)-N-methylcoclaurine + reduced [NADPH--hemoprotein reductase] + O2 = (S)-3'-hydroxy-N-methylcoclaurine + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.102,Inferred
31723,"(2S)-liquiritigenin + reduced [NADPH--hemoprotein reductase] + O2 = (2R,3S)-2,4',7-trihydroxyisoflavanone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.87,Inferred
35487,"(2S)-naringenin + reduced [NADPH--hemoprotein reductase] + O2 = 2-hydroxy-2,3-dihydrogenistein + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.87,Inferred
73439,"(2S)-naringenin 4',7-dimethyl ether + reduced [NADPH--hemoprotein reductase] + O2 = (2S)-carthamidin-4',7-dimethyl ether + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",,Inferred
73431,(2S)-sakuranetin + reduced [NADPH--hemoprotein reductase] + O2 = (2S)-7-methylcarthamidin + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),,Inferred
73435,"apigenin 4',7-dimethyl ether + reduced [NADPH--hemoprotein reductase] + O2 = ladanein + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",,Inferred
73427,genkwanin + reduced [NADPH--hemoprotein reductase] + O2 = scutellarein 7-methyl ether + oxidized [NADPH--hemoprotein reductase] + H2O,,Inferred
56776,(+)-pinoresinol + reduced [NADPH--hemoprotein reductase] + O2 = (+)-piperitol + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),1.14.19.74,Inferred
56780,(+)-piperitol + reduced [NADPH--hemoprotein reductase] + O2 = (+)-sesamin + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),1.14.19.74,Inferred
28602,"L-isoleucine + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = (1E,2S)-2-methylbutanal oxime + 2 oxidized [NADPH--hemoprotein reductase] + CO2 + 3 H2O + 2 H(+)",,Inferred
30479,L-isoleucine + reduced [NADPH--hemoprotein reductase] + O2 = N-hydroxy-L-isoleucine + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+),,Inferred
28606,L-valine + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = (E)-2-methylpropanal oxime + 2 oxidized [NADPH--hemoprotein reductase] + CO2 + 3 H2O + 2 H(+),,Inferred
30491,L-valine + reduced [NADPH--hemoprotein reductase] + O2 = N-hydroxy-L-valine + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+),,Inferred
30483,"N-hydroxy-L-isoleucine + reduced [NADPH--hemoprotein reductase] + O2 = N,N-dihydroxy-L-isoleucine + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",,Inferred
30495,"N-hydroxy-L-valine + reduced [NADPH--hemoprotein reductase] + O2 = N,N-dihydroxy-L-valine + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",,Inferred
56752,a 14alpha-methyl steroid + 6 reduced [2Fe-2S]-[ferredoxin] + 3 O2 + 5 H(+) = a Delta(14) steroid + formate + 6 oxidized [2Fe-2S]-[ferredoxin] + 4 H2O,1.14.15.36,Inferred
70031,6-deoxocastasterone + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = castasterone + 2 oxidized [NADPH--hemoprotein reductase] + 3 H2O + 2 H(+),1.14.14.179,Inferred
23920,(2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + fumarate,4.3.2.2,Inferred
16853,"N(6)-(1,2-dicarboxyethyl)-AMP = fumarate + AMP",4.3.2.2,Inferred
45084,dodecanoate + reduced [NADPH--hemoprotein reductase] + O2 = 7-hydroxydodecanoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.130,Inferred
13801,hydrogen sulfide + 3 NADP(+) + 3 H2O = sulfite + 3 NADPH + 4 H(+),1.14.14.1; 1.6.2.4,Inferred
55448,"a 3',5'-unsubstituted flavanone + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = a 3',5'-dihydroxyflavanone + 2 oxidized [NADPH--hemoprotein reductase] + 2 H2O + 2 H(+)",1.14.14.81,Inferred
69839,cholesterol + reduced [NADPH--hemoprotein reductase] + O2 = (22S)-22-hydroxycholesterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),,Inferred
28286,"a 2-methoxy-6-(all-trans-polyprenyl)benzene-1,4-diol + S-adenosyl-L-methionine = a 5-methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol + S-adenosyl-L-homocysteine + H(+)",2.1.1.201,Inferred
19061,nitrite + NADP(+) + H2O = nitrate + NADPH + H(+),1.7.1.3,Inferred
11276,4 hydroquinone + O2 = 4 benzosemiquinone + 2 H2O,1.10.3.2,Inferred
32675,"alpha,alpha-trehalose + H2O = alpha-D-glucose + beta-D-glucose",3.2.1.28,Inferred
24052,a ubiquinone + reduced [electron-transfer flavoprotein] = a ubiquinol + oxidized [electron-transfer flavoprotein] + H(+),1.5.5.1,Inferred
15485,"(2R,3S)-homoisocitrate = cis-homoaconitate + H2O",4.2.1.36,Inferred
16153,a primary methyl amine + O2 + H2O = an aldehyde + H2O2 + NH4(+),1.4.3.21,Inferred
19649,tRNA(Asp) + L-aspartate + ATP = L-aspartyl-tRNA(Asp) + AMP + diphosphate,6.1.1.12,Inferred
69983,6-deoxoteasterone + reduced [NADPH--hemoprotein reductase] + O2 = 3-dehydro-6-deoxoteasterone + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),,Inferred
35759,8-O-methylsterigmatocystin + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = aflatoxin B1 + methanol + 2 oxidized [NADPH--hemoprotein reductase] + CO2 + H2O + 2 H(+),1.14.14.117,Inferred
35763,8-O-methyldihydrosterigmatocystin + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = aflatoxin B2 + methanol + 2 oxidized [NADPH--hemoprotein reductase] + CO2 + H2O + 2 H(+),1.14.14.117,Inferred
15017,a phosphate monoester + H2O = an alcohol + phosphate,3.1.3.2,Inferred
51564,cholest-4-en-3-one + 6 reduced [2Fe-2S]-[ferredoxin] + 3 O2 + 5 H(+) = (25S)-3-oxocholest-4-en-26-oate + 6 oxidized [2Fe-2S]-[ferredoxin] + 4 H2O,1.14.15.29,Inferred
20629,O-phospho-L-seryl-[protein] + H2O = L-seryl-[protein] + phosphate,3.1.3.16,Inferred
47004,O-phospho-L-threonyl-[protein] + H2O = L-threonyl-[protein] + phosphate,3.1.3.16,Inferred
77639,3'-phosphoadenylyl sulfate + H2O = adenosine 5'-phosphosulfate + phosphate,3.1.3.7,Inferred
77643,"adenosine 2',5'-bisphosphate + H2O = AMP + phosphate",3.1.3.7,Inferred
10040,"adenosine 3',5'-bisphosphate + H2O = AMP + phosphate",3.1.3.7,Inferred
12709,"a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol) + ATP = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate) + ADP + H(+)",2.7.1.137,Inferred
24670,hypoxanthine + NAD(+) + H2O = xanthine + NADH + H(+),1.17.1.4,Inferred
16669,xanthine + NAD(+) + H2O = urate + NADH + H(+),1.17.1.4,Inferred
12044,a triacylglycerol + H2O = a diacylglycerol + a fatty acid + H(+),3.1.1.3,Inferred
24628,NH4(+) + 3 NAD(+) + 2 H2O = nitrite + 3 NADH + 5 H(+),1.7.1.4,Inferred
24632,NH4(+) + 3 NADP(+) + 2 H2O = nitrite + 3 NADPH + 5 H(+),1.7.1.4,Inferred
38959,"a 2,3-saturated acyl-CoA + O2 = a (2E)-enoyl-CoA + H2O2",1.3.3.6,Inferred
51260,"4'-O-methylnorbelladine + reduced [NADPH--hemoprotein reductase] + O2 = (10bR,4aS)-noroxomaritidine + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)",1.14.19.50,Inferred
51264,"4'-O-methylnorbelladine + reduced [NADPH--hemoprotein reductase] + O2 = (10bS,4aR)-noroxomaritidine + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)",1.14.19.50,Inferred
14473,"a very-long-chain 2,3-saturated fatty acyl-CoA + NADP(+) = a very-long-chain (2E)-enoyl-CoA + NADPH + H(+)",,Inferred
14117,[(1->4)-alpha-D-galacturonosyl](n) + H2O = alpha-D-galacturonate + [(1->4)-alpha-D-galacturonosyl](n-1),3.2.1.67,Inferred
18501,"ergosterol + NADP(+) = ergosta-5,7,22,24(28)-tetraen-3beta-ol + NADPH + H(+)",1.3.1.71,Inferred
13521,(R)-lactate + 2 Fe(III)-[cytochrome c] = 2 Fe(II)-[cytochrome c] + pyruvate + 2 H(+),1.1.2.4,Inferred
29543,an alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-bet,2.4.1.256,Inferred
55584,an adenosine in mRNA + S-adenosyl-L-methionine = an N(6)-methyladenosine in mRNA + S-adenosyl-L-homocysteine + H(+),2.1.1.348,Inferred
21824,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate,2.6.1.1,Inferred
20121,tRNA(Gln) + L-glutamine + ATP = L-glutaminyl-tRNA(Gln) + AMP + diphosphate,,Inferred
73771,preechinulin + reduced [NADPH--hemoprotein reductase] + O2 = neoechinulin A + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),1.-.-.-,Inferred
23048,(S)-3-hydroxybutanoate + 2-oxoglutarate = (R)-2-hydroxyglutarate + acetoacetate,1.1.99.24,Inferred
24734,4-hydroxybutanoate + 2-oxoglutarate = (R)-2-hydroxyglutarate + succinate semialdehyde,1.1.99.24,Inferred
11724,"[thioredoxin]-disulfide + sulfite + adenosine 3',5'-bisphosphate + 2 H(+) = [thioredoxin]-dithiol + 3'-phosphoadenylyl sulfate",1.8.4.8,Inferred
17237,FMN + ATP + H(+) = FAD + diphosphate,2.7.7.2,Inferred
47992,NAD(+) + NADPH + H(+)(in) = NADH + NADP(+) + H(+)(out),7.1.1.1,Inferred
48940,an L-aminoacyl-L-amino acid + H2O = 2 an L-alpha-amino acid,3.4.13.19,Inferred
16069,cytidine + H2O + H(+) = uridine + NH4(+),1.14.14.92; 3.5.4.5,Inferred
13289,"a di-trans,poly-cis-dolichyl phosphate + UDP-N-acetyl-alpha-D-glucosamine = an N-acetyl-alpha-D-glucosaminyl-diphospho-di-trans,poly-cis-dolichol + UMP",2.7.8.15,Inferred
24380,"L-methionyl-tRNA(fMet) + (6R)-10-formyltetrahydrofolate = N-formyl-L-methionyl-tRNA(fMet) + (6S)-5,6,7,8-tetrahydrofolate + H(+)",2.1.2.9,Inferred
15865,tryptamine + AH2 + O2 = 4-hydroxytryptamine + A + H2O,1.14.99.59,Inferred
16237,[protein]-peptidylproline (omega=180) = [protein]-peptidylproline (omega=0),5.2.1.8,Inferred
40523,a quinone + succinate = fumarate + a quinol,1.3.5.1,Inferred
11228,(2S)-flavan-4-ol + NADP(+) = (2S)-flavanone + NADPH + H(+),1.1.1.219; 1.1.1.234,Inferred
54444,"a (2R,3S,4S)-leucoanthocyanidin + NADP(+) = a (2R,3R)-dihydroflavonol + NADPH + H(+)",1.1.1.219; 1.1.1.234,Inferred
23596,UDP-alpha-D-glucose + 2 NAD(+) + H2O = UDP-alpha-D-glucuronate + 2 NADH + 3 H(+),1.1.1.22,Inferred
12733,nicotinate beta-D-ribonucleotide + CO2 + diphosphate = quinolinate + 5-phospho-alpha-D-ribose 1-diphosphate + 2 H(+),2.4.2.19,Inferred
11172,"(6S)-5-methyl-5,6,7,8-tetrahydrofolate + L-homocysteine = (6S)-5,6,7,8-tetrahydrofolate + L-methionine",2.1.1.13,Inferred
20852,ATP + H2O + H(+)(in) = ADP + phosphate + 2 H(+)(out),7.1.2.1,Inferred
69875,6-deoxocastasterone + reduced [NADPH--hemoprotein reductase] + O2 = 6alpha-hydroxycastasterone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),,Inferred
69879,6alpha-hydroxycastasterone + reduced [NADPH--hemoprotein reductase] + O2 = castasterone + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),,Inferred
52716,a long-chain fatty acyl-CoA + 2 NADPH + 2 H(+) = a long-chain primary fatty alcohol + 2 NADP(+) + CoA,1.2.1.84,Inferred
74891,CO2(out) = CO2(in),,Inferred
28747,NH4(+)(in) = NH4(+)(out),,Inferred
74391,methylamine(out) = methylamine(in),,Inferred
21248,RNA(n) + a ribonucleoside 5'-triphosphate = RNA(n+1) + diphosphate,2.7.7.6,Inferred
13545,"(6E,10E)-geranyllinalool + reduced [NADPH--hemoprotein reductase] + O2 = (3E,7E)-4,8,12-trimethyltrideca 1,3,7,11-tetraene + but-3-en-2-one + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)",1.14.14.58,Inferred
20221,"(6S)-5,6,7,8-tetrahydrofolate + formate + ATP = (6R)-10-formyltetrahydrofolate + ADP + phosphate",,Inferred
20888,3-hydroxy-2-methylpropanoyl-CoA + H2O = 3-hydroxy-2-methylpropanoate + CoA + H(+),3.1.2.4,Inferred
12981,S-sulfanylglutathione + O2 + H2O = sulfite + glutathione + 2 H(+),1.13.11.18,Inferred
30235,L-glutamate 5-semialdehyde + NAD(+) + H2O = L-glutamate + NADH + 2 H(+),1.2.1.88,Inferred
13237,D-fructose 6-phosphate + L-glutamine = D-glucosamine 6-phosphate + L-glutamate,2.6.1.16,Inferred
60372,D-fructose(out) = D-fructose(in),,Inferred
34915,D-galactose(in) = D-galactose(out),,Inferred
78423,D-glucosamine(out) = D-glucosamine(in),,Inferred
60376,D-glucose(out) = D-glucose(in),,Inferred
78391,D-mannose(out) = D-mannose(in),,Inferred
78427,D-xylose(out) = D-xylose(in),,Inferred
34999,ADP(in) + ATP(out) = ADP(out) + ATP(in),,Inferred
18157,pyruvate + ATP = phosphoenolpyruvate + ADP + H(+),2.7.1.40,Inferred
15613,precorrin-2 + NAD(+) = sirohydrochlorin + NADH + 2 H(+),1.3.1.76,Inferred
67452,a 4-O-methyl-alpha-D-glucuronosyl ester derivative + H2O = 4-O-methyl-alpha-D-glucuronate derivative + an alcohol + H(+),3.1.1.117,Inferred
43068,beta-amyrin + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = oleanolate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+),1.14.14.126,Inferred
16185,an aldehyde + NAD(+) + H2O = a carboxylate + NADH + 2 H(+),1.2.1.3,Inferred
23032,2-formamido-N(1)-(5-O-phospho-beta-D-ribosyl)acetamidine + ATP = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + ADP + phosphate + H(+),6.3.4.13,Inferred
14425,"a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ATP = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate) + ADP + H(+)",2.7.1.68,Inferred
56644,a uridine in mRNA = a pseudouridine in mRNA,,Inferred
47036,uridine in 5S rRNA = pseudouridine in 5S rRNA,,Inferred
51124,uridine in snRNA = pseudouridine in snRNA,,Inferred
18105,Ca(2+)(in) + ATP + H2O = Ca(2+)(out) + ADP + phosphate + H(+),7.2.2.10,Inferred
22964,L-ornithine + H(+) = putrescine + CO2,,Inferred
20605,cytosine + H2O + H(+) = uracil + NH4(+),3.5.4.1,Inferred
37887,small RNA 3'-end nucleotide + S-adenosyl-L-methionine = small RNA 3'-end 2'-O-methylnucleotide + S-adenosyl-L-homocysteine + H(+),2.1.1.386,Inferred
22096,RNA(n+1) + phosphate = RNA(n) + a ribonucleoside 5'-diphosphate,2.7.7.8,Inferred
20301,tRNA(Arg) + L-arginine + ATP = L-arginyl-tRNA(Arg) + AMP + diphosphate,6.1.1.19,Inferred
19149,L-arginyl-[protein] + NAD(+) = N(omega)-(ADP-D-ribosyl)-L-arginyl-[protein] + nicotinamide + H(+),2.4.2.31,Inferred
