uniprot_id,reviewed,protein_name,gene_names,gene_id,organism,taxid,pmid,length,protein_existence,ec_number,subcellular_location
A0A7L0CNB1,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 ROSBEN_R13589,,Rostratula benghalensis (greater painted-snipe),118793,,475,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0CQN1,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 ROSBEN_R10834,,Rostratula benghalensis (greater painted-snipe),118793,,516,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0DMV0,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 ROSBEN_R07100,,Rostratula benghalensis (greater painted-snipe),118793,,67,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0DN11,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 ROSBEN_R15322,,Rostratula benghalensis (greater painted-snipe),118793,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0DQU6,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c20 ROSBEN_R05813,,Rostratula benghalensis (greater painted-snipe),118793,,473,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0DWM8,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 TROMEL_R09503,,Trogon melanurus (Black-tailed trogon),56311,,475,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0DWQ5,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),Cyp4v2 TROMEL_R12374,,Trogon melanurus (Black-tailed trogon),56311,,529,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A7L0E3M7,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 TROMEL_R02184,,Trogon melanurus (Black-tailed trogon),56311,,516,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0EBS3,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c19 TROMEL_R09394,,Trogon melanurus (Black-tailed trogon),56311,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0EEE0,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 TROMEL_R15250,,Trogon melanurus (Black-tailed trogon),56311,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0EEJ8,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 TROMEL_R13538,,Trogon melanurus (Black-tailed trogon),56311,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0EIZ3,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),Cyp3a21 TROMEL_R12811,,Trogon melanurus (Black-tailed trogon),56311,,484,Inferred from homology,1.14.14.-,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406, ECO:0000256|Rul"
A0A7L0F355,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 CORCON_R05039,,Corythaixoides concolor (Grey go-away-bird),103956,,475,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0F575,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c21 CORCON_R10719,,Corythaixoides concolor (Grey go-away-bird),103956,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0FK70,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 CORCON_R06891,,Corythaixoides concolor (Grey go-away-bird),103956,,515,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0FTQ9,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 CORCON_R08171,,Corythaixoides concolor (Grey go-away-bird),103956,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0FUG1,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 CORCON_R15307,,Corythaixoides concolor (Grey go-away-bird),103956,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0GNZ4,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c21 HERCAC_R13860,,Herpetotheres cachinnans (Laughing falcon) (Falco cachinnans),56343,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0GYI8,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 HERCAC_R15340,,Herpetotheres cachinnans (Laughing falcon) (Falco cachinnans),56343,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0H0E2,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 HERCAC_R01972,,Herpetotheres cachinnans (Laughing falcon) (Falco cachinnans),56343,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0HSR3,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 AREINT_R14774,,Arenaria interpres (Ruddy turnstone) (Tringa interpres),54971,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0HTW1,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 AREINT_R02355,,Arenaria interpres (Ruddy turnstone) (Tringa interpres),54971,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0ILG6,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 PIPCHL_R03497,,Piprites chloris (Wing-barred manakin),114369,,475,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0IYY6,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 PIPCHL_R05483,,Piprites chloris (Wing-barred manakin),114369,,516,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0IZ27,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 PIPCHL_R06740,,Piprites chloris (Wing-barred manakin),114369,,66,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0J1Q0,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 PIPCHL_R15493,,Piprites chloris (Wing-barred manakin),114369,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0J4H1,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c8 PIPCHL_R14257,,Piprites chloris (Wing-barred manakin),114369,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0JM87,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),Cyp4v2 CHATOR_R08939,,Chauna torquata (Southern screamer),30388,,529,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A7L0JZ79,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c21 CHATOR_R00208,,Chauna torquata (Southern screamer),30388,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0K7Z6,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2h1 CHATOR_R10162,,Chauna torquata (Southern screamer),30388,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0KDH5,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1 CHATOR_R04729,,Chauna torquata (Southern screamer),30388,,467,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0KNV8,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c8 SYLVIR_R13300,,Sylvietta virens (Green crombec),208069,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0L6D2,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 SYLVIR_R05157,,Sylvietta virens (Green crombec),208069,,475,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0LGX7,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 SYLVIR_R07949,,Sylvietta virens (Green crombec),208069,,550,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0LQY6,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1 SYLVIR_R02845,,Sylvietta virens (Green crombec),208069,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0M590,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 AMAGUI_R11256,,Amazona guildingii,175529,,515,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0MKS7,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),Cyp3a13 AMAGUI_R07010,,Amazona guildingii,175529,,509,Inferred from homology,1.14.14.-,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406, ECO:0000256|Rul"
A0A7L0MVE5,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 AMAGUI_R15666,,Amazona guildingii,175529,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0MVF5,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 AMAGUI_R00184,,Amazona guildingii,175529,,66,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0N7C3,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c8 FORRUF_R11823,,Formicarius rufipectus,1118560,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0NVY1,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 FORRUF_R15020,,Formicarius rufipectus,1118560,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0NW69,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 FORRUF_R13317,,Formicarius rufipectus,1118560,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0P1S6,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 MESCAY_R04961,,Mesembrinibis cayennensis,1118748,,380,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0P250,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 FORRUF_R10956,,Formicarius rufipectus,1118560,,473,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0PK22,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 MESCAY_R15598,,Mesembrinibis cayennensis,1118748,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0PL02,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 MESCAY_R03282,,Mesembrinibis cayennensis,1118748,,65,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0PP62,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c21 MESCAY_R13410,,Mesembrinibis cayennensis,1118748,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0QTY1,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 SETKIR_R14659,,Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii),298831,,66,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0QVW0,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 SETKIR_R06642,,Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii),298831,,515,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0QZB3,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 SETKIR_R12469,,Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii),298831,,475,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0R2U2,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),Cyp3a13 SETKIR_R11447,,Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii),298831,,507,Inferred from homology,1.14.14.-,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406, ECO:0000256|Rul"
A0A7L0R949,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c8 SETKIR_R01492,,Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii),298831,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0RH30,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 GLABRA_R03383,,Glaucidium brasilianum (Ferruginous pygmy-owl),78217,,475,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0RPI8,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 GLABRA_R13973,,Glaucidium brasilianum (Ferruginous pygmy-owl),78217,,545,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0RRE3,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 GLABRA_R15167,,Glaucidium brasilianum (Ferruginous pygmy-owl),78217,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0RTC8,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 GLABRA_R13545,,Glaucidium brasilianum (Ferruginous pygmy-owl),78217,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0RXF5,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c21 GLABRA_R00665,,Glaucidium brasilianum (Ferruginous pygmy-owl),78217,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0SJN4,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 PODPOD_R07731,,Podilymbus podiceps (Pied-billed grebe),9252,,538,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0STJ6,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 PODPOD_R15710,,Podilymbus podiceps (Pied-billed grebe),9252,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0SV42,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 PODPOD_R07626,,Podilymbus podiceps (Pied-billed grebe),9252,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0SXT6,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c8 PODPOD_R07946,,Podilymbus podiceps (Pied-billed grebe),9252,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0TNJ5,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),Cyp2r1 CHOACU_R03121,,Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis),118183,,475,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0TPH8,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),Cyp3a9 CHOACU_R03295,,Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis),118183,,485,Inferred from homology,1.14.14.-,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406, ECO:0000256|Rul"
A0A7L0TTP5,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 CHOACU_R05011,,Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis),118183,,550,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0U6E9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c21 CHOACU_R00474,,Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis),118183,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0UB14,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 CHOACU_R10656,,Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis),118183,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0UC88,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 CHOACU_R15435,,Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis),118183,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0UUY5,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 LEPASP_R00903,,Leptocoma aspasia,2585812,,67,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0UV45,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 LEPASP_R15547,,Leptocoma aspasia,2585812,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0UX80,unreviewed,unspecific monooxygenase (EC 1.14.14.1),Cyp2c21 LEPASP_R00666,,Leptocoma aspasia,2585812,,494,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A7L0VJE3,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 LEPASP_R10793,,Leptocoma aspasia,2585812,,514,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0W2Q3,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),Cyp3a21 ALELAT_R09381,,Alectura lathami (Australian brush turkey),81907,,509,Inferred from homology,1.14.14.-,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406, ECO:0000256|Rul"
A0A7L0WFW1,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1 ALELAT_R11716,,Alectura lathami (Australian brush turkey),81907,,467,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0WKF0,unreviewed,Cytochrome P450 2U1 (EC 1.14.14.80) (Long-chain fatty acid omega-monooxygenase),Cyp2u1 ALELAT_R09582,,Alectura lathami (Australian brush turkey),81907,,457,Inferred from homology,1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A7L0X3K6,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_1 TYRSAV_R15084,,Tyrannus savana (Fork-tailed flycatcher) (Muscivora tyrannus),137541,,176,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A7L0X3P4,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",Cyp11a1_0 TYRSAV_R06742,,Tyrannus savana (Fork-tailed flycatcher) (Muscivora tyrannus),137541,,68,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
