reaction,enzyme,label,structure_index,positive_reactions
791,184,0,6884,
91,82,0,3356,
322,207,0,5166,
749,160,0,4448,
451,57,0,3511,
144,65,0,6572,
558,107,0,767,
251,206,0,1255,
416,229,0,5974,
241,49,1,205,241
547,95,0,3685,
672,65,0,2912,
81,14,0,2208,
707,141,1,848,707
510,53,0,3846,
294,206,0,5147,
892,204,0,5062,
822,204,0,5038,
351,87,1,525,351
900,229,1,1642,900
804,195,0,1059,
794,183,0,4557,
816,200,1,1128,816
441,202,0,4954,
84,49,0,2826,
249,57,0,5633,
415,82,0,3365,
846,113,0,4088,
417,137,0,4252,
841,83,0,3393,
889,95,0,6217,
871,226,0,1552,
460,204,0,5082,
323,81,0,3127,
139,186,0,4590,
209,106,1,709,209
208,49,1,171,208
16,34,1,69,"64,16"
746,380,0,7202,
893,106,0,3877,
940,201,0,4919,
19,269,1,1929,19
902,305,0,6714,
342,203,0,1211,
740,144,0,866,
885,228,1,1586,885
260,48,0,5689,
903,48,0,5908,
417,212,0,5522,
695,107,0,3973,
451,60,0,2885,
16,32,0,2347,
484,65,0,3734,
804,221,0,1522,
751,163,0,4469,
928,49,0,2685,
258,49,1,199,"234,252,258"
169,229,0,1656,
942,55,0,6996,
305,113,0,7109,
637,70,0,3032,
236,106,0,731,
460,70,0,3650,
942,97,0,7004,
915,90,0,6192,
97,90,0,3504,
134,200,0,4802,
821,67,0,1360,
354,96,0,3411,
346,229,0,5863,
185,81,0,3332,
804,94,0,938,
164,198,0,4759,
258,55,0,6305,
711,115,0,4148,
487,95,1,619,487
272,58,0,2876,
138,49,1,115,"111,105,138"
914,70,0,3025,
259,228,1,1587,259
132,201,0,4946,
78,37,0,2171,
213,106,0,712,
229,49,1,192,229
266,204,0,1224,
25,34,0,2353,
139,106,0,3860,
277,110,0,5229,
265,200,0,1121,
758,225,0,5702,
280,49,1,222,"276,280"
881,53,0,5729,
215,230,0,1777,
144,48,0,2550,
633,113,1,799,"632,631,633"
367,95,0,3713,
711,144,1,852,"706,710,712,717,711"
178,202,0,4966,
345,201,0,4942,
840,87,0,3485,
351,122,0,3155,
216,141,0,4276,
93,207,0,5222,
938,316,1,2030,"785,938"
252,110,0,5597,
885,229,1,1670,885
682,87,0,3440,
513,106,1,648,513
786,183,0,4553,
691,96,0,4239,
567,67,0,5431,
911,90,0,7064,
259,110,0,5893,
212,110,0,3062,
223,229,1,1697,"897,223"
326,96,0,3142,
749,372,0,7171,
249,221,1,1517,249
361,70,0,3447,
881,208,0,5319,
285,90,0,5444,
425,82,0,3364,
842,67,0,1356,
901,96,0,6248,
65,32,0,2355,
426,87,1,543,426
890,95,0,5772,
342,189,0,997,
249,137,0,5632,
297,229,0,5899,
281,280,0,6502,
276,65,0,5320,
183,229,0,5955,
159,57,0,5705,
945,201,0,4863,
415,306,0,6747,
558,229,0,5826,
247,113,0,5484,
680,290,0,6543,
508,122,0,3831,
254,189,1,996,254
281,207,1,1289,281
532,113,0,4069,
446,96,0,3558,
933,53,0,6749,
573,95,0,3725,
249,53,0,5541,
19,41,1,80,19
284,295,0,6618,
411,137,0,3310,
238,230,1,1796,238
782,156,0,4400,
414,86,0,3315,
958,173,0,4534,
724,92,0,3589,
75,0,1,6,75
564,189,0,987,
474,283,0,6514,
507,103,1,641,507
139,291,1,1953,139
774,152,0,7096,
889,86,0,6048,
306,49,0,2617,
506,228,0,5739,
257,200,1,1114,257
704,280,1,1940,704
850,211,1,1416,850
249,208,1,1299,"835,249"
557,67,0,5435,
138,53,0,2530,
910,65,0,6169,
490,76,0,3229,
19,43,1,86,19
233,57,0,3099,
453,97,0,3578,
303,91,0,3658,
129,48,0,6576,
32,2,1,17,32
200,95,0,3733,
786,175,1,922,786
965,374,1,2133,965
257,67,1,1338,257
362,92,1,576,362
267,202,0,1184,
249,110,0,4764,
773,160,1,896,773
285,122,0,4940,
828,97,0,4892,
296,49,0,2688,
295,106,0,3928,
159,86,0,5825,
193,229,1,1673,193
247,200,1,1110,247
97,110,0,2490,
773,159,0,4450,
171,230,0,1737,
236,70,0,338,
247,212,1,1419,247
862,225,1,1551,862
590,113,1,788,"588,590"
487,49,0,2713,
823,221,0,1545,
680,228,0,5811,
689,86,0,4231,
247,97,0,5665,
596,95,0,3776,
247,208,1,1300,"838,247"
128,207,0,5178,
255,53,0,5181,
235,230,0,6067,
191,86,0,3014,
509,67,0,5398,
284,204,1,1227,284
549,236,0,6339,
80,253,0,6403,
318,362,1,2108,318
416,80,1,502,416
724,137,0,4306,
368,106,0,661,
779,156,0,4412,
160,208,0,5342,
447,202,0,5003,
171,106,0,674,
498,202,0,4983,
918,248,1,1908,918
282,86,0,5245,
383,106,0,693,
302,113,0,3131,
32,18,1,36,32
288,207,1,1291,288
781,160,0,4445,
937,309,0,6802,
498,308,0,6790,
265,211,0,1398,
689,53,0,4230,
271,122,0,5196,
965,145,0,7172,
944,55,0,6816,
27,40,0,2259,
416,57,0,3322,
272,70,0,4311,
772,149,0,4364,
128,65,0,5309,
279,96,0,4840,
374,230,0,1746,
271,208,1,1310,271
893,230,1,1767,893
424,202,0,4963,
227,208,0,5343,
465,122,0,3655,
41,0,1,13,"4,54,18,41"
419,65,0,3338,
249,203,1,1202,249
375,230,0,6030,
291,95,0,2803,
935,305,1,1992,"927,935"
786,322,0,6926,
889,53,0,5753,
192,97,0,2630,
195,110,0,3030,
879,49,0,5713,
259,81,0,6209,
195,274,0,6478,
415,70,0,3318,
496,95,1,628,496
32,19,1,37,32
212,122,0,3063,
431,49,0,2697,
129,204,0,5051,
423,55,0,3615,
911,110,0,7024,
762,150,0,4391,
553,334,0,7019,
685,291,0,6554,
935,86,0,6708,
405,95,0,3692,
32,3,1,18,32
918,47,0,6389,
132,95,0,3745,
836,208,1,1329,836
257,97,0,4876,
360,87,1,530,360
247,221,1,1518,247
693,97,0,4246,
276,208,1,1317,276
261,113,0,5785,
553,48,0,2456,
265,202,0,1183,
139,144,0,4309,
762,147,0,4352,
90,48,1,98,90
226,106,0,721,
326,202,0,4955,
134,81,0,6992,
935,306,1,2005,"927,935"
908,230,1,1734,908
397,106,0,713,
136,49,1,116,"113,117,136"
885,55,0,5889,
243,201,0,4899,
362,110,0,3602,
934,295,1,1967,"357,934"
382,106,0,692,
742,48,0,2465,
515,106,1,649,515
944,88,0,3497,
423,70,0,3012,
342,209,0,1373,
83,106,0,3913,
572,86,0,4034,
691,135,1,836,"687,691"
926,200,0,4799,
737,91,0,4339,
300,228,0,5778,
761,366,0,7146,
355,53,0,3194,
358,81,0,3187,
360,55,0,3206,
903,97,0,6053,
162,49,0,2689,
174,70,0,279,
490,137,0,3759,
139,295,0,6599,
340,106,0,3852,
258,206,1,1257,"252,258"
911,336,1,2080,"409,911"
315,228,0,1602,
544,229,0,5990,
972,362,0,2118,
786,170,1,917,"794,786"
216,137,0,3071,
223,282,0,6510,
198,229,1,1679,198
659,80,0,3293,
184,70,1,293,184
300,61,1,250,300
308,106,0,662,
323,91,0,3520,
705,127,0,4193,
422,65,0,2928,
333,106,0,3912,
697,139,1,842,697
279,55,0,5433,
189,306,0,6775,
815,228,0,5819,
766,224,0,4407,
804,213,0,1434,
928,305,1,1997,928
944,81,0,6832,
572,49,0,4035,
746,360,0,7103,
545,137,0,4019,
945,100,0,3820,
280,97,0,5221,
169,106,0,3937,
289,55,0,2774,
791,167,1,914,791
428,295,0,6627,
289,219,0,5638,
189,90,0,3003,
747,152,0,4351,
583,70,0,4063,
750,224,0,4363,
498,95,1,630,498
911,65,0,7013,
209,48,0,3271,
926,137,0,6760,
247,48,0,5101,
174,202,0,4979,
364,110,0,3222,
906,95,0,5941,
331,191,0,4639,
308,362,0,7130,
544,208,0,5282,
254,122,0,5624,
944,49,0,2501,
829,221,0,5699,
492,336,0,7027,
464,90,0,3667,
839,70,0,3001,
429,132,1,828,429
945,90,0,6784,
149,49,1,112,"107,106,153,152,151,149"
159,228,1,1554,159
306,96,0,2919,
366,113,0,4120,
897,208,0,5290,
818,230,0,6031,
451,91,1,553,"435,451"
377,230,0,1752,
346,206,0,5134,
397,201,0,4938,
490,228,0,6351,
695,137,1,840,695
551,49,0,2485,
604,48,0,2445,
897,137,0,5792,
342,219,0,1504,
563,107,0,771,
95,122,0,7041,
703,295,0,6623,
385,106,0,694,
213,208,0,5267,
565,107,0,775,
192,70,1,300,192
525,200,0,4798,
247,95,0,5636,
789,316,0,6863,
255,206,1,1261,255
885,305,0,6731,
80,40,0,2382,
815,70,0,3036,
410,229,0,5898,
258,208,1,1301,"252,258"
237,229,0,1709,
255,57,0,4817,
805,187,0,972,
623,106,0,3872,
901,97,0,6072,
300,97,0,2883,
178,91,0,3513,
877,110,0,5733,
532,107,1,744,"527,532"
419,49,0,3339,
407,50,0,2816,
842,221,0,1540,
411,80,1,499,411
899,95,0,6157,
195,53,0,3031,
154,362,0,7139,
131,230,0,6115,
903,230,1,1759,903
243,229,0,1718,
942,311,1,2020,942
557,49,0,2761,
364,55,0,3223,
413,80,0,495,
169,49,0,144,
879,65,0,5712,
485,113,0,4060,
888,91,0,5905,
243,106,0,3949,
208,221,0,5674,
742,49,0,2700,
336,49,0,2733,
206,230,0,1769,
442,109,0,4036,
181,49,0,147,
816,204,1,1232,816
443,70,0,3013,
888,97,0,5756,
918,262,0,6430,
196,70,0,5913,
664,113,1,808,"665,664"
493,113,0,3778,
328,96,0,3147,
448,303,0,6678,
133,94,0,4574,
60,4,0,2406,
881,55,0,6028,
215,95,0,3700,
144,49,1,120,"120,127,144"
247,207,1,1267,247
236,49,0,198,
367,49,0,3442,
32,47,0,2299,
306,207,0,5255,
492,95,1,623,492
252,221,1,1519,252
133,57,0,6556,
154,86,0,6128,
429,90,0,4178,
439,203,0,5011,
541,81,0,4003,
258,137,0,5049,
704,110,0,6517,
164,106,0,664,
131,134,0,4228,
228,299,0,6662,
734,55,0,4326,
596,96,0,4075,
481,335,0,7023,
240,49,0,2601,
911,333,1,2077,"409,911"
558,113,0,4128,
287,201,1,1167,287
99,295,0,6631,
965,375,1,2134,965
889,230,1,1757,889
901,229,1,1682,901
233,96,0,3098,
567,70,0,3029,
291,48,0,2448,
206,87,0,3456,
252,137,0,4604,
169,230,0,1740,
366,83,0,3380,
679,57,0,4199,
385,144,0,4328,
765,156,1,887,765
174,106,0,672,
816,86,0,5424,
492,229,0,5830,
200,106,1,700,"198,200"
898,229,1,1696,898
546,91,0,4010,
549,119,0,4164,
894,48,0,6237,
533,107,1,746,"528,533"
819,211,0,1412,
368,230,0,1724,
432,122,0,3515,
850,110,0,5513,
973,362,0,2119,
921,86,0,6564,
452,92,0,578,
805,215,0,1457,
346,204,0,5087,
16,47,0,2403,
801,209,0,1367,
284,202,1,1185,284
249,67,1,1333,"835,249"
129,211,0,5498,
902,80,0,3320,
322,203,0,5031,
409,341,1,2085,409
734,313,0,6834,
495,107,0,4000,
240,106,0,3896,
261,57,0,5673,
537,340,0,7042,
828,91,0,5304,
138,67,0,5407,
206,202,0,4959,
166,49,0,2560,
450,49,0,2788,
885,230,1,1754,885
541,96,0,3804,
225,70,0,329,
277,228,0,5755,
891,208,0,5350,
794,316,0,6871,
941,49,0,2692,
672,90,0,3505,
276,110,0,5421,
16,264,0,6438,
911,48,0,7057,
489,65,0,3766,
83,110,0,6593,
83,113,0,6648,
309,137,0,2979,
899,49,0,5853,
749,224,0,4354,
895,95,0,3797,
252,86,0,4660,
99,90,0,2503,
482,96,0,3723,
235,187,0,4603,
891,230,1,1761,891
821,92,0,3636,
774,159,0,4440,
530,229,0,5831,
148,81,0,3299,
32,4,0,2295,
166,230,0,1733,
847,230,0,6003,
209,113,0,5944,
399,207,0,5167,
895,53,0,5805,
482,95,1,613,482
96,49,1,104,96
364,62,0,2892,
254,86,0,5185,
660,49,0,2645,
136,128,0,4200,
199,362,0,7138,
251,189,0,988,
691,230,0,6050,
223,57,0,5968,
210,49,0,2729,
60,260,0,6422,
53,41,0,2393,
249,97,0,5593,
944,311,1,2021,944
240,230,0,1800,
488,48,0,3751,
813,113,0,4836,
801,92,0,3604,
280,204,1,1231,"276,280"
70,2,0,2157,
542,95,0,3995,
195,70,1,303,195
604,97,0,4083,
200,86,0,3946,
392,134,0,4229,
271,201,1,1151,271
424,49,0,2760,
524,95,0,3894,
942,313,1,2024,942
277,106,0,3929,
772,150,0,4373,
448,95,0,3717,
256,81,0,5052,
254,113,0,5584,
679,229,0,6327,
280,207,1,1284,"276,280"
523,228,0,5798,
254,67,1,1341,254
300,137,0,2882,
91,67,0,5366,
762,156,0,4413,
317,229,0,1717,
487,110,0,4040,
274,208,0,1316,
282,97,0,2794,
821,207,0,5242,
418,201,0,4930,
515,206,0,5126,
138,55,0,6536,
451,219,0,5635,
568,107,0,778,
901,113,0,5932,
332,49,0,2528,
892,295,0,6643,
746,156,0,4343,
200,70,1,307,"198,200"
913,95,0,6153,
326,228,0,5767,
410,198,0,4742,
799,184,0,931,
695,203,0,5030,
272,144,1,857,"289,725,272"
759,156,0,4405,
846,106,0,3941,
776,150,0,4447,
512,106,1,646,512
714,144,1,853,"718,713,714"
281,49,1,153,"184,281"
291,49,1,229,"285,291"
753,145,0,4370,
277,70,0,5084,
353,112,0,4052,
215,70,0,321,
898,96,0,5964,
342,94,0,942,
335,70,0,3128,
911,235,1,1894,"409,911"
375,81,0,3930,
159,68,0,2941,
184,73,0,3145,
252,219,1,1497,252
170,221,0,5671,
419,306,0,6734,
944,90,0,6849,
279,67,1,1354,279
315,230,0,1770,
770,240,0,6354,
549,107,1,759,549
80,37,0,2374,
449,49,0,2520,
428,140,0,4269,
369,229,0,5842,
759,224,0,4386,
721,200,0,4795,
766,156,1,885,766
315,70,0,314,
367,121,0,4173,
352,362,0,7126,
363,187,0,4598,
903,80,0,3313,
257,86,0,5285,
890,228,1,1595,890
80,16,0,2217,
223,70,1,325,"221,223"
193,65,0,3023,
839,229,0,5942,
69,18,0,2225,
138,195,0,4691,
918,37,0,6393,
465,55,1,596,"463,465"
813,201,1,1160,"277,813"
287,90,0,2591,
252,91,0,5668,
507,61,0,2889,
637,113,1,800,"636,635,639,637"
148,135,0,4236,
910,49,0,2657,
454,91,1,569,454
886,229,1,1672,886
233,107,0,3996,
131,120,0,4168,
258,94,1,935,"252,258"
96,107,0,4020,
565,230,0,6063,
507,49,0,2744,
173,70,0,282,
941,86,0,6724,
313,208,0,5362,
429,65,0,4203,
881,81,0,5872,
349,113,0,3407,
305,110,0,2946,
249,65,0,5577,
60,256,0,6407,
941,306,1,2009,"925,941"
911,335,1,2079,"409,911"
517,96,0,3874,
791,316,1,2031,"950,791"
19,260,1,1920,19
256,204,1,1216,256
777,149,0,4369,
895,137,0,6105,
297,65,1,260,297
432,49,0,2628,
374,202,0,4990,
937,95,0,6628,
10,252,0,6398,
473,219,0,5639,
386,208,0,5363,
482,207,0,5227,
862,356,0,7094,
261,49,1,182,"217,216,256,261"
254,215,1,1459,254
130,97,0,2527,
830,221,0,1532,
790,321,0,6919,
431,91,1,555,431
420,55,0,3343,
902,113,0,6197,
444,55,0,3542,
32,11,1,29,32
364,95,0,3789,
245,229,0,1719,
19,40,1,79,19
219,55,0,3664,
426,137,0,3631,
487,200,0,4842,
258,67,1,1335,"252,258"
177,229,0,1657,
580,229,0,5966,
375,106,1,684,375
895,230,1,1791,895
262,288,0,6534,
938,168,0,6881,
277,207,1,1286,277
447,91,1,566,447
133,49,1,118,"114,115,133"
364,228,0,5723,
580,122,0,4059,
442,49,0,2792,
32,22,1,47,32
803,215,0,1455,
19,266,1,1926,19
471,122,0,3682,
405,106,0,728,
242,106,0,736,
237,230,0,1793,
238,229,1,1712,238
524,144,0,4300,
746,152,0,4342,
369,53,0,6017,
9,4,1,19,"59,9"
281,137,0,5089,
247,204,1,1214,247
770,224,0,4423,
79,11,0,2196,
252,186,1,957,252
305,137,0,7108,
205,204,0,5083,
308,70,0,269,
184,55,0,2991,
296,107,0,3980,
247,65,0,5456,
128,124,0,4181,
885,95,0,5741,
596,113,1,790,596
169,55,0,3665,
191,95,0,3015,
352,67,0,5410,
804,219,0,1500,
704,274,1,1934,704
721,95,0,4299,
95,229,1,1892,"409,911,95"
681,86,0,4219,
323,109,0,4037,
176,229,0,1658,
487,103,0,3837,
291,122,0,2802,
780,156,0,4479,
369,106,1,679,369
342,186,0,964,
277,48,0,5509,
418,86,0,3378,
323,362,1,2113,323
931,96,0,6605,
903,110,0,6225,
247,57,0,4957,
590,67,0,5406,
709,86,0,4283,
95,86,0,7084,
500,95,0,3815,
259,96,0,2626,
128,95,0,2562,
544,107,1,754,544
561,65,0,2924,
942,309,1,2016,942
506,200,0,4806,
939,49,0,6769,
705,144,1,851,705
282,57,0,5244,
287,97,0,2590,
354,137,0,3162,
822,230,0,6038,
85,229,0,5935,
704,276,1,1936,704
753,160,0,4371,
79,30,1,62,"58,79"
252,203,1,1204,252
615,113,1,794,"612,615"
159,207,0,5223,
944,310,1,2019,944
349,87,1,526,349
511,189,0,4618,
174,230,0,1735,
302,90,1,551,302
787,167,0,4502,
891,137,0,5916,
80,27,0,2383,
786,172,1,919,786
816,70,0,5080,
575,112,1,783,575
418,81,1,505,418
644,207,0,5194,
287,204,0,5074,
678,48,0,4207,
209,228,0,5802,
95,110,0,6325,
258,204,1,1215,"252,258"
256,137,0,4804,
254,230,0,6095,
326,97,0,3143,
219,48,0,3079,
921,212,0,5534,
901,91,0,3580,
799,327,0,6962,
938,182,0,6880,
160,230,0,6110,
356,211,0,5479,
506,90,0,3842,
195,49,1,163,195
178,209,0,5450,
911,70,0,7016,
215,49,0,181,
85,106,0,3953,
55,0,1,4,"36,66,5,47,55"
489,49,0,2636,
413,87,0,3417,
572,203,0,5022,
154,49,1,128,154
912,96,0,6161,
787,326,0,6959,
465,95,0,3729,
918,246,1,1906,918
254,212,1,1426,254
790,319,0,6906,
223,230,1,1781,"897,223"
97,49,1,105,97
319,92,0,591,
149,295,0,6638,
491,96,0,3754,
749,156,0,4425,
292,70,0,2831,
534,65,0,3979,
847,302,0,6675,
561,209,0,5463,
488,95,1,620,488
311,229,1,1647,311
580,207,0,5231,
721,204,0,5078,
517,201,0,4923,
523,90,0,3898,
237,208,0,5291,
733,91,0,4331,
601,70,0,4079,
358,97,0,3186,
753,150,1,876,"752,753"
509,49,0,2609,
689,332,0,7006,
422,113,0,4076,
224,230,0,1782,
884,230,1,1753,884
511,53,0,3850,
422,82,1,513,422
159,48,0,6120,
787,180,0,4563,
492,107,0,4024,
877,107,0,4012,
281,91,0,5340,
279,208,1,1320,279
734,81,0,3328,
479,95,1,611,479
32,10,1,28,32
561,230,0,6006,
823,200,0,1137,
174,238,0,6347,
95,70,0,7085,
89,348,0,7075,
238,70,1,340,238
202,204,0,5055,
508,283,0,6515,
342,200,0,1118,
161,228,0,1562,
19,45,1,88,19
95,352,1,2096,"409,911,95"
356,144,0,4301,
32,20,1,38,32
918,247,1,1907,918
247,67,1,1334,"838,247"
10,27,0,2282,
902,203,0,5026,
9,30,0,2325,
918,6,0,2177,
786,184,0,4537,
95,342,1,2086,"409,911,95"
641,113,1,801,"638,641"
213,92,0,3620,
171,270,0,6463,
167,49,0,2624,
787,327,0,6967,
401,96,0,3282,
255,81,0,5145,
693,230,0,6047,
423,137,0,3454,
942,91,0,6837,
261,90,0,4964,
256,200,1,1112,256
317,70,0,345,
348,206,0,5146,
749,148,1,872,749
486,122,0,3726,
883,110,0,5865,
209,122,0,3058,
184,332,0,7010,
19,30,0,6585,
19,34,1,67,19
730,144,1,860,730
35,27,0,2255,
724,65,0,4307,
744,145,0,4347,
90,95,0,3736,
249,202,1,1171,249
474,70,0,3698,
234,113,0,3102,
744,156,0,4346,
803,195,0,4690,
942,332,1,2075,942
721,57,0,4298,
553,208,0,5311,
288,90,0,4937,
176,70,0,3056,
703,49,0,2496,
820,221,0,1542,
178,106,1,683,178
233,55,0,6108,
229,65,0,3091,
928,208,0,5331,
383,91,0,3569,
446,299,0,6663,
682,134,0,831,
542,305,0,6723,
881,228,1,1582,881
237,186,0,4595,
449,92,0,579,
911,334,1,2078,"409,911"
577,65,0,4243,
255,201,1,1146,255
418,57,0,3354,
19,256,1,1916,19
132,113,0,4072,
276,67,1,1351,276
968,362,0,2116,
252,212,1,1420,252
832,55,0,3656,
35,247,0,6383,
491,306,0,6770,
255,196,1,1071,255
164,196,0,4699,
356,201,0,4935,
19,292,1,1961,19
417,70,0,3330,
660,70,0,3052,
818,202,0,1195,
910,91,0,6168,
429,120,1,815,429
254,57,0,4653,
25,20,0,2233,
358,87,1,548,358
210,80,0,3300,
704,287,1,1947,704
139,49,1,117,"119,116,139"
646,95,0,3689,
86,207,0,5247,
928,87,0,3433,
935,90,0,6620,
531,229,0,5959,
19,38,1,75,19
193,91,0,3022,
165,229,0,5999,
431,103,0,3836,
473,70,0,3044,
254,195,1,1062,254
132,86,0,6568,
628,229,0,5851,
552,306,0,6742,
704,95,0,6529,
704,91,0,6528,
714,228,0,5787,
615,65,0,4091,
282,49,1,227,282
429,113,0,4215,
473,95,1,604,473
935,81,0,6757,
195,95,0,2642,
418,82,1,510,418
423,83,1,517,423
302,102,0,3832,
542,48,0,3994,
734,207,0,5199,
252,96,0,5596,
423,57,0,3358,
705,137,0,4286,
243,49,0,2592,
926,228,0,5714,
281,97,0,4929,
453,91,1,570,453
272,207,1,1282,272
216,140,0,4268,
943,49,0,2513,
935,76,0,4272,
205,49,0,2693,
95,57,0,7073,
175,70,0,3105,
138,230,0,6058,
524,208,0,5347,
885,48,0,6041,
171,70,0,281,
249,196,1,1065,249
703,139,0,845,
511,106,1,645,511
884,48,0,5736,
229,70,1,332,229
803,213,0,1433,
274,49,0,221,
356,212,0,5531,
429,124,1,819,429
170,113,0,4057,
254,202,1,1179,254
937,86,0,6765,
894,53,0,6060,
694,81,0,4250,
748,150,0,4359,
942,310,1,2018,942
208,90,0,3055,
491,228,0,5738,
464,55,1,599,"84,464"
536,81,0,3983,
256,65,0,5136,
968,106,0,3849,
159,306,0,6758,
660,110,0,4135,
189,107,0,3985,
427,91,0,3479,
928,295,1,1976,928
460,49,0,2652,
