structure_index,pdb_name,drive_file_id,stable_id,file_size,found_in_drivefs_metadata,found_in_drive_metadata,drive_path,p450_data_rows,p450_positive_rows,p450_unique_enzyme_count,p450_uniprots,is_trainable_in_exp003_manifest,trainable_rows,trainable_positive_rows,trainable_splits
319978,319978.pdb,1VfwrhSp_F2NoKAmbaJQlGd3eKPNvKBXk,378600,644531,True,True,ESIBank/brenda/structure/complex/319978.pdb,1,0,1,Q9SD85,True,1,0,train
320026,320026.pdb,12A2NmxcBXI5GTYJ1utki8tA27oXbVR8F,381429,702200,True,True,ESIBank/brenda/structure/complex/320026.pdb,1,0,1,Q9VUF8,True,1,0,train
320056,320056.pdb,13TYD1hEqyVOhqQejpCWMxoxNB11gzzJc,380503,648878,True,True,ESIBank/brenda/structure/complex/320056.pdb,1,0,1,O02766,True,1,0,train
320124,320124.pdb,1xxZwgces9k3IJzgwopEfvLYDWXtH7Tjk,378747,637468,True,True,ESIBank/brenda/structure/complex/320124.pdb,1,0,1,O15528,True,1,0,test
320125,320125.pdb,1Wac0SbLpt3Np3InEeWstMUUKbh4F8Rk-,380475,650078,True,True,ESIBank/brenda/structure/complex/320125.pdb,1,0,1,P51589,True,1,0,train
320127,320127.pdb,1TPgIWnLD5fOegwga5AJgGmhmY5cWxugn,378965,627618,True,True,ESIBank/brenda/structure/complex/320127.pdb,1,0,1,Q9AXH9,True,1,0,train
320175,320175.pdb,1GoiIN7wQVb1DNFAM6a2g4hZBI1BuH1C2,380075,673686,True,True,ESIBank/brenda/structure/complex/320175.pdb,1,0,1,Q64441,True,1,0,train
320196,320196.pdb,1XCP6d5z0DC_utj9mkyWH2zfz103HeG5b,379219,608994,True,True,ESIBank/brenda/structure/complex/320196.pdb,1,0,1,I7C6E8,True,1,0,train
320326,320326.pdb,1TTSFfAhqWtMPv9oYgz6-KZjmT4UN8g3G,378909,629683,True,True,ESIBank/brenda/structure/complex/320326.pdb,1,0,1,I3QBP4,True,1,0,train
320385,320385.pdb,13B7-Ekg9a-MCvnn-CGLh3pT36NxFb47v,380079,673584,True,True,ESIBank/brenda/structure/complex/320385.pdb,1,0,1,A0A068Q609,True,1,0,test
320397,320397.pdb,1K59x5driUyVfk-AreKkOy0ONhXNnw70U,378864,631285,True,True,ESIBank/brenda/structure/complex/320397.pdb,1,0,1,P33261,True,1,0,train
320527,320527.pdb,1gklhqtcZh2s2L5WyIilyR-vIt3HCtpm-,379110,619297,True,True,ESIBank/brenda/structure/complex/320527.pdb,1,0,1,Q2MJ20,True,1,0,train
320538,320538.pdb,1vfTcQR3_LzeP4kt1kI4Q-e4BYSt5Nred,379475,593894,True,True,ESIBank/brenda/structure/complex/320538.pdb,1,0,1,Q9FH76,True,1,0,train
320546,320546.pdb,1KCjAsGlbGUEMkIcfLnLwtJTgCWvh97Zj,380390,655105,True,True,ESIBank/brenda/structure/complex/320546.pdb,1,0,1,Q2LAL0,True,1,0,train
320658,320658.pdb,1d_hbz9DRiBZSMsJmnEwxweGJ_9dQKOis,378861,631508,True,True,ESIBank/brenda/structure/complex/320658.pdb,1,0,1,P33261,True,1,0,train
320704,320704.pdb,1HuExVJFJUaZhVw0X7Hi_EBwCALlJBoZQ,380100,672506,True,True,ESIBank/brenda/structure/complex/320704.pdb,1,0,1,P78329,True,1,0,test
320828,320828.pdb,1S8u2-mLA0ofIT3FR3QKAwzESFpmIG_Z5,380382,655688,True,True,ESIBank/brenda/structure/complex/320828.pdb,1,0,1,P15150,True,1,0,train
320895,320895.pdb,1vjq3Kc4dCzoyoY2y9evEaxsLrKM2wVxd,380403,654064,True,True,ESIBank/brenda/structure/complex/320895.pdb,1,0,1,Q9FMV7,True,1,0,train
321101,321101.pdb,1NZzKk1FUq5gRBrZPwA1i4_G4qCHF7YD4,378792,634844,True,True,ESIBank/brenda/structure/complex/321101.pdb,1,0,1,O35084,True,1,0,train
321111,321111.pdb,1O2LKT4f_rK7sonn21oFuV8e0AAEHkSq-,378981,626497,True,True,ESIBank/brenda/structure/complex/321111.pdb,1,0,1,P11371,True,1,0,train
321148,321148.pdb,160DOhC62A1VyGOxoJURAFE4Z_5nAI86u,380150,670528,True,True,ESIBank/brenda/structure/complex/321148.pdb,1,0,1,Q02928,True,1,0,test
321195,321195.pdb,1ua4WU4UMyTYRErNMJMVDGI_cukieCqzK,379915,682055,True,True,ESIBank/brenda/structure/complex/321195.pdb,1,0,1,P24557,True,1,0,val
321197,321197.pdb,1SOnrDPa6uqZzVWR_0vitWm2oCAFuAFKY,378688,641173,True,True,ESIBank/brenda/structure/complex/321197.pdb,1,0,1,Q6WG30,True,1,0,test
321216,321216.pdb,1OfqlaISxw-r45zc722d7_-ZAJXjvsMEs,380422,652120,True,True,ESIBank/brenda/structure/complex/321216.pdb,1,0,1,Q2LAL0,True,1,0,train
321241,321241.pdb,1N-TpThicdKHCeuzBbc_tdf5h_4kWeHPT,379719,689142,True,True,ESIBank/brenda/structure/complex/321241.pdb,1,0,1,I3V6B7,True,1,0,val
321285,321285.pdb,1KLOhuLvDpu8sg6BG86pzeaMX5CLPE--M,380509,649004,True,True,ESIBank/brenda/structure/complex/321285.pdb,1,0,1,P51589,True,1,0,test
321341,321341.pdb,1f34I0oYhigLucrLCFhV5xQZRfcotxcGw,380476,650102,True,True,ESIBank/brenda/structure/complex/321341.pdb,1,0,1,P05093,True,1,0,train
321379,321379.pdb,1OzJcdScgCn_OuLW2WtYeKMkCxpCe7Z6p,379535,591917,True,True,ESIBank/brenda/structure/complex/321379.pdb,1,0,1,Q9FH76,True,1,0,test
321459,321459.pdb,1pc7E2-CjnXUkavX1CuP3cWgtvHIDTjm-,380322,660985,True,True,ESIBank/brenda/structure/complex/321459.pdb,1,0,1,P08684,True,1,0,train
321475,321475.pdb,1gVT1VysGQvNUks13O4PYUJea5fkfLMv3,379884,682880,True,True,ESIBank/brenda/structure/complex/321475.pdb,1,0,1,A0A1D6F9Y9,True,1,0,train
321599,321599.pdb,1f-8ukpQFPTOwtiATmzZJgoXpILwAfjFi,376928,502632,True,True,ESIBank/brenda/structure/complex/321599.pdb,1,0,1,P23295,True,1,0,train
321647,321647.pdb,1zIuZc8HQHGO_mb__k9DiDZPPteDk4q3P,379894,682737,True,True,ESIBank/brenda/structure/complex/321647.pdb,1,0,1,A2RRT9,True,1,0,train
321728,321728.pdb,1sTKnNst8G5XFK60mZKVWOic6wgzoDv9V,379961,679793,True,True,ESIBank/brenda/structure/complex/321728.pdb,1,0,1,P98187,True,1,0,test
321751,321751.pdb,1wusdGJ75N6WI3rpzgvGjBnNiLlMT6GHo,379105,619347,True,True,ESIBank/brenda/structure/complex/321751.pdb,1,0,1,Q2MJ20,True,1,0,train
321752,321752.pdb,1wRNy0hDHU8XBRFJw5I3rqtyfrTXwCult,379015,624432,True,True,ESIBank/brenda/structure/complex/321752.pdb,1,0,1,A8CDR5,True,1,0,val
321816,321816.pdb,17ZORT10o5EeRYYqUi0Dt_jdszAGleX5l,379128,617999,True,True,ESIBank/brenda/structure/complex/321816.pdb,1,0,1,Q8W4T9,True,1,0,test
321917,321917.pdb,1hEtD46oxLtuilJ439vQt2qSQ-_4Sadb0,380400,654286,True,True,ESIBank/brenda/structure/complex/321917.pdb,1,0,1,P15150,True,1,0,test
321924,321924.pdb,1TnnH56CGnO_w67bAaUgd7PBVSJUuU06z,379183,612445,True,True,ESIBank/brenda/structure/complex/321924.pdb,1,0,1,Q9AVQ1,True,1,0,train
321942,321942.pdb,1vHEDY9J8f6ra5MWQuUY6aKAY21kCUBcs,380057,674795,True,True,ESIBank/brenda/structure/complex/321942.pdb,1,0,1,P78329,True,1,0,train
321976,321976.pdb,1jCxR_WLbyAcK_Yca8vB48fwLJ4Msk4lU,380319,661073,True,True,ESIBank/brenda/structure/complex/321976.pdb,1,0,1,P08684,True,1,0,train
321985,321985.pdb,1qD96vazQuXuE7_8DpilnXHky6i_EhQ8e,378870,630800,True,True,ESIBank/brenda/structure/complex/321985.pdb,1,0,1,F8S1I0,True,1,0,train
321995,321995.pdb,1_TVgyB1gwGOzbzBkCCRnwjGYNcyZ5onn,379999,677451,True,True,ESIBank/brenda/structure/complex/321995.pdb,1,0,1,P51869,True,1,0,val
322000,322000.pdb,12i1cmYX4gQqNYCFmNB9P7sxZ0MQqwIXB,380411,653321,True,True,ESIBank/brenda/structure/complex/322000.pdb,1,0,1,P27786,True,1,0,test
322008,322008.pdb,1xr0Ae6KvAv0HYjTlrV5dS0fRXKC_v4Nh,378604,644775,True,True,ESIBank/brenda/structure/complex/322008.pdb,1,0,1,P08683,True,1,0,train
322029,322029.pdb,190PhqK0w2AmXKsnXh2aEEWFX2gWxmzAU,380269,665252,True,True,ESIBank/brenda/structure/complex/322029.pdb,1,0,1,Q60991,True,1,0,train
322048,322048.pdb,1rvRwIVs4Q3HnvIPMpd06JuXkGzCxogov,380011,676968,True,True,ESIBank/brenda/structure/complex/322048.pdb,1,0,1,P98187,True,1,0,train
322078,322078.pdb,1m40LZSxw2ZxpiyGvImXhnZ1a3sGxIRri,380231,667549,True,True,ESIBank/brenda/structure/complex/322078.pdb,1,0,1,O49394,True,1,0,train
322100,322100.pdb,16DZTCWkivPy4iDHeYIfr8Nvq4rQkXPuj,380025,675907,True,True,ESIBank/brenda/structure/complex/322100.pdb,1,0,1,Q60991,True,1,0,test
322110,322110.pdb,13OsNQY8k-1MJkFFZnZrombMpB9GXIzCP,380558,647064,True,True,ESIBank/brenda/structure/complex/322110.pdb,1,0,1,Q16850,True,1,0,train
322130,322130.pdb,1Wfnf5mYb_ewsR9JDzdXXHUbngzEXuCyK,380289,664080,True,True,ESIBank/brenda/structure/complex/322130.pdb,1,0,1,Q07973,True,1,0,train
322137,322137.pdb,1Pv8jHbvHAPz9Qwmd8V95TFTXLEKq8RxN,379285,604814,True,True,ESIBank/brenda/structure/complex/322137.pdb,1,0,1,I7CT85,True,1,0,train
322192,322192.pdb,1hbxyDMURJiPOMg8XJWckiDcocWlh3i1w,378831,632526,True,True,ESIBank/brenda/structure/complex/322192.pdb,1,0,1,O64698,True,1,0,train
322230,322230.pdb,1dG8oqECV88yZQHuSCQGPw_YfkW0Lz2DT,380062,674800,True,True,ESIBank/brenda/structure/complex/322230.pdb,1,0,1,A0A068Q609,True,1,0,train
322248,322248.pdb,1VttYp0O4gdXniG00IOo27qXMoEMxZCDJ,380517,648460,True,True,ESIBank/brenda/structure/complex/322248.pdb,1,0,1,P51589,True,1,0,test
322250,322250.pdb,1fVcQVx5u5bZrbFx15aS9EZsnsEfMcJHZ,380367,657373,True,True,ESIBank/brenda/structure/complex/322250.pdb,1,0,1,P98183,True,1,0,train
322327,322327.pdb,12ifnXKwBjUj6kQCo81Ri39gM-tbNSyAe,379211,610238,True,True,ESIBank/brenda/structure/complex/322327.pdb,1,0,1,K7NBR2,True,1,0,test
322354,322354.pdb,1awJ2RMErEfnWE4aZFVxWrtBRm3o5WWyY,380219,668032,True,True,ESIBank/brenda/structure/complex/322354.pdb,1,0,1,Q07973,True,1,0,train
322358,322358.pdb,14bdWv9Jq-dd6jz5WTvUvGr7gZDj9RFi2,380280,662853,True,True,ESIBank/brenda/structure/complex/322358.pdb,1,0,1,Q43067,True,1,0,train
322542,322542.pdb,1xcD6Pc9DNQCF_GDowXSUFF2RDSn3O3YR,380096,672851,True,True,ESIBank/brenda/structure/complex/322542.pdb,1,0,1,Q9SWR5,True,1,0,val
322692,322692.pdb,1-jvRndsSEeh7w06NSx3cwtp5_GMJn_kl,380436,650958,True,True,ESIBank/brenda/structure/complex/322692.pdb,1,0,1,P05093,True,1,0,train
322719,322719.pdb,1IYUpPv8xmbyPWjF7XlbXKlq2ilKtloeT,380015,677065,True,True,ESIBank/brenda/structure/complex/322719.pdb,1,0,1,Q08477,True,1,0,train
322774,322774.pdb,1V2nvEoGoLc04WhjDO7etW9Hj7DwElYaW,378742,638192,True,True,ESIBank/brenda/structure/complex/322774.pdb,1,0,1,Q9ZUX1,True,1,0,train
322800,322800.pdb,,,,False,False,ESIBank/brenda/structure/complex/322800.pdb,1,0,1,P48421,False,0,0,
322809,322809.pdb,1w4z8zfn3l6DARxYnAu0q3btwSaIONPpV,380474,649924,True,True,ESIBank/brenda/structure/complex/322809.pdb,1,0,1,P51589,True,1,0,train
322862,322862.pdb,1uLeaF4WD4Rz-fY86rrKwbkgThFFok56f,380291,662708,True,True,ESIBank/brenda/structure/complex/322862.pdb,1,0,1,Q43067,True,1,0,train
322906,322906.pdb,1W19iNrTx5BMHfkPGGomonDb9U1RJzjIE,376769,513444,True,True,ESIBank/brenda/structure/complex/322906.pdb,1,0,1,Q59723,True,1,0,test
323024,323024.pdb,1KikOY1wBPB1qzL7i7dThddYPU09rFuEb,379532,592068,True,True,ESIBank/brenda/structure/complex/323024.pdb,1,0,1,Q9FH76,True,1,0,train
323081,323081.pdb,1PEkp5VyVjiiTAkvz-u0hcXMOYzeWZqni,380275,664488,True,True,ESIBank/brenda/structure/complex/323081.pdb,1,0,1,Q07973,True,1,0,train
323111,323111.pdb,1I2bAeA_Wjlp0v_q2Rq_DHSPq3510ziS3,380076,673414,True,True,ESIBank/brenda/structure/complex/323111.pdb,1,0,1,B8QHP5,True,1,0,val
323164,323164.pdb,1Ws9zu4BjW2DQPrkIoMhUjnlmp8M_JL-I,377720,579351,True,True,ESIBank/brenda/structure/complex/323164.pdb,1,0,1,A0A0S1TP26,True,1,0,train
323208,323208.pdb,1LMIEljTNQmIuvGBLZ1qS1JS7OZUqBzy8,380570,645846,True,True,ESIBank/brenda/structure/complex/323208.pdb,1,0,1,A6YIH8,True,1,0,train
323232,323232.pdb,1paAtXHmUnB56TPWHktq-36pO_-b-lEhW,380021,676730,True,True,ESIBank/brenda/structure/complex/323232.pdb,1,0,1,Q09128,True,1,0,train
323291,323291.pdb,1TLMQjaPeKESHXHNuT4lZb6sLGAuWRK5A,378719,639588,True,True,ESIBank/brenda/structure/complex/323291.pdb,1,0,1,B1NF18,True,1,0,train
323396,323396.pdb,1d8wDX_cWEO9t0wcMVgOLd2UhRVa0sH-z,380481,649553,True,True,ESIBank/brenda/structure/complex/323396.pdb,1,0,1,A6YIH8,True,1,0,train
323468,323468.pdb,1NN5Qi4W0wa76CJnpzd2fl1nmC_RDAUnE,379355,600373,True,True,ESIBank/brenda/structure/complex/323468.pdb,1,0,1,C0SJS2,True,1,0,train
323492,323492.pdb,1SlYKHIBTEvaRXTNYa__VpaHp23KrdtpZ,378976,626675,True,True,ESIBank/brenda/structure/complex/323492.pdb,1,0,1,P93846,True,1,0,train
323495,323495.pdb,1GKmuMqvVJoVpLfQVaCaDqw14SFj1CXFN,379959,679867,True,True,ESIBank/brenda/structure/complex/323495.pdb,1,0,1,A0A068Q609,True,1,0,train
323550,323550.pdb,115csBn1MVC7X2rTbQielD-h4gmg7qubf,378736,638380,True,True,ESIBank/brenda/structure/complex/323550.pdb,1,0,1,P00191,True,1,0,train
323592,323592.pdb,19L_Gt7EfUnAVj-5OLEaQcIJ9EEWLO92d,378934,628567,True,True,ESIBank/brenda/structure/complex/323592.pdb,1,0,1,F8S1H8,True,1,0,val
323602,323602.pdb,1viyMIR2OHcr1aVmLfx7JgtLzYLLdCExd,380508,649261,True,True,ESIBank/brenda/structure/complex/323602.pdb,1,0,1,P93147,True,1,0,train
323626,323626.pdb,11WDvS9znxKmsFpBIp6kD0tbzZMHnF10k,379135,618193,True,True,ESIBank/brenda/structure/complex/323626.pdb,1,0,1,F6H9N6,True,1,0,train
323633,323633.pdb,1Atn50bODbxk6OZdotf-k8lmwNExTXRCy,379987,677931,True,True,ESIBank/brenda/structure/complex/323633.pdb,1,0,1,P0CT93,True,1,0,train
323714,323714.pdb,1uImUe5YLkx360JWhSbciKYRNQ3-A7jSp,380082,673582,True,True,ESIBank/brenda/structure/complex/323714.pdb,1,0,1,Q64441,True,1,0,train
323771,323771.pdb,1bMJIKsM6HnbBy8i7isB8Myte6Poo3JQ5,378774,635458,True,True,ESIBank/brenda/structure/complex/323771.pdb,1,0,1,O23051,True,1,0,train
323773,323773.pdb,1OX8GP0wq66BfLH-pMhcEX_cCgMBM-jIh,378602,645090,True,True,ESIBank/brenda/structure/complex/323773.pdb,1,0,1,Q50LH4,True,1,0,train
323829,323829.pdb,1AoXGJSDfZDNXw-JtIPTz1NIln0jv1aUo,378506,528915,True,True,ESIBank/brenda/structure/complex/323829.pdb,1,0,1,Q06069,True,1,0,train
323832,323832.pdb,1RwlpQHtGRDY4WGcB1gxYf2SS8PgVLXg1,380444,651022,True,True,ESIBank/brenda/structure/complex/323832.pdb,1,0,1,P08684,True,1,0,test
323893,323893.pdb,19D6F___EI1cGZRWv_sUNF7ZaARmjchbe,380415,653090,True,True,ESIBank/brenda/structure/complex/323893.pdb,1,0,1,P05093,True,1,0,train
323954,323954.pdb,1gOLWc0UO7sP845EC6kbGoFzjhTt1Hdip,380326,660736,True,True,ESIBank/brenda/structure/complex/323954.pdb,1,0,1,Q42600,True,1,0,train
324047,324047.pdb,1ZHHjtdS3SwrzFXIPH86DPaZ975hxFDD2,380271,664440,True,True,ESIBank/brenda/structure/complex/324047.pdb,1,0,1,Q07973,True,1,0,train
324052,324052.pdb,16sxSCBI21MldIcrT2QdZALFEoT1AYprC,378910,629325,True,True,ESIBank/brenda/structure/complex/324052.pdb,1,0,1,F8S1H8,True,1,0,train
324055,324055.pdb,1tYHim9Bj59V9s7excDhY6CNBfcL7zCrs,380445,651276,True,True,ESIBank/brenda/structure/complex/324055.pdb,1,0,1,P08684,True,1,0,train
324069,324069.pdb,19n-PR7_CfNtgfGdl5UpMUYlTRVB9Ma6b,380047,675429,True,True,ESIBank/brenda/structure/complex/324069.pdb,1,0,1,Q43255,True,1,0,test
324217,324217.pdb,1BseykWSephnpVNSMjX5DJwh3tizbVT5u,379956,679298,True,True,ESIBank/brenda/structure/complex/324217.pdb,1,0,1,Q9Y7C8,True,1,0,train
324220,324220.pdb,1PlxdImHSXTeO1vbT1L0ZMpQKBWAmfxP5,380317,661383,True,True,ESIBank/brenda/structure/complex/324220.pdb,1,0,1,O75881,True,1,0,train
324290,324290.pdb,1pF-OWP3tvq9l7ZknP6Y2ezmkQpuZQkdu,380171,669504,True,True,ESIBank/brenda/structure/complex/324290.pdb,1,0,1,Q9LSF8,True,1,0,train
324340,324340.pdb,1STVEDrWA7daoWbI3vQ1iaypZp4su28Nz,376850,507067,True,True,ESIBank/brenda/structure/complex/324340.pdb,1,0,1,Q9ZAU3,True,1,0,train
324421,324421.pdb,1i1n7Qyc-LGQ_T2FrKs7pKL92MbrOKXHo,378621,643792,True,True,ESIBank/brenda/structure/complex/324421.pdb,1,0,1,O65782,True,1,0,train
324470,324470.pdb,1HQlEVnXOKkAGrOpa2nqmkUwPo-7Envqc,378811,633527,True,True,ESIBank/brenda/structure/complex/324470.pdb,1,0,1,Q9XHE8,True,1,0,train
324486,324486.pdb,1IMbThhRkY_37ahSMYhWaaQz-XW_a7x7f,378966,627201,True,True,ESIBank/brenda/structure/complex/324486.pdb,1,0,1,P11371,True,1,0,test
324516,324516.pdb,14RernUlK1b30PPqvEAwxUUHIIegSz7Ld,378626,643669,True,True,ESIBank/brenda/structure/complex/324516.pdb,1,0,1,P08683,True,1,0,test
324564,324564.pdb,1QSogMJ1lI6Dlj0THZUvXZC4hJO4p6_FT,378818,633041,True,True,ESIBank/brenda/structure/complex/324564.pdb,1,0,1,Q8VWZ7,True,1,0,train
324652,324652.pdb,1FO4yYriTxefuozmTdx5TQtxcsH1uOsV5,379193,610866,True,True,ESIBank/brenda/structure/complex/324652.pdb,1,0,1,I7C6E8,True,1,0,train
324735,324735.pdb,1yj6vGotkp0Gq_juEcOKjxLQ7-HSoPU0o,372343,648797,True,True,ESIBank/brenda/structure/complex/324735.pdb,1,0,1,O88962,True,1,0,train
324748,324748.pdb,1evBPeZ6MAZbtMMwcgv16ttNqiipiXcZ9,372369,635926,True,True,ESIBank/brenda/structure/complex/324748.pdb,1,0,1,P15540,True,1,0,train
324771,324771.pdb,1NJ-e9Ek3c2fAljRhzVMXWfoiOnAK5yMt,372415,625067,True,True,ESIBank/brenda/structure/complex/324771.pdb,1,0,1,H2DH16,True,1,0,train
324804,324804.pdb,1EwZVHLF-E6bbW7NEmp91z8mb_63welJO,372337,648599,True,True,ESIBank/brenda/structure/complex/324804.pdb,1,0,1,Q6WNQ9,True,1,0,train
324860,324860.pdb,1vDNctJ1PcIadPcWm1m_vK5h7KNe7-Ey8,372352,645777,True,True,ESIBank/brenda/structure/complex/324860.pdb,1,0,1,Q16850,True,1,0,train
324877,324877.pdb,1Oi_wQtmqCLjXLu4fffCPvCvIylGqx8ud,372271,673262,True,True,ESIBank/brenda/structure/complex/324877.pdb,1,0,1,B8QHP5,True,1,0,train
324945,324945.pdb,1sVx9jBoDyyn5iB4CMVvXqCMazhk2fe6i,372308,655196,True,True,ESIBank/brenda/structure/complex/324945.pdb,1,0,1,P17549,True,1,0,train
325179,325179.pdb,1njyrBJQJ-_EIkOE3HLf0y_1GV0X99Kb9,372258,675275,True,True,ESIBank/brenda/structure/complex/325179.pdb,1,0,1,Q09128,True,1,0,train
325181,325181.pdb,1dc0mVtqMTuRFWIKs_-l30rB0THTaab6t,372257,676958,True,True,ESIBank/brenda/structure/complex/325181.pdb,1,0,1,Q64429,True,1,0,test
325225,325225.pdb,1WVrm-xo-MTY4jHU_Nwcngt66Wb7KsBh_,372309,661645,True,True,ESIBank/brenda/structure/complex/325225.pdb,1,0,1,O09158,True,1,0,train
325247,325247.pdb,1IHFA4Ep6LDi_qQIj1C0PltSRR6m7b7de,372317,653705,True,True,ESIBank/brenda/structure/complex/325247.pdb,1,0,1,C0SPF7,True,1,0,train
325405,325405.pdb,138Zoeh9bhsdS2sG4R50-1QG5ULOjjKzy,372281,670072,True,True,ESIBank/brenda/structure/complex/325405.pdb,1,0,1,Q02928,True,1,0,train
325415,325415.pdb,1QQmZoKYtL1A6m1QSki92hB4Ji9_9uWnP,372263,673351,True,True,ESIBank/brenda/structure/complex/325415.pdb,1,0,1,A0A068Q609,True,1,0,train
325424,325424.pdb,1s8Se7ofDsAfF5VwS4rxdyiESWNYg0nFb,372378,637308,True,True,ESIBank/brenda/structure/complex/325424.pdb,1,0,1,O15528,True,1,0,train
325464,325464.pdb,15XlnMWBUYRMK3611fvYwZyX6JWtI4egR,372360,641737,True,True,ESIBank/brenda/structure/complex/325464.pdb,1,0,1,Q16850,True,1,0,train
325551,325551.pdb,1Ylc2OY0-o4VCpoL6aZVnRf78_udW_1Z3,372285,667817,True,True,ESIBank/brenda/structure/complex/325551.pdb,1,0,1,Q60991,True,1,0,test
325584,325584.pdb,1UqsHtNhroKbpDN3vUt4HPFKfky8xwCbB,372350,645762,True,True,ESIBank/brenda/structure/complex/325584.pdb,1,0,1,O65782,True,1,0,train
325598,325598.pdb,1yheuiUw0znCTxRd6dw0NGHalK_wrIUDq,372395,632878,True,True,ESIBank/brenda/structure/complex/325598.pdb,1,0,1,O64698,True,1,0,train
325626,325626.pdb,1WsOi2O4zlp7Qiwgsu9Ny8cIbFDyt8ZJ4,372331,649838,True,True,ESIBank/brenda/structure/complex/325626.pdb,1,0,1,O02766,True,1,0,train
325652,325652.pdb,1yy98X0mpWQhOHPfOvE-g11nafrdHQDUM,372261,675622,True,True,ESIBank/brenda/structure/complex/325652.pdb,1,0,1,B8QHP5,True,1,0,train
325751,325751.pdb,1GML1dJH8YaY58Ni3lYTtjma2EvwMkGQS,369504,672394,True,True,ESIBank/brenda/structure/complex/325751.pdb,1,0,1,P93149,True,1,0,train
325841,325841.pdb,1-0Q65U4Pisled_qZspXEBy2tNeESmk8C,368097,641865,True,True,ESIBank/brenda/structure/complex/325841.pdb,1,0,1,Q4PJW3,True,1,0,train
325929,325929.pdb,1acCQa4Afz0YuziuSGqJwV_LVHiKoC_H2,368192,634475,True,True,ESIBank/brenda/structure/complex/325929.pdb,1,0,1,Q6IV13,True,1,0,train
325937,325937.pdb,1_dROsWNarGcImIIMKZ26Vs5KS_O2Holi,368183,636293,True,True,ESIBank/brenda/structure/complex/325937.pdb,1,0,1,Q6R7M4,True,1,0,val
325974,325974.pdb,12gJVO2XZstbWhzat6_jhoq_Qi-_iClUS,368215,627049,True,True,ESIBank/brenda/structure/complex/325974.pdb,1,0,1,P11371,True,1,0,train
326035,326035.pdb,1wCjKSjCYjxBMH9wkoBqKVs9fC8pRRil-,368100,641633,True,True,ESIBank/brenda/structure/complex/326035.pdb,1,0,1,Q16850,True,1,0,train
326048,326048.pdb,18iRvOV7uDrNGoAR76sJF0ZgMDtp5Q6NE,367755,659216,True,True,ESIBank/brenda/structure/complex/326048.pdb,1,0,1,Q42600,True,1,0,train
326097,326097.pdb,1177tHLwfxzmYQCkpsv3IocVVcxrP7BgB,368111,640964,True,True,ESIBank/brenda/structure/complex/326097.pdb,1,0,1,Q6WG30,True,1,0,train
326144,326144.pdb,1TCkFmRCrsuICG3Lcs5SHjTiIgnf6g73B,367671,664840,True,True,ESIBank/brenda/structure/complex/326144.pdb,1,0,1,Q07973,True,1,0,train
326229,326229.pdb,1hltBphIF5WECfJyx4B1UO-NRHh6TeaDb,368190,634009,True,True,ESIBank/brenda/structure/complex/326229.pdb,1,0,1,O64698,False,0,0,
326341,326341.pdb,1gh-HrMaf8Lg20wzA5PbBOOiW9_Ep_KOU,367721,661375,True,True,ESIBank/brenda/structure/complex/326341.pdb,1,0,1,O75881,True,1,0,train
326343,326343.pdb,1uVDMAgV9hWPqyD9qRJnEVb8hQUDyMEFO,368191,633149,True,True,ESIBank/brenda/structure/complex/326343.pdb,1,0,1,F8S1H3,True,1,0,train
326427,326427.pdb,1yhnMt-7QlSf4Afg0Bz7C0YtzYd3Duhz3,368786,709822,True,True,ESIBank/brenda/structure/complex/326427.pdb,1,0,1,I3PLR1,True,1,0,train
326429,326429.pdb,1M7pX8Rd7_UWdLbcUjurWKFJAdA7DzQcT,368737,714410,True,True,ESIBank/brenda/structure/complex/326429.pdb,1,0,1,O23066,True,1,0,test
326559,326559.pdb,1Y2PECwemqLQyrclW7MlOl54Kyh3Tpmmi,368809,707882,True,True,ESIBank/brenda/structure/complex/326559.pdb,1,0,1,I3PLR0,True,1,0,train
326670,326670.pdb,1kicCoW0pfH3nnvjHhNFVUip9R386oO_R,367690,663180,True,True,ESIBank/brenda/structure/complex/326670.pdb,1,0,1,Q07973,True,1,0,train
326687,326687.pdb,18DI9oUHsvAendTIHrB4eDreB-V0ACUDK,369497,672860,True,True,ESIBank/brenda/structure/complex/326687.pdb,1,0,1,H1A988,True,1,0,val
326721,326721.pdb,1vD2fZtOUXdWs0o8iv4H3ZhIJKIaA3wrd,368193,631164,True,True,ESIBank/brenda/structure/complex/326721.pdb,1,0,1,D5JBX1,True,1,0,train
326834,326834.pdb,1ekdUc3CvGPubjRgmGTOv2-5uYfswErmK,368246,614825,True,True,ESIBank/brenda/structure/complex/326834.pdb,1,0,1,A0A3Q7HBJ5,True,1,0,train
326842,326842.pdb,1I2r9T_q2442lsETR0ZqRhBQITuTULMsq,369440,676273,True,True,ESIBank/brenda/structure/complex/326842.pdb,1,0,1,Q9EP75,True,1,0,train
326843,326843.pdb,18X1zMsJL8EpboEAx5P8Q1ICtjlr0AhiL,368184,631162,True,True,ESIBank/brenda/structure/complex/326843.pdb,1,0,1,Q9AXH9,True,1,0,train
326891,326891.pdb,1-OQ0d_jsJxDbo7Lz2BCB7rSuxjtVo843,368835,706182,True,True,ESIBank/brenda/structure/complex/326891.pdb,1,0,1,O23066,True,1,0,test
326925,326925.pdb,1Bx6nX0DRxGuNru7EgZAbGkJYh57TNXrb,368439,511010,True,True,ESIBank/brenda/structure/complex/326925.pdb,1,0,1,Q59723,True,1,0,val
